aprobacion_presidencial,tendencia,word,n
Desaprueba,Centro,subdirectores,1.59854
Desaprueba,Centro,tomar,1.59854
Desaprueba,Ninguno / Independiente,pagados,1.5975
Desaprueba,Ninguno / Independiente,profesores,1.5975
Desaprueba,Centro Izquierda / Izquierda,formas,1.5965
Desaprueba,Centro Izquierda / Izquierda,deberia,1.59145
Desaprueba,Centro Izquierda / Izquierda,riquezas,1.5904
Desaprueba,Ninguno / Independiente,comercial,1.58849
Desaprueba,Ninguno / Independiente,netamente,1.58849
Desaprueba,Centro Izquierda / Izquierda,mandato,1.58823
Desaprueba,Centro Izquierda / Izquierda,presentado,1.58546
Desaprueba,Centro Izquierda / Izquierda,elecciones,1.58478
Desaprueba,Centro Derecha / Derecha,punto,1.58226
Desaprueba,Centro Derecha / Derecha,pais,1.57807
Desaprueba,Centro Izquierda / Izquierda,estabilidad,1.57792
Desaprueba,Centro Derecha / Derecha,nota,1.57646
Desaprueba,Centro Derecha / Derecha,región,1.57646
Desaprueba,Centro Izquierda / Izquierda,presupuesto,1.57543
Desaprueba,Centro Izquierda / Izquierda,avance,1.57495
Desaprueba,Ninguno / Independiente,dirigir,1.57484
Desaprueba,Ninguno / Independiente,piñera,1.57484
Desaprueba,Centro Izquierda / Izquierda,estudiantes,1.57198
Desaprueba,Centro Izquierda / Izquierda,salir,1.57198
Desaprueba,Ninguno / Independiente,cree,1.5691
Desaprueba,Ninguno / Independiente,entro,1.5691
Desaprueba,Ninguno / Independiente,invierno,1.5691
Desaprueba,Ninguno / Independiente,mantener,1.5691
Desaprueba,Ninguno / Independiente,quito,1.5691
Desaprueba,Ninguno / Independiente,tiro,1.5691
Desaprueba,Ninguno / Independiente,propuestas,1.56592
Desaprueba,Centro Izquierda / Izquierda,saco,1.56336
Desaprueba,Centro Derecha / Derecha,laborales,1.56135
Desaprueba,Centro Izquierda / Izquierda,cumplen,1.55831
Desaprueba,Ninguno / Independiente,calidad,1.55546
Desaprueba,Ninguno / Independiente,desaprobarlo,1.55546
Desaprueba,Ninguno / Independiente,explico,1.55546
Desaprueba,Ninguno / Independiente,país,1.55546
Desaprueba,Ninguno / Independiente,sirven,1.55546
Desaprueba,Ninguno / Independiente,sufrago,1.55546
Desaprueba,Centro,50,1.55301
Desaprueba,Centro,8000,1.55301
Desaprueba,Centro,adulto,1.55301
Desaprueba,Centro,antiguedad,1.55301
Desaprueba,Centro,anuncio,1.55301
Desaprueba,Centro,beneficios,1.55301
Desaprueba,Centro,casado,1.55301
Desaprueba,Centro,cero,1.55301
Desaprueba,Centro,concretan,1.55301
Desaprueba,Centro,cortan,1.55301
Desaprueba,Centro,cumpli,1.55301
Desaprueba,Centro,dejan,1.55301
Desaprueba,Centro,dirigente,1.55301
Desaprueba,Centro,empezaron,1.55301
Desaprueba,Centro,esposa,1.55301
Desaprueba,Centro,fantasía,1.55301
Desaprueba,Centro,ficha,1.55301
Desaprueba,Centro,iban,1.55301
Desaprueba,Centro,mes,1.55301
Desaprueba,Centro,miseria,1.55301
Desaprueba,Centro,nombre,1.55301
Desaprueba,Centro,obrero,1.55301
Desaprueba,Centro,pagan,1.55301
Desaprueba,Centro,pagaron,1.55301
Desaprueba,Centro,perdiendo,1.55301
Desaprueba,Centro,practica,1.55301
Desaprueba,Centro,preocupan,1.55301
Desaprueba,Centro,profesional,1.55301
Desaprueba,Centro,proteccion,1.55301
Desaprueba,Centro,pudimos,1.55301
Desaprueba,Centro,puntos,1.55301
Desaprueba,Centro,quede,1.55301
Desaprueba,Centro,razón,1.55301
Desaprueba,Centro,recibir,1.55301
Desaprueba,Centro,reclamar,1.55301
Desaprueba,Centro,regia,1.55301
Desaprueba,Centro,resulta,1.55301
Desaprueba,Centro,teniamos,1.55301
Desaprueba,Centro,vulnerables,1.55301
Desaprueba,Centro Izquierda / Izquierda,claras,1.5478
Desaprueba,Centro Izquierda / Izquierda,lento,1.5478
Desaprueba,Centro Derecha / Derecha,pq,1.545
Desaprueba,Centro Izquierda / Izquierda,valdivia,1.54455
Desaprueba,Ninguno / Independiente,bajamos,1.54389
Desaprueba,Ninguno / Independiente,cumplio,1.54389
Desaprueba,Ninguno / Independiente,seria,1.54389
Desaprueba,Ninguno / Independiente,taza,1.54389
Desaprueba,Centro Izquierda / Izquierda,150,1.53578
Desaprueba,Centro Izquierda / Izquierda,doy,1.53578
Desaprueba,Centro Izquierda / Izquierda,meses,1.53578
Desaprueba,Centro Izquierda / Izquierda,situaciòn,1.53578
Desaprueba,Centro Izquierda / Izquierda,ùltimos,1.53578
Desaprueba,Centro Derecha / Derecha,ven,1.53544
Desaprueba,Ninguno / Independiente,aprovechamientos,1.53502
Desaprueba,Ninguno / Independiente,constitucional,1.53502
Desaprueba,Ninguno / Independiente,contradicciones,1.53502
Desaprueba,Ninguno / Independiente,dirigirse,1.53502
Desaprueba,Ninguno / Independiente,elbulling,1.53502
Desaprueba,Ninguno / Independiente,empezar,1.53502
Desaprueba,Ninguno / Independiente,incuso,1.53502
Desaprueba,Ninguno / Independiente,internos,1.53502
Desaprueba,Ninguno / Independiente,modificar,1.53502
Desaprueba,Ninguno / Independiente,servicio,1.53502
Desaprueba,Centro Izquierda / Izquierda,disminuyendo,1.53402
Desaprueba,Ninguno / Independiente,cesfam,1.5336
Desaprueba,Ninguno / Independiente,medica,1.5336
Desaprueba,Ninguno / Independiente,subsidios,1.5336
Desaprueba,Centro Izquierda / Izquierda,manejando,1.53001
Desaprueba,Ninguno / Independiente,bajando,1.52745
Desaprueba,Ninguno / Independiente,cifras,1.52745
Desaprueba,Ninguno / Independiente,suponia,1.52745
Desaprueba,Ninguno / Independiente,tiempos,1.52745
Desaprueba,Ninguno / Independiente,venian,1.52745
Desaprueba,Centro Derecha / Derecha,solucionar,1.52406
Desaprueba,Centro Izquierda / Izquierda,brecha,1.52049
Desaprueba,Centro Izquierda / Izquierda,subido,1.51992
Desaprueba,Ninguno / Independiente,200.000,1.5194
Desaprueba,Ninguno / Independiente,alimentos,1.5194
Desaprueba,Ninguno / Independiente,altas,1.5194
Desaprueba,Ninguno / Independiente,demasiadas,1.5194
Desaprueba,Ninguno / Independiente,demasiados,1.5194
Desaprueba,Ninguno / Independiente,nadien,1.5194
Desaprueba,Ninguno / Independiente,precios,1.5194
Desaprueba,Ninguno / Independiente,verdaderamente,1.5194
Desaprueba,Ninguno / Independiente,viven,1.5194
Desaprueba,Centro Izquierda / Izquierda,independiente,1.51816
Desaprueba,Centro Izquierda / Izquierda,cree,1.51708
Desaprueba,Centro,actuar,1.51442
Desaprueba,Centro,forma,1.51442
Desaprueba,Centro,improvisacion,1.51442
Desaprueba,Centro,salario,1.51442
Desaprueba,Centro Izquierda / Izquierda,incumplimiento,1.51313
Desaprueba,Centro Izquierda / Izquierda,concon,1.50978
Desaprueba,Centro Izquierda / Izquierda,despido,1.5097
Desaprueba,Ninguno / Independiente,adultos,1.5092
Desaprueba,Ninguno / Independiente,extrema,1.5092
Desaprueba,Ninguno / Independiente,horribles,1.5092
Desaprueba,Ninguno / Independiente,mayores,1.5092
Desaprueba,Ninguno / Independiente,pobreza,1.5092
Desaprueba,Ninguno / Independiente,preocupacion,1.5092
Desaprueba,Centro Izquierda / Izquierda,dueños,1.50898
Desaprueba,Centro Izquierda / Izquierda,mundo,1.50898
Desaprueba,Ninguno / Independiente,amentas,1.50802
Desaprueba,Ninguno / Independiente,escolares,1.50802
Desaprueba,Ninguno / Independiente,robos,1.50802
Desaprueba,Centro Izquierda / Izquierda,anuncio,1.50753
Desaprueba,Centro Izquierda / Izquierda,laborales,1.50744
Desaprueba,Ninguno / Independiente,abordado,1.50415
Desaprueba,Ninguno / Independiente,administratacion,1.50415
Desaprueba,Ninguno / Independiente,ala,1.50415
Desaprueba,Ninguno / Independiente,ancianos,1.50415
Desaprueba,Ninguno / Independiente,dabeneficio,1.50415
Desaprueba,Ninguno / Independiente,evidente,1.50415
Desaprueba,Ninguno / Independiente,expulsion,1.50415
Desaprueba,Ninguno / Independiente,falso,1.50415
Desaprueba,Ninguno / Independiente,hablaron,1.50415
Desaprueba,Ninguno / Independiente,infancia,1.50415
Desaprueba,Ninguno / Independiente,inmediata,1.50415
Desaprueba,Ninguno / Independiente,litio,1.50415
Desaprueba,Ninguno / Independiente,privadas,1.50415
Desaprueba,Ninguno / Independiente,quitando,1.50415
Desaprueba,Ninguno / Independiente,terminado,1.50415
Desaprueba,Ninguno / Independiente,venta,1.50415
Desaprueba,Centro Derecha / Derecha,considero,1.49894
Desaprueba,Centro Derecha / Derecha,jovenes,1.49888
Desaprueba,Centro Derecha / Derecha,tratando,1.49224
Desaprueba,Centro Derecha / Derecha,cumplidas,1.49022
Desaprueba,Centro Izquierda / Izquierda,favorece,1.48896
Desaprueba,Centro Izquierda / Izquierda,humanidad,1.48843
Desaprueba,Centro Izquierda / Izquierda,solucion,1.48797
Desaprueba,Centro Derecha / Derecha,discurso,1.48554
Desaprueba,Centro Izquierda / Izquierda,demaciado,1.48395
Desaprueba,Ninguno / Independiente,anexo,1.4839
Desaprueba,Ninguno / Independiente,condiciones,1.4839
Desaprueba,Ninguno / Independiente,contratan,1.4839
Desaprueba,Ninguno / Independiente,contrato,1.4839
Desaprueba,Ninguno / Independiente,mes,1.4839
Desaprueba,Ninguno / Independiente,rabia,1.4839
Desaprueba,Centro Derecha / Derecha,laboral,1.48077
Desaprueba,Centro Derecha / Derecha,vote,1.47681
Desaprueba,Ninguno / Independiente,contingencia,1.47537
Desaprueba,Ninguno / Independiente,importancia,1.47537
Desaprueba,Ninguno / Independiente,mencionaba,1.47537
Desaprueba,Centro Izquierda / Izquierda,logrado,1.47246
Desaprueba,Ninguno / Independiente,afo,1.46988
Desaprueba,Ninguno / Independiente,comprometyiop,1.46988
Desaprueba,Ninguno / Independiente,quer,1.46988
Desaprueba,Centro,desastroza,1.46845
Desaprueba,Centro,directores,1.46845
Desaprueba,Centro,formulado,1.46845
Desaprueba,Centro,iniciativas,1.46845
Desaprueba,Centro,nombrado,1.46845
Desaprueba,Centro,servicios,1.46845
Desaprueba,Ninguno / Independiente,anuncio,1.46464
Desaprueba,Ninguno / Independiente,conveniencia,1.46464
Desaprueba,Ninguno / Independiente,cumplimiento,1.46464
Desaprueba,Ninguno / Independiente,entrega,1.46464
Desaprueba,Ninguno / Independiente,hermano,1.46464
Desaprueba,Ninguno / Independiente,peru,1.46464
Desaprueba,Ninguno / Independiente,practica,1.46464
Desaprueba,Ninguno / Independiente,tecnicismo,1.46464
Desaprueba,Ninguno / Independiente,tiran,1.46464
Desaprueba,Ninguno / Independiente,cabify,1.4626
Desaprueba,Ninguno / Independiente,uber,1.4626
Desaprueba,Centro,apoyo,1.46208
Desaprueba,Centro,ido,1.46208
Desaprueba,Centro,pega,1.46208
Desaprueba,Ninguno / Independiente,iban,1.45899
Desaprueba,Centro Derecha / Derecha,incumplidas,1.45878
Desaprueba,Ninguno / Independiente,ambitos,1.45821
Desaprueba,Ninguno / Independiente,supone,1.45821
Desaprueba,Ninguno / Independiente,tirn,1.45821
Desaprueba,Ninguno / Independiente,tomadas,1.45821
Desaprueba,Centro Derecha / Derecha,dura,1.45165
Desaprueba,Centro Izquierda / Izquierda,centrado,1.4505
Desaprueba,Centro Izquierda / Izquierda,escucha,1.44954
Desaprueba,Centro Derecha / Derecha,favor,1.44272
Desaprueba,Ninguno / Independiente,corruptos,1.43935
Desaprueba,Ninguno / Independiente,esconder,1.43935
Desaprueba,Ninguno / Independiente,genera,1.43935
Desaprueba,Ninguno / Independiente,profesionales,1.43935
Desaprueba,Ninguno / Independiente,propone,1.43935
Desaprueba,Ninguno / Independiente,represion,1.43935
Desaprueba,Ninguno / Independiente,segmentada,1.43935
Desaprueba,Ninguno / Independiente,soluciones,1.43935
Desaprueba,Ninguno / Independiente,sur,1.43935
Desaprueba,Ninguno / Independiente,tapar,1.43935
Desaprueba,Ninguno / Independiente,acciones,1.43882
Desaprueba,Ninguno / Independiente,aporta,1.43882
Desaprueba,Ninguno / Independiente,calle,1.43882
Desaprueba,Ninguno / Independiente,cantidad,1.43882
Desaprueba,Ninguno / Independiente,comienzo,1.43882
Desaprueba,Ninguno / Independiente,concimiento,1.43882
Desaprueba,Ninguno / Independiente,conflicto,1.43882
Desaprueba,Ninguno / Independiente,considerable,1.43882
Desaprueba,Ninguno / Independiente,elevado,1.43882
Desaprueba,Ninguno / Independiente,enfrenta,1.43882
Desaprueba,Ninguno / Independiente,medioambiental,1.43882
Desaprueba,Ninguno / Independiente,menejando,1.43882
Desaprueba,Ninguno / Independiente,necesidades,1.43882
Desaprueba,Ninguno / Independiente,pàra,1.43882
Desaprueba,Ninguno / Independiente,popularmente,1.43882
Desaprueba,Ninguno / Independiente,presta,1.43882
Desaprueba,Ninguno / Independiente,programa,1.43882
Desaprueba,Ninguno / Independiente,publicas,1.43882
Desaprueba,Ninguno / Independiente,queesta,1.43882
Desaprueba,Ninguno / Independiente,seriamente,1.43882
Desaprueba,Ninguno / Independiente,sorprendente,1.43882
Desaprueba,Ninguno / Independiente,talla,1.43882
Desaprueba,Ninguno / Independiente,tinca,1.43882
Desaprueba,Ninguno / Independiente,tirado,1.43882
Desaprueba,Ninguno / Independiente,urgentes,1.43882
Desaprueba,Ninguno / Independiente,vendiendo,1.43882
Desaprueba,Centro,afp,1.43689
Desaprueba,Centro,asaltos,1.43689
Desaprueba,Centro,escuelas,1.43689
Desaprueba,Centro,manifiestan,1.43689
Desaprueba,Centro,noi,1.43689
Desaprueba,Centro,portonazos,1.43689
Desaprueba,Centro,robos,1.43689
Desaprueba,Centro,solucion,1.43689
Desaprueba,Centro,violencia,1.43689
Desaprueba,Centro Izquierda / Izquierda,chileno,1.43341
Desaprueba,Centro Derecha / Derecha,país,1.43332
Desaprueba,Centro Derecha / Derecha,problema,1.43171
Desaprueba,Centro Izquierda / Izquierda,demostrado,1.43003
Desaprueba,Ninguno / Independiente,inyeccion,1.42952
Desaprueba,Ninguno / Independiente,ponga,1.42952
Desaprueba,Ninguno / Independiente,presencia,1.42952
Desaprueba,Centro Derecha / Derecha,tomando,1.42545
Desaprueba,Centro Derecha / Derecha,cumplimiento,1.42461
Desaprueba,Centro Derecha / Derecha,chilenos,1.42304
Desaprueba,Ninguno / Independiente,decepciona,1.42209
Desaprueba,Ninguno / Independiente,progreso,1.42209
Desaprueba,Ninguno / Independiente,solución,1.42209
Desaprueba,Centro,caro,1.42
Desaprueba,Centro,cumplido,1.42
Desaprueba,Centro,malo,1.42
Desaprueba,Centro,sistema,1.42
Desaprueba,Centro,aparte,1.41812
Desaprueba,Centro,consumo,1.41812
Desaprueba,Centro,cumpla,1.41812
Desaprueba,Centro,gratuidad,1.41812
Desaprueba,Centro,involucrados,1.41812
Desaprueba,Centro,mediatico,1.41812
Desaprueba,Centro,miembros,1.41812
Desaprueba,Centro,mientra,1.41812
Desaprueba,Centro,pensamiento,1.41812
Desaprueba,Centro,prohibicion,1.41812
Desaprueba,Centro,tributaria,1.41812
Desaprueba,Ninguno / Independiente,gasta,1.41697
Desaprueba,Centro Izquierda / Izquierda,llama,1.41658
Desaprueba,Ninguno / Independiente,cerraron,1.41562
Desaprueba,Ninguno / Independiente,hiba,1.41562
Desaprueba,Ninguno / Independiente,postura,1.41562
Desaprueba,Ninguno / Independiente,simpatizado,1.41562
Desaprueba,Centro Derecha / Derecha,asunto,1.41417
Desaprueba,Ninguno / Independiente,ayudadando,1.4129
Desaprueba,Ninguno / Independiente,casta,1.4129
Desaprueba,Ninguno / Independiente,polìticos,1.4129
Desaprueba,Ninguno / Independiente,razones,1.4129
Desaprueba,Ninguno / Independiente,vista,1.4129
Desaprueba,Ninguno / Independiente,desigualdad,1.40832
Desaprueba,Ninguno / Independiente,efectividad,1.40832
Desaprueba,Ninguno / Independiente,peticiones,1.40832
Desaprueba,Ninguno / Independiente,relleno,1.40832
Desaprueba,Ninguno / Independiente,requerimientos,1.40832
Desaprueba,Ninguno / Independiente,respuesta,1.40832
Desaprueba,Ninguno / Independiente,salarial,1.40832
Desaprueba,Centro Derecha / Derecha,suben,1.40804
Desaprueba,Ninguno / Independiente,emperando,1.4058
Desaprueba,Ninguno / Independiente,errores,1.4058
Desaprueba,Ninguno / Independiente,gabinete,1.4058
Desaprueba,Ninguno / Independiente,materi,1.4058
Desaprueba,Ninguno / Independiente,profundos,1.4058
Desaprueba,Centro Derecha / Derecha,bachelet,1.4043
Desaprueba,Ninguno / Independiente,enfocarse,1.40166
Desaprueba,Ninguno / Independiente,fallado,1.40166
Desaprueba,Ninguno / Independiente,google,1.40166
Desaprueba,Ninguno / Independiente,par,1.40166
Desaprueba,Ninguno / Independiente,principales,1.40166
Desaprueba,Ninguno / Independiente,prioridades,1.40166
Desaprueba,Ninguno / Independiente,publica,1.40166
Desaprueba,Ninguno / Independiente,sondea,1.40166
Desaprueba,Ninguno / Independiente,votar,1.40166
Desaprueba,Ninguno / Independiente,familia,1.40101
Desaprueba,Ninguno / Independiente,fiscalizacion,1.40101
Desaprueba,Ninguno / Independiente,fizcalisacion,1.40101
Desaprueba,Ninguno / Independiente,hacerse,1.40101
Desaprueba,Ninguno / Independiente,necesarias,1.40101
Desaprueba,Ninguno / Independiente,obligaran,1.40101
Desaprueba,Ninguno / Independiente,pienso,1.40101
Desaprueba,Ninguno / Independiente,repite,1.40101
Desaprueba,Ninguno / Independiente,responsable,1.40101
Desaprueba,Ninguno / Independiente,sename,1.40101
Desaprueba,Ninguno / Independiente,toamndo,1.40101
Desaprueba,Centro Derecha / Derecha,ue,1.40027
Desaprueba,Centro,clara,1.3987
Desaprueba,Centro,respuesta,1.3987
Desaprueba,Ninguno / Independiente,demedro,1.39802
Desaprueba,Ninguno / Independiente,desampara,1.39802
Desaprueba,Ninguno / Independiente,prr,1.39802
Desaprueba,Ninguno / Independiente,puchuncabi,1.39802
Desaprueba,Ninguno / Independiente,vetana,1.39802
Desaprueba,Ninguno / Independiente,cartera,1.39766
Desaprueba,Ninguno / Independiente,pro,1.39766
Desaprueba,Ninguno / Independiente,accesible,1.39709
Desaprueba,Ninguno / Independiente,capiltalistas,1.39709
Desaprueba,Ninguno / Independiente,manejado,1.39709
Desaprueba,Centro Derecha / Derecha,ofrecio,1.39478
Desaprueba,Centro,necesitan,1.39319
Desaprueba,Centro,sename,1.39319
Desaprueba,Ninguno / Independiente,asiendo,1.39179
Desaprueba,Ninguno / Independiente,corremos,1.39179
Desaprueba,Ninguno / Independiente,desempeña,1.39179
Desaprueba,Ninguno / Independiente,entrando,1.39179
Desaprueba,Ninguno / Independiente,favoritismo,1.39179
Desaprueba,Ninguno / Independiente,idea,1.39179
Desaprueba,Ninguno / Independiente,necesitan,1.39179
Desaprueba,Ninguno / Independiente,riesgo,1.39179
Desaprueba,Ninguno / Independiente,sacado,1.39179
Desaprueba,Ninguno / Independiente,sectores,1.39179
Desaprueba,Ninguno / Independiente,super,1.39179
Desaprueba,Ninguno / Independiente,tiende,1.39179
Desaprueba,Ninguno / Independiente,universidades,1.39179
Desaprueba,Centro,compromisos,1.3916
Desaprueba,Centro,ejecutar,1.3916
Desaprueba,Centro Derecha / Derecha,asuntos,1.3887
Desaprueba,Centro Derecha / Derecha,líder,1.3887
Desaprueba,Centro Derecha / Derecha,alzas,1.38357
Desaprueba,Ninguno / Independiente,antecedentes,1.38107
Desaprueba,Ninguno / Independiente,dejar,1.38107
Desaprueba,Ninguno / Independiente,negando,1.38107
Desaprueba,Centro Derecha / Derecha,ambientales,1.38052
Desaprueba,Centro,2019,1.37773
Desaprueba,Centro,aumentarle,1.37773
Desaprueba,Centro,beneficio,1.37773
Desaprueba,Centro,deberia,1.37773
Desaprueba,Centro,estudiantes,1.37773
Desaprueba,Centro,impuesto,1.37773
Desaprueba,Centro,impuestos,1.37773
Desaprueba,Centro,informacion,1.37773
Desaprueba,Centro,minimiza,1.37773
Desaprueba,Centro,presupuesto,1.37773
Desaprueba,Centro,culpa,1.3774
Desaprueba,Centro,hechos,1.3774
Desaprueba,Centro,palabras,1.3774
Desaprueba,Ninguno / Independiente,ayudar,1.37702
Desaprueba,Ninguno / Independiente,luz,1.37702
Desaprueba,Ninguno / Independiente,masivos,1.37702
Desaprueba,Ninguno / Independiente,salio,1.37702
Desaprueba,Centro Izquierda / Izquierda,progreso,1.3752
Desaprueba,Centro,harian,1.37273
Desaprueba,Centro,pense,1.37273
Desaprueba,Centro Derecha / Derecha,casa,1.37146
Desaprueba,Centro Izquierda / Izquierda,jubilados,1.36388
Desaprueba,Centro Izquierda / Izquierda,nombre,1.36156
Desaprueba,Centro Izquierda / Izquierda,nombres,1.36156
Desaprueba,Centro Derecha / Derecha,mentiroso,1.35836
Desaprueba,Ninguno / Independiente,basa,1.35801
Desaprueba,Ninguno / Independiente,bienestar,1.35801
Desaprueba,Centro Derecha / Derecha,esperaba,1.35777
Desaprueba,Ninguno / Independiente,cariño,1.3561
Desaprueba,Ninguno / Independiente,gana,1.3561
Desaprueba,Centro Derecha / Derecha,gabinete,1.34908
Desaprueba,Centro,manejando,1.349
Desaprueba,Centro,99,1.34718
Desaprueba,Centro Izquierda / Izquierda,centro,1.34202
Desaprueba,Ninguno / Independiente,centraliza,1.3419
Desaprueba,Ninguno / Independiente,hartas,1.3419
Desaprueba,Ninguno / Independiente,lados,1.3419
Desaprueba,Ninguno / Independiente,ocurren,1.3419
Desaprueba,Ninguno / Independiente,aprovado,1.33883
Desaprueba,Ninguno / Independiente,civil,1.33883
Desaprueba,Ninguno / Independiente,cosa,1.33883
Desaprueba,Ninguno / Independiente,gstion,1.33883
Desaprueba,Ninguno / Independiente,union,1.33883
Desaprueba,Ninguno / Independiente,valorica,1.33883
Desaprueba,Ninguno / Independiente,arta,1.33726
Desaprueba,Ninguno / Independiente,comunal,1.33726
Desaprueba,Ninguno / Independiente,encuientro,1.33726
Desaprueba,Ninguno / Independiente,financiamiento,1.33726
Desaprueba,Ninguno / Independiente,hacienda,1.33726
Desaprueba,Ninguno / Independiente,hiso,1.33726
Desaprueba,Ninguno / Independiente,inversiones,1.33726
Desaprueba,Ninguno / Independiente,legislacion,1.33726
Desaprueba,Ninguno / Independiente,metas,1.33726
Desaprueba,Ninguno / Independiente,plan,1.33726
Desaprueba,Ninguno / Independiente,principio,1.33726
Desaprueba,Ninguno / Independiente,redes,1.33726
Desaprueba,Ninguno / Independiente,tampoc,1.33726
Desaprueba,Ninguno / Independiente,valores,1.33726
Desaprueba,Ninguno / Independiente,cumplie,1.33655
Desaprueba,Ninguno / Independiente,peometido,1.33655
Desaprueba,Ninguno / Independiente,aprueba,1.33525
Desaprueba,Centro,incomodida,1.33507
Desaprueba,Centro,sociedad,1.33507
Desaprueba,Centro,dinero,1.3348
Desaprueba,Ninguno / Independiente,angente,1.33427
Desaprueba,Ninguno / Independiente,cargos,1.33427
Desaprueba,Ninguno / Independiente,dituativo,1.33427
Desaprueba,Ninguno / Independiente,nombrar,1.33427
Desaprueba,Ninguno / Independiente,paralizados,1.33427
Desaprueba,Ninguno / Independiente,prolijidad,1.33427
Desaprueba,Ninguno / Independiente,quta,1.33427
Desaprueba,Ninguno / Independiente,region,1.33427
Desaprueba,Ninguno / Independiente,arregle,1.33397
Desaprueba,Ninguno / Independiente,asaltas,1.33397
Desaprueba,Ninguno / Independiente,asaltos,1.33397
Desaprueba,Ninguno / Independiente,cuidadania,1.33397
Desaprueba,Ninguno / Independiente,cuidadano,1.33397
Desaprueba,Ninguno / Independiente,gallina,1.33397
Desaprueba,Ninguno / Independiente,izquierda,1.33397
Desaprueba,Ninguno / Independiente,llevamos,1.33397
Desaprueba,Ninguno / Independiente,portonazos,1.33397
Desaprueba,Ninguno / Independiente,robas,1.33397
Desaprueba,Ninguno / Independiente,tranquila,1.33397
Desaprueba,Centro,auracania,1.33119
Desaprueba,Centro,empatia,1.33119
Desaprueba,Centro,mala,1.33119
Desaprueba,Centro,vandalismo,1.33119
Desaprueba,Ninguno / Independiente,aprovando,1.32979
Desaprueba,Ninguno / Independiente,acto,1.3277
Desaprueba,Ninguno / Independiente,conforme,1.3277
Desaprueba,Ninguno / Independiente,enrealidad,1.3277
Desaprueba,Ninguno / Independiente,claros,1.32709
Desaprueba,Ninguno / Independiente,limite,1.32709
Desaprueba,Centro Derecha / Derecha,posicion,1.32684
Desaprueba,Centro Derecha / Derecha,presiones,1.32684
Desaprueba,Centro Derecha / Derecha,programatica,1.32684
Desaprueba,Ninguno / Independiente,bolsas,1.32273
Desaprueba,Ninguno / Independiente,eliminaciòn,1.32273
Desaprueba,Ninguno / Independiente,empezamos,1.32273
Desaprueba,Ninguno / Independiente,gustaria,1.32273
Desaprueba,Ninguno / Independiente,harta,1.32273
Desaprueba,Ninguno / Independiente,obra,1.32273
Desaprueba,Ninguno / Independiente,opcion,1.32273
Desaprueba,Ninguno / Independiente,seguimos,1.32273
Desaprueba,Ninguno / Independiente,simpre,1.32273
Desaprueba,Ninguno / Independiente,vandalismo,1.32273
Desaprueba,Ninguno / Independiente,codigo,1.31959
Desaprueba,Ninguno / Independiente,especifico,1.31959
Desaprueba,Ninguno / Independiente,ingresen,1.31959
Desaprueba,Ninguno / Independiente,pasan,1.31959
Desaprueba,Ninguno / Independiente,profesion,1.31959
Desaprueba,Ninguno / Independiente,relidad,1.31959
Desaprueba,Ninguno / Independiente,sanitario,1.31959
Desaprueba,Ninguno / Independiente,tent,1.31959
Desaprueba,Centro,cosas,1.31789
Desaprueba,Centro,dejo,1.31789
Desaprueba,Centro,desaga,1.31789
Desaprueba,Centro,suserora,1.31789
Desaprueba,Ninguno / Independiente,competir,1.3135
Desaprueba,Ninguno / Independiente,dificil,1.3135
Desaprueba,Ninguno / Independiente,enfasis,1.3135
Desaprueba,Ninguno / Independiente,epagar,1.3135
Desaprueba,Ninguno / Independiente,interesado,1.3135
Desaprueba,Ninguno / Independiente,pongan,1.3135
Desaprueba,Ninguno / Independiente,pymes,1.3135
Desaprueba,Ninguno / Independiente,qu,1.3135
Desaprueba,Centro,abajo,1.31207
Desaprueba,Centro,alas,1.31207
Desaprueba,Centro,cortando,1.31207
Desaprueba,Ninguno / Independiente,asaltados,1.31149
Desaprueba,Ninguno / Independiente,casas,1.31149
Desaprueba,Ninguno / Independiente,circo,1.31149
Desaprueba,Ninguno / Independiente,crisis,1.31149
Desaprueba,Ninguno / Independiente,diferencias,1.31149
Desaprueba,Ninguno / Independiente,equivocacion,1.31149
Desaprueba,Ninguno / Independiente,familiares,1.31149
Desaprueba,Ninguno / Independiente,incluyendo,1.31149
Desaprueba,Ninguno / Independiente,nefasta,1.31149
Desaprueba,Ninguno / Independiente,pan,1.31149
Desaprueba,Ninguno / Independiente,pèsimo,1.31149
Desaprueba,Ninguno / Independiente,reaccion,1.31149
Desaprueba,Ninguno / Independiente,romano,1.31149
Desaprueba,Ninguno / Independiente,sabido,1.31149
Desaprueba,Ninguno / Independiente,sacandole,1.31149
Desaprueba,Ninguno / Independiente,sobredemanda,1.31149
Desaprueba,Ninguno / Independiente,tratado,1.31149
Desaprueba,Ninguno / Independiente,vecinos,1.31149
Desaprueba,Ninguno / Independiente,vino,1.31149
Desaprueba,Centro Izquierda / Izquierda,reduccion,1.30712
Desaprueba,Ninguno / Independiente,allegados,1.3064
Desaprueba,Ninguno / Independiente,asegura,1.3064
Desaprueba,Ninguno / Independiente,atenciòn,1.3064
Desaprueba,Ninguno / Independiente,bajar,1.3064
Desaprueba,Ninguno / Independiente,bota,1.3064
Desaprueba,Ninguno / Independiente,caras,1.3064
Desaprueba,Ninguno / Independiente,caros,1.3064
Desaprueba,Ninguno / Independiente,chico,1.3064
Desaprueba,Ninguno / Independiente,comer,1.3064
Desaprueba,Ninguno / Independiente,cuestan,1.3064
