aprobacion_presidencial,edad,word,n
Aprueba,55 o+,minera,1.63531
Aprueba,55 o+,vivimos,1.63531
Aprueba,55 o+,justo,1.62905
Aprueba,18-34,quintero,1.62892
Aprueba,55 o+,interes,1.62678
Aprueba,18-34,adultos,1.62538
Aprueba,18-34,sacado,1.62517
Aprueba,55 o+,mano,1.62305
Aprueba,18-34,esfuerzo,1.61987
Aprueba,35-54,impulsando,1.61945
Aprueba,35-54,jubilacion,1.61846
Aprueba,55 o+,agricultores,1.61573
Aprueba,55 o+,minimo,1.61573
Aprueba,55 o+,trabajor,1.61573
Aprueba,35-54,ambito,1.61544
Aprueba,35-54,ambiental,1.61199
Aprueba,35-54,cansados,1.61199
Aprueba,35-54,control,1.61199
Aprueba,35-54,harto,1.61199
Aprueba,35-54,policial,1.61199
Aprueba,18-34,informacion,1.61176
Aprueba,55 o+,juventud,1.60474
Aprueba,55 o+,mejoras,1.6046
Aprueba,18-34,ampliado,1.6032
Aprueba,18-34,contado,1.6032
Aprueba,18-34,informada,1.6032
Aprueba,18-34,subsidios,1.6032
Aprueba,35-54,mantenido,1.5994
Aprueba,18-34,manejado,1.5931
Aprueba,35-54,correcto,1.59069
Aprueba,18-34,reduccion,1.58929
Aprueba,18-34,publico,1.58902
Aprueba,55 o+,realiza,1.58853
Aprueba,18-34,encuentra,1.58849
Aprueba,18-34,partidario,1.58849
Aprueba,18-34,quieren,1.58849
Aprueba,18-34,actual,1.5833
Aprueba,18-34,anteriormente,1.5833
Aprueba,18-34,conversaciòn,1.58305
Aprueba,18-34,dispuesto,1.58305
Aprueba,18-34,extremista,1.58305
Aprueba,18-34,post,1.58305
Aprueba,18-34,pùblicas,1.58305
Aprueba,55 o+,corto,1.57988
Aprueba,55 o+,jovenes,1.5786
Aprueba,18-34,genero,1.5691
Aprueba,18-34,izquierda,1.5691
Aprueba,35-54,gastos,1.56701
Aprueba,18-34,funcionando,1.56592
Aprueba,18-34,pedazos,1.56592
Aprueba,18-34,pendiente,1.56592
Aprueba,18-34,puente,1.56592
Aprueba,18-34,quedo,1.56592
Aprueba,18-34,querian,1.56592
Aprueba,18-34,region,1.56592
Aprueba,18-34,rios,1.56592
Aprueba,18-34,salir,1.56592
Aprueba,18-34,tipico,1.56592
Aprueba,18-34,tratado,1.56592
Aprueba,35-54,mantiene,1.56299
Aprueba,18-34,planes,1.55859
Aprueba,18-34,apruebo,1.55844
Aprueba,18-34,subiendo,1.55546
Aprueba,55 o+,aquejan,1.55301
Aprueba,55 o+,ciudadano,1.55301
Aprueba,55 o+,comfiable,1.55301
Aprueba,55 o+,comun,1.55301
Aprueba,55 o+,curso,1.55301
Aprueba,35-54,autoridad,1.55254
Aprueba,18-34,promulgacion,1.54793
Aprueba,18-34,programa,1.5478
Aprueba,35-54,maneja,1.54624
Aprueba,55 o+,esperanzados,1.54542
Aprueba,35-54,realizando,1.54483
Aprueba,35-54,resolver,1.54431
Aprueba,55 o+,ahy,1.54389
Aprueba,18-34,dura,1.5407
Aprueba,18-34,mano,1.5407
Aprueba,35-54,gratuidad,1.54049
Aprueba,35-54,subiendo,1.53663
Aprueba,18-34,minimo,1.53633
Aprueba,55 o+,llevan,1.53516
Aprueba,55 o+,respetarlos,1.53516
Aprueba,55 o+,conocimientos,1.53502
Aprueba,55 o+,manejar,1.53502
Aprueba,55 o+,palabras,1.53502
Aprueba,55 o+,pr3ocupacion,1.53502
Aprueba,55 o+,puras,1.53502
Aprueba,55 o+,rapido,1.53502
Aprueba,55 o+,relativamente,1.53502
Aprueba,55 o+,saca,1.5336
Aprueba,35-54,mejorando,1.5331
Aprueba,18-34,ahhhh,1.52745
Aprueba,18-34,especial,1.52745
Aprueba,18-34,hummm,1.52745
Aprueba,18-34,tranquilo,1.52745
Aprueba,35-54,activo,1.5267
Aprueba,35-54,regularizar,1.52481
Aprueba,18-34,ingreso,1.52429
Aprueba,55 o+,faltaria,1.5194
Aprueba,55 o+,gobernaría,1.5194
Aprueba,55 o+,imposiciñon,1.5194
Aprueba,55 o+,sencillo,1.5194
Aprueba,35-54,ahy,1.51564
Aprueba,18-34,acercando,1.5074
Aprueba,18-34,acuerdop,1.5074
Aprueba,18-34,apertura,1.5074
Aprueba,18-34,co9n,1.5074
Aprueba,18-34,credito,1.5074
Aprueba,18-34,pro,1.5074
Aprueba,18-34,pueblos,1.5074
Aprueba,18-34,referente,1.5074
Aprueba,18-34,sde,1.5074
Aprueba,18-34,pol,1.50415
Aprueba,35-54,pese,1.49293
Aprueba,18-34,fondos,1.491
Aprueba,35-54,iguales,1.491
Aprueba,55 o+,ofendiendo,1.49072
Aprueba,35-54,pobres,1.48816
Aprueba,35-54,caracter,1.48704
Aprueba,35-54,ningun,1.48658
Aprueba,35-54,mayores,1.48573
Aprueba,55 o+,coherente,1.4839
Aprueba,55 o+,hospital,1.4839
Aprueba,55 o+,instalando,1.4839
Aprueba,55 o+,llego,1.4839
Aprueba,55 o+,opino,1.4839
Aprueba,55 o+,quintero,1.4839
Aprueba,55 o+,ventiladores,1.4839
Aprueba,18-34,soluciones,1.48224
Aprueba,35-54,espera,1.47952
Aprueba,35-54,paso,1.47778
Aprueba,35-54,respeto,1.4768
Aprueba,35-54,notado,1.4755
Aprueba,18-34,aportado,1.47537
Aprueba,18-34,inteligente,1.47537
Aprueba,18-34,obviamente,1.47521
Aprueba,35-54,cara,1.4737
Aprueba,35-54,generacion,1.46988
Aprueba,35-54,entregaron,1.46914
Aprueba,35-54,excelente,1.46747
Aprueba,35-54,transparencia,1.46741
Aprueba,35-54,drastica,1.46464
Aprueba,35-54,instituciones,1.46464
Aprueba,35-54,respaldo,1.46464
Aprueba,18-34,equipo,1.46385
Aprueba,18-34,explicar,1.46385
Aprueba,18-34,caracter,1.46302
Aprueba,35-54,cristianos,1.46121
Aprueba,35-54,sale,1.46105
Aprueba,18-34,notar,1.45942
Aprueba,35-54,empuje,1.45899
Aprueba,35-54,mujeres,1.45899
Aprueba,35-54,talleres,1.45899
Aprueba,35-54,puestos,1.45744
Aprueba,35-54,presupuesto,1.45698
Aprueba,35-54,mala,1.45648
Aprueba,18-34,controles,1.4555
Aprueba,35-54,hartos,1.45341
Aprueba,35-54,tomar,1.45194
Aprueba,35-54,coas,1.44454
Aprueba,35-54,reactivado,1.44324
Aprueba,18-34,aumentando,1.43935
Aprueba,18-34,alumnos,1.43882
Aprueba,18-34,docente,1.43882
Aprueba,18-34,gane,1.43882
Aprueba,18-34,inclucion,1.43882
Aprueba,18-34,motivos,1.43882
Aprueba,18-34,prefiero,1.43882
Aprueba,18-34,socilaes,1.43882
Aprueba,35-54,coherencia,1.43877
Aprueba,18-34,encontró,1.43803
Aprueba,35-54,constante,1.43326
Aprueba,35-54,diferencia,1.43326
Aprueba,35-54,ultimos,1.43326
Aprueba,35-54,propone,1.42835
Aprueba,18-34,està,1.4271
Aprueba,18-34,leido,1.4271
Aprueba,18-34,segùn,1.4271
Aprueba,18-34,tele,1.4271
Aprueba,18-34,inversiones,1.42548
Aprueba,35-54,demostrando,1.42209
Aprueba,35-54,documentos,1.42209
Aprueba,35-54,ejecutando,1.42209
Aprueba,35-54,esperemos,1.42209
Aprueba,35-54,inconclusa,1.42209
Aprueba,35-54,molesta,1.42209
Aprueba,35-54,pase,1.42209
Aprueba,35-54,quede,1.42209
Aprueba,35-54,genera,1.42112
Aprueba,55 o+,haciendolo,1.42021
Aprueba,55 o+,variado,1.42021
Aprueba,18-34,entrevista,1.41812
Aprueba,18-34,loco,1.41812
Aprueba,18-34,ministro,1.41812
Aprueba,18-34,tipo,1.41812
Aprueba,18-34,verlo,1.41812
Aprueba,35-54,busca,1.41417
Aprueba,35-54,subsidios,1.41346
Aprueba,35-54,fuente,1.4118
Aprueba,35-54,pq,1.40707
Aprueba,35-54,opciones,1.40516
Aprueba,35-54,ordenamiento,1.40189
Aprueba,18-34,devuelvan,1.40166
Aprueba,18-34,legalice,1.40166
Aprueba,18-34,papeles,1.40166
Aprueba,18-34,sacar,1.40166
Aprueba,18-34,visas,1.40166
Aprueba,35-54,ciudadanos,1.40101
Aprueba,35-54,consultorio,1.40101
Aprueba,35-54,demas,1.40101
Aprueba,35-54,pensamientos,1.40101
Aprueba,35-54,apruebo,1.39995
Aprueba,35-54,requiere,1.39966
Aprueba,55 o+,arreglado,1.3987
Aprueba,55 o+,quierre,1.3987
Aprueba,35-54,creando,1.39802
Aprueba,35-54,mapuche,1.39802
Aprueba,35-54,pueblo,1.39802
Aprueba,18-34,rapidez,1.39766
Aprueba,35-54,màs,1.39725
Aprueba,35-54,administre,1.39179
Aprueba,35-54,candidatos,1.39179
Aprueba,35-54,estariamos,1.39179
Aprueba,35-54,negocios,1.39179
Aprueba,35-54,ingresos,1.39132
Aprueba,35-54,buscando,1.38875
Aprueba,35-54,enfocado,1.3887
Aprueba,35-54,becas,1.38625
Aprueba,35-54,trabajador,1.37595
Aprueba,35-54,necesita,1.37259
Aprueba,18-34,desarrollo,1.37123
Aprueba,35-54,alumnos,1.37098
Aprueba,35-54,condicionales,1.37098
Aprueba,35-54,gustando,1.37098
Aprueba,35-54,hbian,1.37098
Aprueba,35-54,percepcion,1.37098
Aprueba,35-54,quedar,1.37098
Aprueba,35-54,tencgo,1.37098
Aprueba,35-54,ideologias,1.37017
Aprueba,35-54,familias,1.36817
Aprueba,35-54,fortaleciendo,1.36817
Aprueba,35-54,rural,1.36817
Aprueba,35-54,turistico,1.36817
Aprueba,35-54,urbano,1.36817
Aprueba,35-54,aguas,1.36769
Aprueba,35-54,regale,1.36769
Aprueba,35-54,tierras,1.36769
Aprueba,35-54,abordado,1.36658
Aprueba,35-54,izquierdista,1.36278
Aprueba,35-54,honesto,1.36175
Aprueba,18-34,preocupado,1.3561
Aprueba,35-54,informa,1.35093
Aprueba,35-54,seriedad,1.35063
Aprueba,35-54,programa,1.34721
Aprueba,55 o+,esprisito,1.34527
Aprueba,35-54,ala,1.33726
Aprueba,35-54,documento,1.33726
Aprueba,35-54,estatus,1.33726
Aprueba,35-54,facilidad,1.33726
Aprueba,35-54,surgir,1.33726
Aprueba,35-54,ultimas,1.33726
Aprueba,35-54,momentos,1.33581
Aprueba,18-34,desconformidad,1.3348
Aprueba,18-34,tewngo,1.3348
Aprueba,35-54,llavando,1.33397
Aprueba,35-54,rie,1.33397
Aprueba,35-54,futuro,1.33009
Aprueba,35-54,falta,1.32728
Aprueba,35-54,directo,1.32632
Aprueba,35-54,minimo,1.32273
Aprueba,35-54,preocuopa,1.32273
Aprueba,35-54,estudios,1.32188
Aprueba,35-54,mentalidad,1.3214
Aprueba,35-54,puedan,1.3206
Aprueba,55 o+,baja,1.3206
Aprueba,55 o+,inflacion,1.3206
Aprueba,55 o+,marchando,1.3206
Aprueba,55 o+,anbiente,1.31789
Aprueba,55 o+,prente,1.31789
Aprueba,55 o+,tods,1.31789
Aprueba,35-54,camara,1.31574
Aprueba,35-54,diputados,1.31574
Aprueba,35-54,haria,1.31574
Aprueba,35-54,homosexuales,1.31574
Aprueba,35-54,normas,1.31574
Aprueba,35-54,normativa,1.31574
Aprueba,35-54,ponerle,1.31574
Aprueba,35-54,qie,1.31574
Aprueba,35-54,sinete,1.31574
Aprueba,35-54,toman,1.31574
Aprueba,18-34,alargo,1.3135
Aprueba,18-34,decirte,1.3135
Aprueba,18-34,encuentor,1.3135
Aprueba,18-34,ende,1.3135
Aprueba,18-34,engaños,1.3135
Aprueba,18-34,estadando,1.3135
Aprueba,18-34,estudios,1.3135
Aprueba,18-34,favorecido,1.3135
Aprueba,18-34,gratis,1.3135
Aprueba,18-34,imponiendio,1.3135
Aprueba,18-34,jefe,1.3135
Aprueba,18-34,jubilacion,1.3135
Aprueba,18-34,mantendio,1.3135
Aprueba,18-34,mostrado,1.3135
Aprueba,18-34,ostrado,1.3135
Aprueba,35-54,arregando,1.3135
Aprueba,35-54,acabando,1.31149
Aprueba,35-54,relaciones,1.31035
Aprueba,35-54,cursos,1.30826
Aprueba,35-54,eligio,1.30826
Aprueba,35-54,po,1.30765
Aprueba,18-34,agrada,1.30654
Aprueba,18-34,aumentado,1.30654
Aprueba,18-34,bajara,1.30654
Aprueba,18-34,conosco,1.30654
Aprueba,18-34,gubernamentales,1.30654
Aprueba,18-34,marido,1.30654
Aprueba,35-54,tarcera,1.30392
Aprueba,35-54,dirige,1.30246
Aprueba,55 o+,renovado,1.30049
Aprueba,18-34,organizado,1.29927
Aprueba,35-54,conoce,1.299
Aprueba,35-54,decadencia,1.299
Aprueba,35-54,eseta,1.299
Aprueba,35-54,experto,1.299
Aprueba,18-34,apruebao,1.29685
Aprueba,18-34,basa,1.29685
Aprueba,18-34,becas,1.29685
Aprueba,18-34,diò,1.29685
Aprueba,18-34,entregar,1.29685
Aprueba,18-34,fàcil,1.29685
Aprueba,18-34,filtyro,1.29685
Aprueba,18-34,necesitada,1.29685
Aprueba,18-34,pequeñas,1.29685
Aprueba,55 o+,conocimiento,1.26759
Aprueba,55 o+,imagino,1.26759
Aprueba,35-54,malas,1.25797
Aprueba,18-34,desaprobación,1.2567
Aprueba,18-34,enfocando,1.2567
Aprueba,18-34,futuro,1.2567
Aprueba,18-34,implicando,1.2567
Aprueba,18-34,inclusion,1.2567
Aprueba,18-34,informado,1.2567
Aprueba,18-34,marcados,1.2567
Aprueba,18-34,noticias,1.2567
Aprueba,35-54,cometio,1.2567
Aprueba,35-54,diversidad,1.2521
Aprueba,18-34,als,1.2496
Aprueba,18-34,genral,1.2496
Aprueba,18-34,ne,1.2496
Aprueba,18-34,spor,1.2496
Aprueba,18-34,subirle,1.2496
Aprueba,35-54,sociocultural,1.24628
Aprueba,35-54,posicion,1.24494
Aprueba,18-34,ciudade,1.2425
Aprueba,18-34,mineras,1.2425
Aprueba,18-34,sacara,1.2425
Aprueba,35-54,especifica,1.2425
Aprueba,35-54,presisa,1.2425
Aprueba,35-54,prodria,1.2425
Aprueba,35-54,regiones,1.2425
Aprueba,35-54,independiente,1.23924
Aprueba,18-34,embarrada,1.2354
Aprueba,18-34,grande,1.2354
Aprueba,18-34,mandado,1.2354
Aprueba,18-34,documentacion,1.2212
Aprueba,18-34,exigir,1.2212
Aprueba,18-34,interesado,1.2212
Aprueba,18-34,pregunta,1.2212
Aprueba,18-34,radical,1.2212
Aprueba,18-34,regularizar,1.2212
Aprueba,18-34,respuesta,1.2212
Aprueba,35-54,clasificar,1.2212
Aprueba,35-54,corresponde,1.2212
Aprueba,35-54,lleve,1.2212
Aprueba,35-54,medidad,1.2212
Aprueba,35-54,moemnto,1.2212
Aprueba,35-54,tendria,1.2212
Aprueba,35-54,junta,1.22052
Aprueba,35-54,llama,1.22052
Aprueba,35-54,llamaban,1.22052
Aprueba,35-54,llaman,1.22052
Aprueba,35-54,llamar,1.22052
Aprueba,35-54,poblaciones,1.22052
Aprueba,35-54,tiro,1.22052
Aprueba,35-54,tramitaban,1.22052
Aprueba,35-54,vecinos,1.22052
Aprueba,55 o+,beneficiosas,1.21648
Aprueba,55 o+,lenta,1.21648
Aprueba,55 o+,reactivacion,1.21648
Aprueba,35-54,cauerdo,1.21432
Aprueba,18-34,burocratico,1.2141
Aprueba,18-34,flote,1.2141
Aprueba,18-34,haga,1.2141
Aprueba,18-34,indiferente,1.2141
Aprueba,18-34,llegando,1.2141
Aprueba,18-34,pracmatico,1.2141
Aprueba,18-34,resoluciones,1.2141
Aprueba,18-34,saliendo,1.2141
Aprueba,35-54,gratuita,1.1999
Aprueba,35-54,cimientos,1.19675
Aprueba,35-54,creció,1.19675
Aprueba,35-54,industriales,1.19675
Aprueba,35-54,influirá,1.19675
Aprueba,35-54,levantaron,1.19675
Aprueba,35-54,salió,1.19675
Aprueba,35-54,subió,1.19675
Aprueba,18-34,aghradan,1.19528
Aprueba,18-34,amedia,1.19528
Aprueba,18-34,areglada,1.19528
Aprueba,18-34,decirme,1.19528
Aprueba,18-34,esdas,1.19528
Aprueba,18-34,mcujhhio,1.19528
Aprueba,18-34,olvida,1.19528
Aprueba,18-34,parientes,1.19528
Aprueba,18-34,patas,1.19528
Aprueba,18-34,rtpricado,1.19528
Aprueba,18-34,secot,1.19528
Aprueba,18-34,tosos,1.19528
Aprueba,55 o+,extremista,1.18892
Aprueba,55 o+,termino,1.18892
Aprueba,35-54,imaginese,1.18826
Aprueba,35-54,logro,1.18826
Aprueba,35-54,recibio,1.18826
Aprueba,35-54,terremoto,1.18826
Aprueba,35-54,bandalismo,1.1786
Aprueba,35-54,biuenos,1.1786
Aprueba,35-54,porquer,1.1786
Aprueba,35-54,estancada,1.17434
Aprueba,35-54,falata,1.17434
Aprueba,35-54,operante,1.17434
Aprueba,35-54,pasan,1.17434
Aprueba,35-54,sensacion,1.17434
Aprueba,35-54,vio,1.17434
Aprueba,55 o+,capacitada,1.16576
Aprueba,55 o+,compromiso,1.16576
Aprueba,35-54,facilita,1.1644
Aprueba,35-54,quita,1.1644
Aprueba,35-54,sabria,1.1644
Aprueba,35-54,satisfactorio,1.1644
Aprueba,55 o+,candidatos,1.1644
Aprueba,55 o+,gustaban,1.1644
Aprueba,55 o+,iniciativas,1.1585
Aprueba,55 o+,ordenarla,1.1585
Aprueba,18-34,calles,1.1575
Aprueba,18-34,cree,1.1575
Aprueba,18-34,dios,1.1575
Aprueba,18-34,esperanza,1.1575
Aprueba,18-34,pa,1.1575
Aprueba,18-34,pùblica,1.1575
Aprueba,18-34,siempr,1.1575
Aprueba,18-34,tire,1.1575
Aprueba,18-34,vial,1.1575
Aprueba,35-54,quiero,1.1573
Aprueba,35-54,actuar,1.15481
Aprueba,55 o+,campo,1.14787
Aprueba,55 o+,mejore,1.14787
Aprueba,18-34,activacion,1.1431
Aprueba,18-34,ordenar,1.1431
Aprueba,18-34,partes,1.1431
Aprueba,18-34,pasa,1.1431
Aprueba,18-34,pórque,1.1431
Aprueba,35-54,candidatura,1.1431
Aprueba,35-54,generado,1.1431
Aprueba,35-54,inplementando,1.1431
Aprueba,35-54,inplementandoy,1.1431
Aprueba,18-34,coincidencia,1.14092
Aprueba,18-34,población,1.14092
Aprueba,18-34,proyeccion,1.14092
Aprueba,35-54,empezado,1.14049
Aprueba,35-54,violencia,1.14049
Aprueba,18-34,conocimiento,1.13715
Aprueba,18-34,necesitaba,1.13715
Aprueba,18-34,negativamente,1.13715
Aprueba,18-34,pasitiva,1.13715
Aprueba,55 o+,acepten,1.136
Aprueba,55 o+,costando,1.136
Aprueba,55 o+,integrar,1.136
Aprueba,55 o+,mirado,1.136
Aprueba,55 o+,normal,1.136
Aprueba,55 o+,poblemas,1.136
Aprueba,55 o+,punto,1.136
Aprueba,55 o+,quieren,1.136
Aprueba,55 o+,unificar,1.136
Aprueba,55 o+,vista,1.136
Aprueba,35-54,pareta,1.1289
Aprueba,35-54,participa,1.1289
Aprueba,18-34,enfoque,1.12412
Aprueba,55 o+,cumple,1.1218
Aprueba,55 o+,corregir,1.12035
Aprueba,55 o+,endurecer,1.12035
Aprueba,55 o+,falta,1.12035
Aprueba,55 o+,justicia,1.12035
Aprueba,55 o+,penas,1.12035
Aprueba,35-54,preparacion,1.11492
Aprueba,18-34,eleccion,1.11081
Aprueba,55 o+,cunple,1.10578
Aprueba,55 o+,cuota,1.10578
Aprueba,55 o+,horizantal,1.10578
Aprueba,55 o+,mantenido,1.10578
Aprueba,35-54,aquedar,1.10507
Aprueba,35-54,elegir,1.10507
Aprueba,35-54,organizar,1.10507
Aprueba,35-54,salir,1.10507
Aprueba,55 o+,abran,1.10078
Aprueba,55 o+,carpetas,1.10078
Aprueba,55 o+,fuerza,1.10078
Aprueba,55 o+,habran,1.10078
Aprueba,55 o+,pidiendo,1.10078
Aprueba,35-54,mezura,1.1005
Aprueba,18-34,afuera,1.09944
Aprueba,18-34,creciendo,1.09944
Aprueba,18-34,cuentas,1.09944
Aprueba,35-54,abrio,1.0934
Aprueba,35-54,crecio,1.0934
Aprueba,18-34,beneficio,1.09133
Aprueba,35-54,depender,1.08653
Aprueba,35-54,minuto,1.08653
Aprueba,35-54,ñuble,1.08653
Aprueba,55 o+,cargos,1.0863
Aprueba,55 o+,confrontacionales,1.0863
Aprueba,55 o+,diversos,1.0863
Aprueba,55 o+,enfermedad,1.0863
Aprueba,55 o+,esperar,1.0863
Aprueba,55 o+,inentendible,1.0863
Aprueba,55 o+,instruidas,1.0863
Aprueba,55 o+,jubilada,1.0863
Aprueba,55 o+,mantener,1.0863
Aprueba,55 o+,ocupado,1.0863
Aprueba,55 o+,pasa,1.0863
Aprueba,55 o+,paz,1.0863
Aprueba,55 o+,preparada,1.0863
Aprueba,55 o+,preparadas,1.0863
Aprueba,55 o+,preparado,1.0863
Aprueba,55 o+,privadas,1.0863
Aprueba,55 o+,publicas,1.0863
Aprueba,55 o+,reparticiones,1.0863
Aprueba,55 o+,rodea,1.0863
Aprueba,55 o+,tratan,1.0863
Aprueba,55 o+,ultimos,1.0863
Aprueba,55 o+,vergonzoso,1.0863
Aprueba,55 o+,poquito,1.0818
Aprueba,35-54,abre,1.0792
Aprueba,35-54,abren,1.0792
Aprueba,35-54,aprobacion,1.0792
Aprueba,35-54,bancos,1.0792
Aprueba,35-54,complejas,1.0792
Aprueba,35-54,limite,1.0792
Aprueba,35-54,piñer,1.0792
Aprueba,35-54,podia,1.0792
Aprueba,35-54,puertas,1.0792
Aprueba,55 o+,haigan,1.07854
Aprueba,55 o+,logre,1.07854
Aprueba,55 o+,odio,1.07854
Aprueba,55 o+,avance,1.0721
Aprueba,55 o+,cumpla,1.0721
Aprueba,55 o+,disminuir,1.0721
Aprueba,55 o+,pensando,1.0721
Aprueba,18-34,fabrica,1.07093
Aprueba,18-34,intenciones,1.07093
Aprueba,18-34,proyecciones,1.07093
Aprueba,18-34,ud,1.07093
Aprueba,55 o+,alejado,1.06851
Aprueba,55 o+,beneficio,1.06851
Aprueba,55 o+,borra,1.06851
Aprueba,55 o+,candidato,1.06851
Aprueba,55 o+,ciudadanos,1.06851
Aprueba,55 o+,compartir,1.06851
Aprueba,55 o+,componiendo,1.06851
Aprueba,55 o+,cuestion,1.06851
Aprueba,55 o+,desventaja,1.06851
Aprueba,55 o+,eficiente,1.06851
Aprueba,55 o+,ejecucion,1.06851
Aprueba,55 o+,estudiantes,1.06851
Aprueba,55 o+,fallando,1.06851
Aprueba,55 o+,resto,1.06851
Aprueba,55 o+,sociedad,1.06851
Aprueba,35-54,optimismo,1.065
Aprueba,35-54,toma,1.065
Aprueba,55 o+,espiritu,1.065
Aprueba,55 o+,meses,1.065
Aprueba,55 o+,producto,1.065
Aprueba,55 o+,superacion,1.065
Aprueba,55 o+,todabia,1.065
Aprueba,35-54,calidad,1.0604
Aprueba,35-54,camino,1.0604
Aprueba,55 o+,bastate,1.05773
Aprueba,55 o+,experincia,1.05773
Aprueba,55 o+,hubio,1.05773
Aprueba,18-34,cumple,1.05479
Aprueba,18-34,esperar,1.05479
Aprueba,18-34,estancados,1.05048
Aprueba,55 o+,anteriior,1.05039
Aprueba,55 o+,contraria,1.05039
Aprueba,55 o+,mme,1.05039
Aprueba,55 o+,ocurre,1.05039
Aprueba,55 o+,intencionada,1.04879
Aprueba,55 o+,abuso,1.04535
Aprueba,55 o+,cinsero,1.04535
Aprueba,55 o+,lincuencia,1.04535
Aprueba,55 o+,llevando,1.04535
Aprueba,55 o+,megusta,1.04535
Aprueba,55 o+,menores,1.04535
Aprueba,55 o+,continuador,1.0437
Aprueba,55 o+,crecer,1.0437
Aprueba,55 o+,denuevo,1.0437
Aprueba,55 o+,percepcion,1.0437
Aprueba,35-54,querer,1.04131
Aprueba,35-54,quiebra,1.04131
Aprueba,35-54,sostenedor,1.04131
Aprueba,55 o+,aprobadas,1.03681
Aprueba,55 o+,firmadas,1.03681
Aprueba,55 o+,hacerr,1.03681
Aprueba,55 o+,preocupada,1.03681
Aprueba,35-54,contrario,1.0366
Aprueba,35-54,deja,1.0366
Aprueba,35-54,plan,1.0366
Aprueba,35-54,pòlitico,1.0366
Aprueba,35-54,segundacomo,1.0366
Aprueba,55 o+,verda,1.0366
Aprueba,18-34,agencia,1.03604
Aprueba,18-34,fundamentamente,1.03604
Aprueba,18-34,tomados,1.03604
Aprueba,18-34,aestoy,1.03602
Aprueba,18-34,apollado,1.03602
Aprueba,18-34,aprovando,1.03602
Aprueba,18-34,canbio,1.03602
Aprueba,18-34,canbios,1.03602
Aprueba,18-34,capitalismo,1.03602
Aprueba,18-34,centre,1.03602
Aprueba,18-34,comercio,1.03602
Aprueba,18-34,gustando,1.03602
Aprueba,18-34,ido,1.03602
Aprueba,18-34,propuso,1.03602
Aprueba,18-34,ubo,1.03602
Aprueba,35-54,levanto,1.03006
Aprueba,35-54,suelo,1.03006
Aprueba,55 o+,comunista,1.0295
Aprueba,55 o+,horror,1.0295
Aprueba,55 o+,iguales,1.0295
Aprueba,55 o+,popular,1.0295
Aprueba,55 o+,vivi,1.0295
Aprueba,55 o+,positivas,1.0251
Aprueba,55 o+,trayectoria,1.0251
Aprueba,35-54,consecuente,1.0224
Aprueba,35-54,diciendo,1.0224
Aprueba,55 o+,bono,1.02092
Aprueba,55 o+,cumplirlo,1.02092
Aprueba,55 o+,endeudado,1.02092
Aprueba,55 o+,restableciendo,1.02092
Aprueba,55 o+,resultar,1.02092
Aprueba,55 o+,arreglo,1.02067
Aprueba,55 o+,exceso,1.02067
Aprueba,55 o+,ordeno,1.02067
Aprueba,55 o+,proque,1.02067
Aprueba,18-34,comparando,1.01845
Aprueba,18-34,conlos,1.01845
Aprueba,55 o+,charlatan,1.01633
Aprueba,55 o+,adapta,1.01549
Aprueba,55 o+,ase,1.01549
Aprueba,55 o+,cristiana,1.01549
Aprueba,55 o+,dinamico,1.01549
Aprueba,55 o+,formada,1.01549
Aprueba,55 o+,lectura,1.01549
Aprueba,55 o+,nesta,1.01549
Aprueba,55 o+,ordenadas,1.01549
Aprueba,55 o+,siento,1.01549
Aprueba,55 o+,trasnparencia,1.01549
Aprueba,55 o+,aire,1.0153
Aprueba,55 o+,algun,1.0153
Aprueba,55 o+,apesar,1.0153
Aprueba,55 o+,apocos,1.0153
Aprueba,55 o+,bienes,1.0153
Aprueba,55 o+,cumplido,1.0153
Aprueba,55 o+,desaprueba,1.0153
Aprueba,55 o+,estancado,1.0153
Aprueba,55 o+,fondo,1.0153
Aprueba,55 o+,habra,1.0153
Aprueba,55 o+,luz,1.0153
Aprueba,55 o+,quitados,1.0153
Aprueba,55 o+,respeto,1.0153
Aprueba,55 o+,valores,1.0153
Aprueba,55 o+,vera,1.0153
Aprueba,55 o+,empezamos,1.01462
Aprueba,55 o+,moviendo,1.01462
Aprueba,35-54,criminalidad,1.01432
Aprueba,35-54,fe,1.01432
Aprueba,35-54,mantener,1.01432
Aprueba,35-54,mejorara,1.01432
Aprueba,35-54,mostratado,1.01432
Aprueba,35-54,reducir,1.01432
Aprueba,35-54,transmite,1.01432
Aprueba,35-54,ùltimo,1.01432
Aprueba,35-54,unir,1.01432
Aprueba,55 o+,ajenas,1.01056
Aprueba,55 o+,fortaleciendola,1.01056
Aprueba,55 o+,ocupara,1.01056
Aprueba,55 o+,pienso,1.01056
Aprueba,55 o+,platas,1.01056
Aprueba,18-34,campaña,1.0082
Aprueba,55 o+,corresponden,1.00686
Aprueba,55 o+,desconocen,1.00686
Aprueba,55 o+,destrozados,1.00686
Aprueba,55 o+,desvinculacion,1.00686
Aprueba,55 o+,etc,1.00686
Aprueba,55 o+,generaciones,1.00686
Aprueba,55 o+,odios,1.00686
Aprueba,55 o+,pasadas,1.00686
Aprueba,55 o+,protestas,1.00686
Aprueba,55 o+,tomó,1.006
Aprueba,35-54,bolivia,1.00411
Aprueba,35-54,conflicto,1.00411
Aprueba,55 o+,iba,1.00321
