aprobacion_presidencial,edad,word,n
Aprueba,55 o+,suban,1.00321
Aprueba,55 o+,subir,1.00321
Aprueba,55 o+,bajos,1.0011
Aprueba,55 o+,basa,1.0011
Aprueba,55 o+,cara,1.0011
Aprueba,55 o+,claridad,1.0011
Aprueba,55 o+,conflictivo,1.0011
Aprueba,55 o+,cuesta,1.0011
Aprueba,55 o+,ejecuta,1.0011
Aprueba,55 o+,esperanzas,1.0011
Aprueba,55 o+,estabamos,1.0011
Aprueba,55 o+,gratis,1.0011
Aprueba,55 o+,hechio,1.0011
Aprueba,55 o+,intensiòn,1.0011
Aprueba,55 o+,llegar,1.0011
Aprueba,55 o+,mala,1.0011
Aprueba,55 o+,minuto,1.0011
Aprueba,55 o+,plantea,1.0011
Aprueba,55 o+,proponga,1.0011
Aprueba,55 o+,rapidas,1.0011
Aprueba,55 o+,regala,1.0011
Aprueba,55 o+,salir,1.0011
Aprueba,55 o+,subiendo,1.0011
Aprueba,55 o+,tendencias,1.0011
Aprueba,55 o+,totalmente,1.0011
Aprueba,55 o+,trabajops,1.0011
Aprueba,55 o+,ven,1.0011
Aprueba,55 o+,cuba,0.99438
Aprueba,55 o+,gane,0.99438
Aprueba,55 o+,vuelva,0.99438
Aprueba,55 o+,bolivia,0.994
Aprueba,55 o+,crecimiento,0.98979
Aprueba,55 o+,estanca,0.98979
Aprueba,55 o+,estanco,0.98979
Aprueba,55 o+,impulsa,0.98979
Aprueba,55 o+,porque4,0.98979
Aprueba,35-54,llegar,0.98532
Aprueba,55 o+,agrada,0.98502
Aprueba,55 o+,ámbitos,0.98502
Aprueba,55 o+,cero,0.98502
Aprueba,55 o+,clima,0.98502
Aprueba,55 o+,cumplio,0.98502
Aprueba,55 o+,defiende,0.98502
Aprueba,55 o+,demaciado,0.98502
Aprueba,55 o+,distintos,0.98502
Aprueba,55 o+,embarrada,0.98502
Aprueba,55 o+,enroscado,0.98502
Aprueba,55 o+,especificaemnte,0.98502
Aprueba,55 o+,idiologia,0.98502
Aprueba,55 o+,lograr,0.98502
Aprueba,55 o+,ordenando,0.98502
Aprueba,55 o+,primete,0.98502
Aprueba,55 o+,prioriza,0.98502
Aprueba,55 o+,pro,0.98502
Aprueba,55 o+,quie,0.98502
Aprueba,55 o+,riendas,0.98502
Aprueba,55 o+,tome,0.98502
Aprueba,55 o+,vision,0.98502
Aprueba,55 o+,derechos,0.98256
Aprueba,55 o+,haq,0.98256
Aprueba,55 o+,maduro,0.98256
Aprueba,55 o+,sistemaq,0.98256
Aprueba,18-34,freno,0.976
Aprueba,18-34,puesto,0.976
Aprueba,55 o+,llegando,0.9727
Aprueba,35-54,condiciones,0.96843
Aprueba,35-54,costado,0.96843
Aprueba,35-54,dificiltodo,0.96843
Aprueba,35-54,mira,0.96843
Aprueba,35-54,fecha,0.9629
Aprueba,35-54,mire,0.9629
Aprueba,35-54,vi,0.9629
Aprueba,55 o+,alternativas,0.96202
Aprueba,55 o+,andar,0.96202
Aprueba,55 o+,argentina,0.96202
Aprueba,55 o+,aventurarse,0.96202
Aprueba,55 o+,debia,0.96202
Aprueba,55 o+,desarrollos,0.96202
Aprueba,55 o+,desorden,0.96202
Aprueba,55 o+,fiscal,0.96202
Aprueba,55 o+,forjr,0.96202
Aprueba,55 o+,funcionando,0.96202
Aprueba,55 o+,futuros,0.96202
Aprueba,55 o+,hechando,0.96202
Aprueba,55 o+,hiciera,0.96202
Aprueba,55 o+,independencia,0.96202
Aprueba,55 o+,industrias,0.96202
Aprueba,55 o+,mejora,0.96202
Aprueba,55 o+,mero,0.96202
Aprueba,55 o+,obviamente,0.96202
Aprueba,55 o+,ordenada,0.96202
Aprueba,55 o+,ordenar,0.96202
Aprueba,55 o+,pequeñas,0.96202
Aprueba,55 o+,posilidades,0.96202
Aprueba,55 o+,realizan,0.96202
Aprueba,55 o+,grupos,0.96176
Aprueba,18-34,as,0.95933
Aprueba,18-34,reactivar,0.95933
Aprueba,18-34,relativo,0.95933
Aprueba,55 o+,ajuste,0.9569
Aprueba,55 o+,cuudadana,0.9569
Aprueba,55 o+,disposicion,0.9569
Aprueba,55 o+,implantando,0.9569
Aprueba,55 o+,impuestos,0.9569
Aprueba,55 o+,pasando,0.9569
Aprueba,18-34,adulto,0.95606
Aprueba,18-34,enfocado,0.95606
Aprueba,18-34,gustaba,0.95606
Aprueba,18-34,infancia,0.95606
Aprueba,18-34,lanoral,0.95606
Aprueba,18-34,manejaba,0.95606
Aprueba,18-34,reales,0.95606
Aprueba,18-34,inversiòn,0.95514
Aprueba,55 o+,antecedentes,0.9514
Aprueba,55 o+,eligieron,0.9514
Aprueba,55 o+,penales,0.9514
Aprueba,35-54,tarbajo,0.94832
Aprueba,55 o+,asuntos,0.94791
Aprueba,55 o+,parche,0.94747
Aprueba,55 o+,partes,0.94747
Aprueba,55 o+,agricultor,0.94333
Aprueba,55 o+,pequeño,0.94333
Aprueba,18-34,aalla,0.93907
Aprueba,18-34,aportan,0.93907
Aprueba,18-34,baja,0.93907
Aprueba,18-34,capacidad,0.93907
Aprueba,18-34,cien,0.93907
Aprueba,18-34,complementar,0.93907
Aprueba,18-34,contaminacion,0.93907
Aprueba,18-34,contrario,0.93907
Aprueba,18-34,convenios,0.93907
Aprueba,18-34,daños,0.93907
Aprueba,18-34,deportar,0.93907
Aprueba,18-34,fiscalizando,0.93907
Aprueba,18-34,hablar,0.93907
Aprueba,18-34,hechos,0.93907
Aprueba,18-34,jornada,0.93907
Aprueba,18-34,justificar,0.93907
Aprueba,18-34,necesita,0.93907
Aprueba,18-34,porciento,0.93907
Aprueba,18-34,remuneracion,0.93907
Aprueba,18-34,ventana,0.93907
Aprueba,18-34,jodido,0.9372
Aprueba,18-34,mayoria,0.9372
Aprueba,18-34,notoriamente,0.9372
Aprueba,18-34,obtener,0.9372
Aprueba,18-34,ofrecio,0.9372
Aprueba,18-34,vivienda,0.9372
Aprueba,55 o+,adecuado,0.93703
Aprueba,55 o+,aptecnancia,0.93703
Aprueba,55 o+,asesores,0.93703
Aprueba,55 o+,conceptos,0.93703
Aprueba,55 o+,conosco,0.93703
Aprueba,55 o+,deporte,0.93703
Aprueba,55 o+,particular,0.93703
Aprueba,35-54,2010,0.93622
Aprueba,35-54,gention,0.93622
Aprueba,35-54,opinion,0.93622
Aprueba,35-54,vote,0.93622
Aprueba,55 o+,encontre,0.92733
Aprueba,18-34,toma,0.92314
Aprueba,18-34,apolitico,0.92277
Aprueba,18-34,comparte,0.92277
Aprueba,18-34,constitucional,0.92277
Aprueba,18-34,depende,0.92277
Aprueba,18-34,ingresos,0.92277
Aprueba,18-34,poloticvos,0.92277
Aprueba,18-34,tales,0.92277
Aprueba,55 o+,votamos,0.92015
Aprueba,18-34,aumetado,0.91765
Aprueba,18-34,balanciando,0.91765
Aprueba,18-34,eol,0.91765
Aprueba,55 o+,capital,0.9159
Aprueba,55 o+,correctas,0.9159
Aprueba,55 o+,cresca,0.9159
Aprueba,55 o+,dedicado,0.9159
Aprueba,55 o+,derecho,0.9159
Aprueba,55 o+,echado,0.9159
Aprueba,55 o+,estàn,0.9159
Aprueba,55 o+,evaluar,0.9159
Aprueba,55 o+,fabricas,0.9159
Aprueba,55 o+,faltaba,0.9159
Aprueba,55 o+,inclinacion,0.9159
Aprueba,55 o+,inversiones,0.9159
Aprueba,55 o+,manda,0.9159
Aprueba,55 o+,meto,0.9159
Aprueba,55 o+,noce,0.9159
Aprueba,55 o+,norte,0.9159
Aprueba,55 o+,ordenamiento,0.9159
Aprueba,55 o+,ordenara,0.9159
Aprueba,55 o+,partidario,0.9159
Aprueba,55 o+,plata,0.9159
Aprueba,55 o+,productividad,0.9159
Aprueba,55 o+,realista,0.9159
Aprueba,55 o+,socialismo,0.9159
Aprueba,55 o+,socialistas,0.9159
Aprueba,55 o+,sur,0.9159
Aprueba,18-34,actividad,0.91572
Aprueba,18-34,apoyan,0.91572
Aprueba,18-34,aprecia,0.91572
Aprueba,18-34,aspecto,0.91572
Aprueba,18-34,ayudar,0.91572
Aprueba,18-34,candidateo,0.91572
Aprueba,18-34,centralizacion,0.91572
Aprueba,18-34,centralizado,0.91572
Aprueba,18-34,consecuente,0.91572
Aprueba,18-34,escuchando,0.91572
Aprueba,18-34,estabiladad,0.91572
Aprueba,18-34,etiquetado,0.91572
Aprueba,18-34,fiscales,0.91572
Aprueba,18-34,graficos,0.91572
Aprueba,18-34,impuesto,0.91572
Aprueba,18-34,independientes,0.91572
Aprueba,18-34,laclase,0.91572
Aprueba,18-34,mantiene,0.91572
Aprueba,18-34,mente,0.91572
Aprueba,18-34,obgetar,0.91572
Aprueba,18-34,opiniones,0.91572
Aprueba,18-34,po,0.91572
Aprueba,18-34,polictica,0.91572
Aprueba,18-34,rel,0.91572
Aprueba,18-34,ultima,0.91572
Aprueba,35-54,absolutamente,0.91254
Aprueba,35-54,autocritico,0.91254
Aprueba,35-54,colaboradores,0.91254
Aprueba,35-54,concreto,0.91254
Aprueba,35-54,considerado,0.91254
Aprueba,35-54,cosidero,0.91254
Aprueba,35-54,critico,0.91254
Aprueba,35-54,energico,0.91254
Aprueba,35-54,fiscales,0.91254
Aprueba,35-54,idonea,0.91254
Aprueba,35-54,inviertiendo,0.91254
Aprueba,35-54,isapres,0.91254
Aprueba,35-54,medi,0.91254
Aprueba,35-54,necesarios,0.91254
Aprueba,35-54,ojala,0.91254
Aprueba,35-54,punto,0.91254
Aprueba,35-54,resultados,0.91254
Aprueba,35-54,seguimiento,0.91254
Aprueba,35-54,sociedad,0.91254
Aprueba,35-54,tantos,0.91254
Aprueba,35-54,transparentar,0.91254
Aprueba,18-34,di,0.91156
Aprueba,55 o+,asaltado,0.91136
Aprueba,55 o+,hija,0.91136
Aprueba,55 o+,humilde,0.91136
Aprueba,55 o+,limpio,0.91136
Aprueba,55 o+,pensamientos,0.91136
Aprueba,55 o+,razones,0.91136
Aprueba,55 o+,sacaban,0.91136
Aprueba,35-54,casamiento,0.90712
Aprueba,35-54,clse,0.90712
Aprueba,35-54,esperando,0.90712
Aprueba,35-54,llevan,0.90712
Aprueba,35-54,medicina,0.90712
Aprueba,35-54,micro,0.90712
Aprueba,35-54,operando,0.90712
Aprueba,55 o+,adelanto,0.9017
Aprueba,55 o+,reguion,0.9017
Aprueba,18-34,ataca,0.90101
Aprueba,18-34,camnio,0.90101
Aprueba,18-34,encunetro,0.90101
Aprueba,18-34,ghrandes,0.90101
Aprueba,18-34,qeno,0.90101
Aprueba,18-34,campos,0.9009
Aprueba,18-34,hartos,0.9009
Aprueba,18-34,inversión,0.9009
Aprueba,18-34,laborales,0.9009
Aprueba,18-34,minera,0.9009
Aprueba,18-34,votó,0.9009
Aprueba,18-34,indeciso,0.90004
Aprueba,18-34,sencillez,0.90004
Aprueba,18-34,aporta,0.89945
Aprueba,18-34,contenta,0.89945
Aprueba,18-34,cuendo,0.89945
Aprueba,18-34,faltaban,0.89945
Aprueba,18-34,favorece,0.89945
Aprueba,18-34,haria,0.89945
Aprueba,18-34,mejoror,0.89945
Aprueba,18-34,moral,0.89945
Aprueba,18-34,siguiendo,0.89945
Aprueba,18-34,vistos,0.89945
Aprueba,18-34,voté,0.89945
Aprueba,35-54,qe,0.8965
Aprueba,35-54,atacando,0.89483
Aprueba,35-54,enfoque,0.89483
Aprueba,35-54,solides,0.89483
Aprueba,18-34,encontre,0.8946
Aprueba,18-34,emprendedora,0.89322
Aprueba,18-34,facilidades,0.89322
Aprueba,18-34,trate,0.89322
Aprueba,18-34,adelantos,0.89245
Aprueba,55 o+,apunta,0.89085
Aprueba,55 o+,dios,0.89085
Aprueba,55 o+,ejercicio,0.89085
Aprueba,55 o+,funcionen,0.89085
Aprueba,55 o+,individual,0.89085
Aprueba,55 o+,industria,0.89085
Aprueba,55 o+,intituciones,0.89085
Aprueba,55 o+,libertad,0.89085
Aprueba,55 o+,modernizacion,0.89085
Aprueba,55 o+,responsable,0.89085
Aprueba,55 o+,terminando,0.89085
Aprueba,18-34,firme,0.8875
Aprueba,35-54,ayudando,0.88622
Aprueba,35-54,conforme,0.88622
Aprueba,18-34,ambientalque,0.88487
Aprueba,18-34,avances,0.88487
Aprueba,18-34,contribucion,0.88487
Aprueba,18-34,creen,0.88487
Aprueba,18-34,dejando,0.88487
Aprueba,18-34,desminullero,0.88487
Aprueba,18-34,espero,0.88487
Aprueba,18-34,facilmente,0.88487
Aprueba,18-34,fondo,0.88487
Aprueba,18-34,fuente,0.88487
Aprueba,18-34,genera,0.88487
Aprueba,18-34,infacia,0.88487
Aprueba,18-34,legales,0.88487
Aprueba,18-34,legislaciones,0.88487
Aprueba,18-34,línea,0.88487
Aprueba,18-34,manejar,0.88487
Aprueba,18-34,mejoran,0.88487
Aprueba,18-34,netamente,0.88487
Aprueba,18-34,niveles,0.88487
Aprueba,18-34,puestos,0.88487
Aprueba,18-34,rebelion,0.88487
Aprueba,18-34,reglamentos,0.88487
Aprueba,18-34,sirve,0.88487
Aprueba,18-34,trae,0.88487
Aprueba,18-34,traves,0.88487
Aprueba,18-34,voto,0.88487
Aprueba,18-34,acuerdos,0.88413
Aprueba,18-34,biban,0.88413
Aprueba,18-34,busqueda,0.88413
Aprueba,18-34,cosas,0.88413
Aprueba,18-34,est,0.88413
Aprueba,18-34,fecha,0.88413
Aprueba,18-34,hacrer,0.88413
Aprueba,18-34,transversales,0.88413
Aprueba,18-34,uyncakmbip,0.88413
Aprueba,55 o+,11,0.88124
Aprueba,55 o+,apoyando,0.88124
Aprueba,55 o+,parriba,0.88124
Aprueba,55 o+,unico,0.88124
Aprueba,18-34,administrativamente,0.8804
Aprueba,18-34,equivocado,0.8804
Aprueba,18-34,regularizado,0.8804
Aprueba,18-34,ultimamente,0.8804
Aprueba,18-34,iba,0.87978
Aprueba,18-34,propuetsa,0.87978
Aprueba,18-34,subido,0.87978
Aprueba,18-34,hem,0.87822
Aprueba,18-34,abre,0.87392
Aprueba,18-34,alejada,0.87392
Aprueba,18-34,desagrada,0.87392
Aprueba,18-34,estubo,0.87392
Aprueba,18-34,paresio,0.87392
Aprueba,18-34,puertas,0.87392
Aprueba,18-34,ves,0.87392
Aprueba,18-34,actuar,0.87349
Aprueba,18-34,frente,0.87349
Aprueba,18-34,megusta,0.87349
Aprueba,18-34,preferencia,0.87349
Aprueba,18-34,rapido,0.87349
Aprueba,18-34,sabria,0.8733
Aprueba,35-54,activa,0.8733
Aprueba,35-54,asesores,0.8733
Aprueba,35-54,contingencia,0.8733
Aprueba,35-54,continua,0.8733
Aprueba,55 o+,depende,0.8733
Aprueba,55 o+,estudiantiles,0.8733
Aprueba,55 o+,favorece,0.8733
Aprueba,55 o+,ingrese,0.8733
Aprueba,55 o+,movimientos,0.8733
Aprueba,55 o+,tomas,0.8733
Aprueba,55 o+,vende,0.8733
Aprueba,55 o+,violentos,0.8733
Aprueba,18-34,beneficiada,0.87196
Aprueba,18-34,fosis,0.87196
Aprueba,18-34,irregularidades,0.87196
Aprueba,18-34,madre,0.87196
Aprueba,18-34,capaz,0.86988
Aprueba,18-34,antiguo,0.8685
Aprueba,18-34,araucania,0.8685
Aprueba,35-54,dificilies,0.86688
Aprueba,35-54,eficiente,0.86688
Aprueba,35-54,inconvenientes,0.86688
Aprueba,35-54,rapidos,0.86688
Aprueba,35-54,tranparente,0.86688
Aprueba,35-54,vuela,0.86688
Aprueba,55 o+,moral,0.8662
Aprueba,55 o+,ordenanod,0.8662
Aprueba,55 o+,esfuerzo,0.86578
Aprueba,18-34,enap,0.86557
Aprueba,18-34,establecido,0.86557
Aprueba,18-34,positivas,0.86557
Aprueba,35-54,asta,0.86531
Aprueba,35-54,avisto,0.86531
Aprueba,35-54,estables,0.86531
Aprueba,35-54,relevante,0.86531
Aprueba,55 o+,colocanado,0.86324
Aprueba,55 o+,misterio,0.86324
Aprueba,55 o+,negativo,0.86324
Aprueba,55 o+,plataforma,0.86324
Aprueba,55 o+,regiones,0.86324
Aprueba,55 o+,saliendo,0.86324
Aprueba,55 o+,terreno,0.86324
Aprueba,55 o+,trasporte,0.86324
Aprueba,55 o+,uber,0.86324
Aprueba,35-54,1er,0.86271
Aprueba,35-54,actuando,0.86271
Aprueba,35-54,consideracion,0.86271
Aprueba,35-54,diversas,0.86271
Aprueba,35-54,intentando,0.86271
Aprueba,35-54,mini,0.86271
Aprueba,35-54,moderacion,0.86271
Aprueba,35-54,resueltos,0.86271
Aprueba,35-54,simultaneo,0.86271
Aprueba,35-54,atrncionrs,0.8591
Aprueba,35-54,compenzar,0.8591
Aprueba,35-54,discapacitados,0.8591
Aprueba,35-54,enfermos,0.8591
Aprueba,35-54,ninos,0.8591
Aprueba,35-54,reciben,0.8591
Aprueba,55 o+,cansado,0.8562
Aprueba,55 o+,concertacion,0.8562
Aprueba,55 o+,confiables,0.8562
Aprueba,55 o+,descubierto,0.8562
Aprueba,55 o+,harto,0.8562
Aprueba,55 o+,hartos,0.8562
Aprueba,55 o+,ladrones,0.8562
Aprueba,55 o+,mire,0.8562
Aprueba,55 o+,sinverguenzas,0.8562
Aprueba,18-34,apollo,0.85444
Aprueba,18-34,derechista,0.85444
Aprueba,18-34,repunte,0.85444
Aprueba,18-34,resultado,0.85444
Aprueba,18-34,sinceramente,0.85444
Aprueba,35-54,funcionan,0.85289
Aprueba,55 o+,apoyamos,0.85214
Aprueba,55 o+,bajas,0.85214
Aprueba,55 o+,boche,0.85214
Aprueba,55 o+,chata,0.85214
Aprueba,55 o+,corazon,0.85214
Aprueba,55 o+,decirle,0.85214
Aprueba,55 o+,encia,0.85214
Aprueba,55 o+,meta,0.85214
Aprueba,55 o+,metas,0.85214
Aprueba,55 o+,preocupo,0.85214
Aprueba,55 o+,proceder,0.85214
Aprueba,55 o+,suficiente,0.85214
Aprueba,55 o+,vivir,0.85214
Aprueba,18-34,estadisticas,0.852
Aprueba,18-34,surgiendo,0.852
Aprueba,35-54,astas,0.85108
Aprueba,35-54,conductor,0.85108
Aprueba,35-54,defiende,0.85108
Aprueba,35-54,ecdho,0.85108
Aprueba,35-54,popa,0.85108
Aprueba,35-54,toro,0.85108
Aprueba,35-54,viento,0.85108
Aprueba,18-34,aborto,0.85085
Aprueba,55 o+,agusto,0.85034
Aprueba,55 o+,austeridad,0.85034
Aprueba,55 o+,becas,0.85034
Aprueba,55 o+,claras,0.85034
Aprueba,55 o+,conduciondo,0.85034
Aprueba,55 o+,derechista,0.85034
Aprueba,55 o+,desarrolladas,0.85034
Aprueba,55 o+,desicion,0.85034
Aprueba,55 o+,estudio,0.85034
Aprueba,55 o+,fe,0.85034
Aprueba,55 o+,firmeza,0.85034
Aprueba,55 o+,fortalecimiento,0.85034
Aprueba,55 o+,gastos,0.85034
Aprueba,55 o+,hospitalesla,0.85034
Aprueba,55 o+,incertidumbre,0.85034
Aprueba,55 o+,independientes,0.85034
Aprueba,55 o+,linea,0.85034
Aprueba,55 o+,màs,0.85034
Aprueba,55 o+,notable,0.85034
Aprueba,55 o+,obra,0.85034
Aprueba,55 o+,onestidad,0.85034
Aprueba,55 o+,pa,0.85034
Aprueba,55 o+,partiendo,0.85034
Aprueba,55 o+,pinochet,0.85034
Aprueba,55 o+,populista,0.85034
Aprueba,55 o+,profecianal,0.85034
Aprueba,55 o+,repuntando,0.85034
Aprueba,55 o+,situcacion,0.85034
Aprueba,35-54,innovador,0.8449
Aprueba,35-54,relajado,0.8449
Aprueba,35-54,resuelto,0.8449
Aprueba,18-34,afeta,0.84475
Aprueba,18-34,hga,0.84475
Aprueba,18-34,beneficiado,0.84098
Aprueba,18-34,chilenos,0.84098
Aprueba,18-34,crecer,0.84098
Aprueba,18-34,permitido,0.84098
Aprueba,18-34,amplio,0.84026
Aprueba,18-34,errores,0.8378
Aprueba,18-34,ojala,0.8378
Aprueba,55 o+,anuncios,0.83387
Aprueba,55 o+,reativacion,0.83387
Aprueba,35-54,discursos,0.83262
Aprueba,35-54,interiorisado,0.83262
Aprueba,35-54,políticos,0.83262
Aprueba,35-54,televisión,0.83262
Aprueba,18-34,comparado,0.83218
Aprueba,18-34,cunas,0.83218
Aprueba,18-34,descontentas,0.83218
Aprueba,18-34,límite,0.83218
Aprueba,18-34,modificaciones,0.83218
Aprueba,18-34,mujeres,0.83218
Aprueba,18-34,niños,0.83218
Aprueba,18-34,notorio,0.83218
Aprueba,18-34,plantear,0.83218
Aprueba,18-34,restricción,0.83218
Aprueba,18-34,salas,0.83218
Aprueba,18-34,sename,0.83218
Aprueba,18-34,solucionando,0.83218
Aprueba,18-34,talcahuano,0.83218
Aprueba,55 o+,2020,0.83189
Aprueba,55 o+,afinalizar,0.83189
Aprueba,55 o+,ampliamente,0.83189
Aprueba,55 o+,apuintan,0.83189
Aprueba,55 o+,concretas,0.83189
Aprueba,55 o+,conde,0.83189
Aprueba,55 o+,desarrollo,0.83189
Aprueba,55 o+,diente,0.83189
Aprueba,55 o+,duro,0.83189
Aprueba,55 o+,entes,0.83189
Aprueba,55 o+,evaluaciones,0.83189
Aprueba,55 o+,gratuidad,0.83189
Aprueba,55 o+,hasy,0.83189
Aprueba,55 o+,implementacion,0.83189
Aprueba,55 o+,incando,0.83189
Aprueba,55 o+,manteniendo,0.83189
Aprueba,55 o+,muncipalidad,0.83189
Aprueba,55 o+,pasi,0.83189
Aprueba,55 o+,pertenecer,0.83189
Aprueba,55 o+,prevee,0.83189
Aprueba,55 o+,principales,0.83189
Aprueba,55 o+,proceso,0.83189
Aprueba,55 o+,rl,0.83189
Aprueba,55 o+,trabaj,0.83189
Aprueba,55 o+,tranquilo,0.83189
Aprueba,18-34,acabo,0.83076
Aprueba,18-34,finanzas,0.83076
Aprueba,18-34,linea,0.83076
Aprueba,18-34,realizando,0.83076
Aprueba,18-34,regio,0.83076
Aprueba,18-34,cosasç,0.8307
Aprueba,18-34,escucho,0.8307
Aprueba,18-34,ordenando,0.8307
Aprueba,35-54,aport,0.8307
Aprueba,35-54,colocando,0.82686
Aprueba,35-54,deberian,0.82686
Aprueba,35-54,mandar,0.82673
Aprueba,35-54,policiales,0.82673
Aprueba,55 o+,compaada,0.826
Aprueba,55 o+,contaminacion,0.826
Aprueba,55 o+,coyuntura,0.826
Aprueba,55 o+,dejen,0.826
Aprueba,55 o+,dificil,0.826
Aprueba,55 o+,eficacez,0.826
Aprueba,55 o+,enfrentar,0.826
Aprueba,55 o+,entrar,0.826
Aprueba,55 o+,equilibrio,0.826
Aprueba,55 o+,país,0.826
Aprueba,55 o+,política,0.826
Aprueba,55 o+,privilegia,0.826
Aprueba,55 o+,regulando,0.826
Aprueba,55 o+,tiempos,0.826
Aprueba,55 o+,trabajopara,0.826
Aprueba,55 o+,usado,0.826
Aprueba,18-34,actualidad,0.8236
Aprueba,18-34,antecedentes,0.8236
Aprueba,18-34,cabe,0.8236
Aprueba,18-34,coherenciapor,0.8236
Aprueba,18-34,correcto,0.8236
Aprueba,18-34,decirlo,0.8236
Aprueba,18-34,derecho,0.8236
Aprueba,18-34,documentos,0.8236
Aprueba,18-34,experimentando,0.8236
Aprueba,18-34,gustos,0.8236
Aprueba,18-34,habian,0.8236
Aprueba,18-34,hechas,0.8236
Aprueba,18-34,identidad,0.8236
Aprueba,18-34,implementado,0.8236
Aprueba,18-34,independientemente,0.8236
Aprueba,18-34,ineficiente,0.8236
Aprueba,18-34,llevo,0.8236
Aprueba,18-34,operativos,0.8236
Aprueba,18-34,penales,0.8236
Aprueba,18-34,personal,0.8236
Aprueba,18-34,posicion,0.8236
Aprueba,18-34,raccionar,0.8236
Aprueba,18-34,simultaneos,0.8236
Aprueba,18-34,terminos,0.8236
Aprueba,18-34,vivìo,0.8236
Aprueba,35-54,importan,0.8236
Aprueba,18-34,condiciones,0.82279
Aprueba,18-34,necesario,0.82279
Aprueba,18-34,reducir,0.82279
Aprueba,18-34,colaborando,0.81702
Aprueba,18-34,organizacion,0.81702
Aprueba,18-34,carnet,0.8165
Aprueba,35-54,metiendo,0.81641
Aprueba,35-54,postura,0.81641
Aprueba,35-54,actual,0.81412
Aprueba,35-54,agradan,0.81412
Aprueba,35-54,conectividad,0.81412
Aprueba,35-54,continuida,0.81412
Aprueba,35-54,enfacis,0.81412
Aprueba,35-54,importa,0.81412
Aprueba,35-54,micheol,0.81412
Aprueba,35-54,modificando,0.81412
Aprueba,35-54,notando,0.81412
Aprueba,35-54,planes,0.81412
Aprueba,35-54,porqre,0.81412
Aprueba,55 o+,asombra,0.8134
Aprueba,55 o+,cantidad,0.8134
Aprueba,55 o+,capaz,0.8134
Aprueba,55 o+,complejos,0.8134
Aprueba,55 o+,facilidades,0.8134
Aprueba,55 o+,problema,0.8134
Aprueba,55 o+,resolver,0.8134
Aprueba,55 o+,solucionar,0.8134
Aprueba,55 o+,actuando,0.81339
Aprueba,55 o+,apertura,0.81339
Aprueba,55 o+,armonia,0.81339
Aprueba,55 o+,austero,0.81339
Aprueba,55 o+,causa,0.81339
Aprueba,55 o+,clara,0.81339
Aprueba,55 o+,gastos.mejor,0.81339
Aprueba,55 o+,haciedo,0.81339
Aprueba,55 o+,importantes,0.81339
Aprueba,55 o+,llama,0.81339
Aprueba,55 o+,mandato,0.81339
Aprueba,55 o+,mapuche,0.81339
Aprueba,55 o+,mejopr,0.81339
Aprueba,55 o+,notar,0.81339
Aprueba,55 o+,opcion,0.81339
Aprueba,55 o+,personales,0.81339
Aprueba,55 o+,podido,0.81339
Aprueba,55 o+,porqe,0.81339
Aprueba,55 o+,preo,0.81339
Aprueba,55 o+,qiuedo,0.81339
Aprueba,55 o+,rato,0.81339
Aprueba,55 o+,solucion,0.81339
Aprueba,55 o+,tirar,0.81339
Aprueba,55 o+,trando,0.81339
Aprueba,55 o+,tratado,0.81339
Aprueba,35-54,abanderizado,0.81294
Aprueba,35-54,distador,0.81294
Aprueba,35-54,humilde,0.81294
Aprueba,35-54,adeministracion,0.81041
Aprueba,35-54,transpaene,0.81041
Aprueba,18-34,inconveniente,0.8094
Aprueba,18-34,paia,0.80867
Aprueba,18-34,incrementado,0.80798
Aprueba,35-54,eficacia,0.80721
Aprueba,35-54,organismo,0.80721
Aprueba,35-54,poublico,0.80721
Aprueba,35-54,publicos,0.80721
Aprueba,35-54,servicios,0.80721
Aprueba,18-34,daño,0.8047
Aprueba,18-34,deberia,0.8047
Aprueba,18-34,dejo,0.8047
Aprueba,18-34,derrepente,0.8047
Aprueba,18-34,discupe,0.8047
Aprueba,18-34,entrar,0.8047
Aprueba,18-34,expresion,0.8047
Aprueba,18-34,exranjera,0.8047
Aprueba,18-34,señora,0.8047
Aprueba,18-34,valora,0.8047
Aprueba,18-34,vieja,0.8047
Aprueba,18-34,viene,0.8047
Aprueba,18-34,votando,0.8047
Aprueba,35-54,gracias,0.8023
Aprueba,35-54,obtuve,0.8023
Aprueba,35-54,chicos,0.79971
Aprueba,35-54,posibilidades,0.79971
Aprueba,35-54,vision,0.79971
Aprueba,55 o+,comunismo,0.79912
Aprueba,35-54,critique,0.7952
Aprueba,35-54,dios,0.7952
Aprueba,35-54,grande,0.7952
Aprueba,35-54,imporatante,0.7952
Aprueba,35-54,nombra,0.7952
Aprueba,35-54,viiviendo,0.7952
Aprueba,55 o+,brillante,0.79421
Aprueba,55 o+,don,0.79421
Aprueba,55 o+,mando,0.79421
Aprueba,55 o+,trabajolico,0.79421
Aprueba,35-54,frutos,0.79319
Aprueba,35-54,intenciones,0.79319
Aprueba,35-54,ven,0.79319
Aprueba,55 o+,atacan,0.79012
Aprueba,55 o+,deficiencia,0.79012
Aprueba,55 o+,envidiosos,0.79012
Aprueba,55 o+,posicion,0.79012
Aprueba,55 o+,sebastian,0.79012
Aprueba,55 o+,titrado,0.79012
Aprueba,55 o+,trado,0.79012
Aprueba,55 o+,tranquila,0.79012
