aprobacion_presidencial,edad,word,n
Desaprueba,35-54,reclamar,0.8733
Desaprueba,35-54,revoto,0.8733
Desaprueba,35-54,tirado,0.8733
Desaprueba,35-54,trqabaja,0.8733
Desaprueba,55 o+,cumplimiento,0.8733
Desaprueba,55 o+,malas,0.8733
Desaprueba,18-34,apliciones,0.86914
Desaprueba,18-34,aprobación,0.86914
Desaprueba,18-34,atención,0.86914
Desaprueba,18-34,bienestar,0.86914
Desaprueba,18-34,diversidad,0.86914
Desaprueba,18-34,gratuita,0.86914
Desaprueba,18-34,implementadas,0.86914
Desaprueba,18-34,orientadas,0.86914
Desaprueba,18-34,choca,0.8662
Desaprueba,18-34,comulgo,0.8662
Desaprueba,18-34,conducirse,0.8662
Desaprueba,18-34,debiera,0.8662
Desaprueba,18-34,desarollo,0.8662
Desaprueba,18-34,dirige,0.8662
Desaprueba,18-34,doble,0.8662
Desaprueba,18-34,entregar,0.8662
Desaprueba,18-34,espalda,0.8662
Desaprueba,18-34,etcetera,0.8662
Desaprueba,18-34,focacilizado,0.8662
Desaprueba,18-34,fuerza,0.8662
Desaprueba,18-34,fundamentales,0.8662
Desaprueba,18-34,impunidad,0.8662
Desaprueba,18-34,interés,0.8662
Desaprueba,18-34,mejorrar,0.8662
Desaprueba,18-34,nombramiento,0.8662
Desaprueba,18-34,opuesto,0.8662
Desaprueba,18-34,presida,0.8662
Desaprueba,18-34,principalemte,0.8662
Desaprueba,18-34,principio,0.8662
Desaprueba,18-34,pronunciadas,0.8662
Desaprueba,18-34,publico,0.8662
Desaprueba,18-34,rol,0.8662
Desaprueba,18-34,sacando,0.8662
Desaprueba,18-34,siertas,0.8662
Desaprueba,18-34,terminos,0.8662
Desaprueba,18-34,totalidad,0.8662
Desaprueba,18-34,vogilancia,0.8662
Desaprueba,35-54,beneficio,0.8662
Desaprueba,35-54,dijieron,0.8662
Desaprueba,35-54,hacernos,0.8662
Desaprueba,35-54,identificado,0.8662
Desaprueba,35-54,minuto,0.8662
Desaprueba,35-54,recativar,0.8662
Desaprueba,35-54,votar,0.8662
Desaprueba,55 o+,populismo,0.86504
Desaprueba,18-34,aparentar,0.8628
Desaprueba,18-34,aveces,0.8628
Desaprueba,18-34,conllevan,0.8628
Desaprueba,18-34,desigual,0.8628
Desaprueba,18-34,dinero,0.8628
Desaprueba,18-34,estrictas,0.8628
Desaprueba,18-34,mandatario,0.8628
Desaprueba,18-34,potitica,0.8628
Desaprueba,35-54,aberrante,0.86271
Desaprueba,35-54,adecuado,0.86271
Desaprueba,35-54,arrepiento,0.86271
Desaprueba,35-54,bno,0.86271
Desaprueba,35-54,botado,0.86271
Desaprueba,35-54,coloco,0.86271
Desaprueba,35-54,constexto,0.86271
Desaprueba,35-54,ejecutando,0.86271
Desaprueba,35-54,entiende,0.86271
Desaprueba,35-54,escuchando,0.86271
Desaprueba,35-54,escuelita,0.86271
Desaprueba,35-54,europesos,0.86271
Desaprueba,35-54,global,0.86271
Desaprueba,35-54,grande,0.86271
Desaprueba,35-54,idonias,0.86271
Desaprueba,35-54,latinoamericanos,0.86271
Desaprueba,35-54,levvar,0.86271
Desaprueba,35-54,nota,0.86271
Desaprueba,35-54,pais,0.86271
Desaprueba,35-54,pereocupa,0.86271
Desaprueba,35-54,poncho,0.86271
Desaprueba,35-54,principales,0.86271
Desaprueba,35-54,puso,0.86271
Desaprueba,35-54,quedo,0.86271
Desaprueba,35-54,sensantìa,0.86271
Desaprueba,35-54,viendo,0.86271
Desaprueba,55 o+,necesidad,0.86047
Desaprueba,35-54,dejaron,0.8591
Desaprueba,18-34,ideología,0.85693
Desaprueba,18-34,nececidades,0.85693
Desaprueba,18-34,reales,0.85693
Desaprueba,18-34,responde,0.85693
Desaprueba,18-34,feo,0.85444
Desaprueba,18-34,concretado,0.852
Desaprueba,18-34,cumplen,0.852
Desaprueba,18-34,mayoria,0.852
Desaprueba,35-54,daño,0.852
Desaprueba,35-54,defensor,0.852
Desaprueba,35-54,mercado,0.852
Desaprueba,35-54,quebraron,0.852
Desaprueba,35-54,60,0.85108
Desaprueba,35-54,acá,0.85108
Desaprueba,35-54,acerca,0.85108
Desaprueba,35-54,agrado,0.85108
Desaprueba,35-54,carga,0.85108
Desaprueba,35-54,compatibilidad,0.85108
Desaprueba,35-54,decadencia,0.85108
Desaprueba,35-54,deficis,0.85108
Desaprueba,35-54,edad,0.85108
Desaprueba,35-54,enconomico,0.85108
Desaprueba,35-54,escaso,0.85108
Desaprueba,35-54,habló,0.85108
Desaprueba,35-54,hospital,0.85108
Desaprueba,35-54,incompatibilidad,0.85108
Desaprueba,35-54,indiferencia,0.85108
Desaprueba,35-54,información,0.85108
Desaprueba,35-54,libertad,0.85108
Desaprueba,35-54,luz,0.85108
Desaprueba,35-54,minimos,0.85108
Desaprueba,35-54,muchcos,0.85108
Desaprueba,35-54,onu,0.85108
Desaprueba,35-54,pasando,0.85108
Desaprueba,35-54,político,0.85108
Desaprueba,35-54,privilegiada,0.85108
Desaprueba,35-54,resumen,0.85108
Desaprueba,35-54,salieron,0.85108
Desaprueba,35-54,solcioan,0.85108
Desaprueba,35-54,sucedió,0.85108
Desaprueba,35-54,unidos,0.85108
Desaprueba,35-54,vs,0.85108
Desaprueba,18-34,aspecto,0.85085
Desaprueba,18-34,desatinado,0.85085
Desaprueba,18-34,intendencia,0.85085
Desaprueba,18-34,socioneconimico,0.85085
Desaprueba,55 o+,apensionados,0.85034
Desaprueba,55 o+,area,0.85034
Desaprueba,55 o+,credito,0.85034
Desaprueba,55 o+,etica,0.85034
Desaprueba,55 o+,fiscal,0.85034
Desaprueba,55 o+,incapie,0.85034
Desaprueba,55 o+,pensamos,0.85034
Desaprueba,55 o+,ves,0.85034
Desaprueba,35-54,bienesta,0.84643
Desaprueba,35-54,errado,0.84643
Desaprueba,18-34,colusion,0.84547
Desaprueba,18-34,cxhaqueta,0.84547
Desaprueba,18-34,derechista,0.84547
Desaprueba,18-34,municipalidades,0.84547
Desaprueba,18-34,posturas,0.84547
Desaprueba,18-34,reperesntado,0.84547
Desaprueba,18-34,vuelta,0.84547
Desaprueba,18-34,caido,0.84475
Desaprueba,18-34,distribucion,0.84475
Desaprueba,18-34,esperanza,0.84475
Desaprueba,18-34,fosis,0.84475
Desaprueba,18-34,ganacias,0.84475
Desaprueba,18-34,narcotrafico,0.84475
Desaprueba,18-34,oportunidades,0.84475
Desaprueba,18-34,ostular,0.84475
Desaprueba,18-34,pequeños,0.84475
Desaprueba,18-34,rn,0.84475
Desaprueba,18-34,udi,0.84475
Desaprueba,18-34,vida,0.84475
Desaprueba,55 o+,accionistas,0.84287
Desaprueba,55 o+,notarios,0.84287
Desaprueba,55 o+,socios,0.84287
Desaprueba,55 o+,tramita,0.84287
Desaprueba,18-34,electoral,0.84098
Desaprueba,18-34,pq,0.84098
Desaprueba,18-34,8.7,0.84026
Desaprueba,18-34,acceso,0.84026
Desaprueba,18-34,anteriormente,0.84026
Desaprueba,18-34,canavis,0.84026
Desaprueba,18-34,disminuyendo,0.84026
Desaprueba,18-34,errónea,0.84026
Desaprueba,18-34,gabinet,0.84026
Desaprueba,18-34,ignorancia,0.84026
Desaprueba,18-34,libre,0.84026
Desaprueba,18-34,mencionados,0.84026
Desaprueba,18-34,omitido,0.84026
Desaprueba,18-34,perjudicado,0.84026
Desaprueba,18-34,propiedades,0.84026
Desaprueba,18-34,selección,0.84026
Desaprueba,18-34,validacion,0.84026
Desaprueba,35-54,apresuradas,0.83884
Desaprueba,35-54,demasiadas,0.83884
Desaprueba,35-54,oscuras,0.83884
Desaprueba,35-54,populistas,0.83884
Desaprueba,35-54,prodeuce,0.83884
Desaprueba,55 o+,chileno,0.836
Desaprueba,55 o+,demagogia,0.836
Desaprueba,55 o+,efectos,0.836
Desaprueba,35-54,cabida,0.83462
Desaprueba,35-54,catástrofe,0.83462
Desaprueba,35-54,declarar,0.83462
Desaprueba,35-54,enfermándose,0.83462
Desaprueba,35-54,escuchar,0.83462
Desaprueba,35-54,liberan,0.83462
Desaprueba,35-54,pasar,0.83462
Desaprueba,35-54,reclaman,0.83462
Desaprueba,35-54,sirve,0.83462
Desaprueba,35-54,suelos,0.83462
Desaprueba,35-54,tomar,0.83462
Desaprueba,35-54,curso,0.83262
Desaprueba,35-54,descontiado,0.83262
Desaprueba,35-54,filo,0.83262
Desaprueba,35-54,ocaciones,0.83262
Desaprueba,35-54,venian,0.83262
Desaprueba,18-34,ofreció,0.83218
Desaprueba,18-34,pùblicas,0.83076
Desaprueba,18-34,semane,0.83076
Desaprueba,18-34,simplemte,0.83076
Desaprueba,18-34,propuesta,0.82832
Desaprueba,35-54,40,0.82673
Desaprueba,35-54,causas,0.82673
Desaprueba,35-54,dandole,0.82673
Desaprueba,35-54,impunidad,0.82673
Desaprueba,35-54,mantiene,0.82673
Desaprueba,35-54,nespotismo,0.82673
Desaprueba,35-54,regimen,0.82673
Desaprueba,35-54,200,0.8244
Desaprueba,35-54,750,0.8244
Desaprueba,35-54,950,0.8244
Desaprueba,35-54,creia,0.8244
Desaprueba,35-54,dificil,0.8244
Desaprueba,35-54,marido,0.8244
Desaprueba,35-54,podian,0.8244
Desaprueba,35-54,postular,0.8244
Desaprueba,35-54,contradicciones,0.82429
Desaprueba,35-54,definiciones,0.82429
Desaprueba,35-54,reactivos,0.82429
Desaprueba,18-34,combate,0.8236
Desaprueba,18-34,elimiar,0.8236
Desaprueba,18-34,eliminar,0.8236
Desaprueba,18-34,firmado,0.8236
Desaprueba,18-34,matricula,0.8236
Desaprueba,18-34,pesima,0.8236
Desaprueba,18-34,raiz,0.8236
Desaprueba,35-54,coalision,0.8236
Desaprueba,35-54,consistente,0.8236
Desaprueba,18-34,gremios,0.8235
Desaprueba,18-34,genral,0.8165
Desaprueba,35-54,bajan,0.8165
Desaprueba,35-54,canasta,0.8165
Desaprueba,35-54,cemento,0.8165
Desaprueba,35-54,dolar,0.8165
Desaprueba,35-54,familiar,0.8165
Desaprueba,35-54,inflacion,0.8165
Desaprueba,35-54,kilo,0.8165
Desaprueba,35-54,ponerle,0.8165
Desaprueba,35-54,producto,0.8165
Desaprueba,35-54,sosteniendo,0.8165
Desaprueba,55 o+,ajuste,0.81483
Desaprueba,55 o+,apresurado,0.81483
Desaprueba,55 o+,desinflando,0.81483
Desaprueba,55 o+,farsante,0.81483
Desaprueba,55 o+,hospitales,0.81483
Desaprueba,55 o+,mínimo,0.81483
Desaprueba,55 o+,párte,0.81483
Desaprueba,55 o+,probres,0.81483
Desaprueba,35-54,busqueda,0.81412
Desaprueba,35-54,comunciacion,0.81412
Desaprueba,35-54,conversa,0.81412
Desaprueba,35-54,cultura,0.81412
Desaprueba,35-54,declaraciones,0.81412
Desaprueba,35-54,deuda,0.81412
Desaprueba,35-54,discurso,0.81412
Desaprueba,35-54,durara,0.81412
Desaprueba,35-54,ecologia,0.81412
Desaprueba,35-54,ecologico,0.81412
Desaprueba,35-54,emprersarial,0.81412
Desaprueba,35-54,feminismo,0.81412
Desaprueba,35-54,gasto,0.81412
Desaprueba,35-54,hipocrita,0.81412
Desaprueba,35-54,historica,0.81412
Desaprueba,35-54,inspira,0.81412
Desaprueba,35-54,llevadas,0.81412
Desaprueba,35-54,mauricio,0.81412
Desaprueba,35-54,militacion,0.81412
Desaprueba,35-54,parentezco,0.81412
Desaprueba,35-54,patas,0.81412
Desaprueba,35-54,quizo,0.81412
Desaprueba,35-54,recurso,0.81412
Desaprueba,35-54,rojas,0.81412
Desaprueba,35-54,semana,0.81412
Desaprueba,18-34,comunicacion,0.81368
Desaprueba,18-34,condiciones,0.81368
Desaprueba,55 o+,influenciando,0.8134
Desaprueba,55 o+,manejar,0.8134
Desaprueba,55 o+,minorias,0.8134
Desaprueba,55 o+,oposiciòn,0.8134
Desaprueba,55 o+,quinta,0.8134
Desaprueba,55 o+,canasta,0.81339
Desaprueba,55 o+,come,0.81339
Desaprueba,55 o+,familiar,0.81339
Desaprueba,55 o+,mire,0.81339
Desaprueba,55 o+,ofrecieron,0.81339
Desaprueba,55 o+,poblaciones,0.81339
Desaprueba,35-54,bajas,0.81294
Desaprueba,35-54,hacciendo,0.81294
Desaprueba,35-54,remuneraciones,0.81294
Desaprueba,18-34,agricultor,0.81256
Desaprueba,18-34,altiro,0.81256
Desaprueba,18-34,animales,0.81256
Desaprueba,18-34,ayudado,0.81256
Desaprueba,18-34,ayudarnos,0.81256
Desaprueba,18-34,carrera,0.81256
Desaprueba,18-34,condono,0.81256
Desaprueba,18-34,conflictiva,0.81256
Desaprueba,18-34,diferenciales,0.81256
Desaprueba,18-34,docente,0.81256
Desaprueba,18-34,educadores,0.81256
Desaprueba,18-34,estigmatizada,0.81256
Desaprueba,18-34,excluye,0.81256
Desaprueba,18-34,forestales,0.81256
Desaprueba,18-34,llegaron,0.81256
Desaprueba,18-34,lleno,0.81256
Desaprueba,18-34,miran,0.81256
Desaprueba,18-34,planteada,0.81256
Desaprueba,18-34,raro,0.81256
Desaprueba,18-34,robo,0.81256
Desaprueba,18-34,superior,0.81256
Desaprueba,18-34,capacitada,0.8094
Desaprueba,18-34,dudas,0.8094
Desaprueba,18-34,hablo,0.8094
Desaprueba,18-34,hospital,0.8094
Desaprueba,18-34,siguen,0.8094
Desaprueba,18-34,contradice,0.80676
Desaprueba,18-34,desconfianza,0.80676
Desaprueba,55 o+,desaprueba,0.79876
Desaprueba,55 o+,tinene,0.79876
Desaprueba,35-54,costera,0.79716
Desaprueba,35-54,forestacion,0.79716
Desaprueba,35-54,mediambientales,0.79716
Desaprueba,35-54,medias,0.79716
Desaprueba,35-54,nuo,0.79716
Desaprueba,35-54,acumulando,0.7952
Desaprueba,35-54,adecuada,0.7952
Desaprueba,35-54,adoptadas,0.7952
Desaprueba,35-54,canalizando,0.7952
Desaprueba,35-54,chinas,0.7952
Desaprueba,35-54,conflictos,0.7952
Desaprueba,35-54,corresponden,0.7952
Desaprueba,35-54,desarrollado,0.7952
Desaprueba,35-54,desmendro,0.7952
Desaprueba,35-54,dinero,0.7952
Desaprueba,35-54,eleccion,0.7952
Desaprueba,35-54,equipo,0.7952
Desaprueba,35-54,estilo,0.7952
Desaprueba,35-54,favorable,0.7952
Desaprueba,35-54,flujo,0.7952
Desaprueba,35-54,imagen,0.7952
Desaprueba,35-54,impacto,0.7952
Desaprueba,35-54,instalacion,0.7952
Desaprueba,35-54,limeite,0.7952
Desaprueba,35-54,mandatos,0.7952
Desaprueba,35-54,manipulador,0.7952
Desaprueba,35-54,millonrioa,0.7952
Desaprueba,35-54,ninfun,0.7952
Desaprueba,35-54,onda,0.7952
Desaprueba,35-54,oral,0.7952
Desaprueba,35-54,poblacion,0.7952
Desaprueba,35-54,publicacomo,0.7952
Desaprueba,35-54,publicos,0.7952
Desaprueba,35-54,rapido,0.7952
Desaprueba,35-54,sobervia,0.7952
Desaprueba,35-54,socioeconomico,0.7952
Desaprueba,35-54,transnacionales,0.7952
Desaprueba,35-54,venta,0.7952
Desaprueba,35-54,vision,0.7952
Desaprueba,35-54,vuelca,0.7952
Desaprueba,35-54,yarrogancia,0.7952
Desaprueba,35-54,yendo,0.7952
Desaprueba,55 o+,abeneficiar,0.79421
Desaprueba,55 o+,dedicacion,0.79421
Desaprueba,55 o+,desarmar,0.79421
Desaprueba,55 o+,emprendido,0.79421
Desaprueba,55 o+,esperaban,0.79421
Desaprueba,55 o+,favorecer,0.79421
Desaprueba,55 o+,gestor,0.79421
Desaprueba,55 o+,humanos,0.79421
Desaprueba,55 o+,llegado,0.79421
Desaprueba,55 o+,manejando,0.79421
Desaprueba,55 o+,mejores,0.79421
Desaprueba,55 o+,perjuicio,0.79421
Desaprueba,55 o+,pirotecnia,0.79421
Desaprueba,55 o+,publicitaria,0.79421
Desaprueba,55 o+,puros,0.79421
Desaprueba,55 o+,seguimos,0.79421
Desaprueba,55 o+,terminos,0.79421
Desaprueba,55 o+,tiempos,0.79421
Desaprueba,55 o+,trabajadora,0.79421
Desaprueba,55 o+,tratando,0.79421
Desaprueba,55 o+,trato,0.79421
Desaprueba,55 o+,votado,0.79421
Desaprueba,55 o+,ingeniero,0.79012
Desaprueba,55 o+,comercio,0.78994
Desaprueba,55 o+,estancadas,0.78994
Desaprueba,55 o+,ven,0.78994
Desaprueba,55 o+,ventas,0.78994
Desaprueba,18-34,comuna,0.78823
Desaprueba,18-34,factor,0.78823
Desaprueba,18-34,fuentes,0.78823
Desaprueba,18-34,haga,0.78823
Desaprueba,18-34,influido,0.78823
Desaprueba,18-34,llegado,0.78823
Desaprueba,18-34,parecer,0.78823
Desaprueba,18-34,poquito,0.78823
Desaprueba,18-34,turno,0.78823
Desaprueba,18-34,pertenecer,0.781
Desaprueba,35-54,15,0.781
Desaprueba,35-54,caras,0.781
Desaprueba,35-54,desaprobado,0.781
Desaprueba,35-54,comunicacionales,0.78086
Desaprueba,35-54,manejan,0.78086
Desaprueba,35-54,protagonismo,0.78086
Desaprueba,18-34,ofrecido,0.77833
Desaprueba,35-54,comunicacion,0.77673
Desaprueba,35-54,aprobadas,0.7739
Desaprueba,35-54,bido,0.7739
Desaprueba,35-54,delicado,0.7739
Desaprueba,35-54,expectativa,0.7739
Desaprueba,35-54,falto,0.7739
Desaprueba,35-54,paralizando,0.7739
Desaprueba,35-54,reactivacion,0.7739
Desaprueba,35-54,armadas,0.77312
Desaprueba,35-54,aumentando,0.77312
Desaprueba,35-54,carrera,0.77312
Desaprueba,35-54,conmtaminacion,0.77312
Desaprueba,35-54,contratacion,0.77312
Desaprueba,35-54,controlan,0.77312
Desaprueba,35-54,cuestion,0.77312
Desaprueba,35-54,detener,0.77312
Desaprueba,35-54,efectuaron,0.77312
Desaprueba,35-54,entran,0.77312
Desaprueba,35-54,fuerzas,0.77312
Desaprueba,35-54,ido,0.77312
Desaprueba,35-54,joven,0.77312
Desaprueba,35-54,mejora,0.77312
Desaprueba,35-54,modificación,0.77312
Desaprueba,35-54,periodo,0.77312
Desaprueba,35-54,profesional,0.77312
Desaprueba,35-54,usando,0.77312
Desaprueba,35-54,politticas,0.7726
Desaprueba,35-54,palabra,0.77217
Desaprueba,18-34,demaciada,0.76338
Desaprueba,18-34,favoritismo,0.76338
Desaprueba,18-34,antecedentes,0.76203
Desaprueba,18-34,arreglar,0.76203
Desaprueba,18-34,familiares,0.76203
Desaprueba,18-34,imperioridad,0.76203
Desaprueba,18-34,internet,0.76203
Desaprueba,18-34,mejorado,0.76203
Desaprueba,18-34,necesarias,0.76203
Desaprueba,18-34,necesarios,0.76203
Desaprueba,18-34,plazas,0.76203
Desaprueba,18-34,redes,0.76203
Desaprueba,18-34,toman,0.76203
Desaprueba,18-34,tomando,0.76203
Desaprueba,18-34,protegiendo,0.76024
Desaprueba,18-34,agregado,0.7597
Desaprueba,18-34,concepto,0.7597
Desaprueba,18-34,digamoslo,0.7597
Desaprueba,18-34,ecencial,0.7597
Desaprueba,18-34,incorporado,0.7597
Desaprueba,18-34,nacion,0.7597
Desaprueba,18-34,progresista,0.7597
Desaprueba,35-54,comitiva,0.7597
Desaprueba,55 o+,previlegiada,0.75765
Desaprueba,35-54,corrupcion,0.75626
Desaprueba,35-54,generalmente,0.75626
Desaprueba,35-54,ambicioso,0.75489
Desaprueba,35-54,atraz,0.75489
Desaprueba,35-54,comienzo,0.75489
Desaprueba,35-54,diputados,0.75489
Desaprueba,35-54,echaron,0.75489
Desaprueba,35-54,empuje,0.75489
Desaprueba,35-54,inmediato,0.75489
Desaprueba,35-54,senadores,0.75489
Desaprueba,35-54,tramite,0.75489
Desaprueba,55 o+,ambiente,0.75449
Desaprueba,55 o+,compromiso,0.75449
Desaprueba,55 o+,discurso,0.75449
Desaprueba,55 o+,distinta,0.75449
Desaprueba,55 o+,echos,0.75449
Desaprueba,55 o+,entienden,0.75449
Desaprueba,55 o+,estrictamente,0.75449
Desaprueba,55 o+,favoreces,0.75449
Desaprueba,55 o+,instituciones,0.75449
Desaprueba,55 o+,logica,0.75449
Desaprueba,55 o+,popular,0.75449
Desaprueba,55 o+,preparada,0.75449
Desaprueba,55 o+,privado,0.75449
Desaprueba,55 o+,sensibilidad,0.75449
Desaprueba,55 o+,sucediendo,0.75449
Desaprueba,35-54,totalmente,0.7526
Desaprueba,35-54,mnalo,0.75019
Desaprueba,35-54,temporera,0.75019
Desaprueba,35-54,dirige,0.74954
Desaprueba,35-54,cumpliento,0.74947
Desaprueba,35-54,dedo,0.74947
Desaprueba,35-54,escuchados,0.74947
Desaprueba,35-54,esperabamos,0.74947
Desaprueba,35-54,etan,0.74947
Desaprueba,35-54,nefasto,0.74947
Desaprueba,35-54,sol,0.74947
Desaprueba,35-54,subsidios,0.74947
Desaprueba,35-54,tapar,0.74947
Desaprueba,35-54,tratando,0.74947
Desaprueba,35-54,rigor,0.74881
Desaprueba,55 o+,2006,0.74772
Desaprueba,55 o+,acciones,0.74772
Desaprueba,55 o+,actual,0.74772
Desaprueba,55 o+,compra,0.74772
Desaprueba,55 o+,contigencias,0.74772
Desaprueba,55 o+,demaciado,0.74772
Desaprueba,55 o+,nueces,0.74772
Desaprueba,55 o+,orgullo,0.74772
Desaprueba,55 o+,privilegiada,0.74772
Desaprueba,55 o+,salio,0.74772
Desaprueba,35-54,frutos,0.7455
Desaprueba,35-54,ven,0.7455
Desaprueba,18-34,abierto,0.74497
Desaprueba,18-34,merecen,0.74497
Desaprueba,18-34,paso,0.74497
Desaprueba,18-34,altas,0.74405
Desaprueba,18-34,comparacion,0.74405
Desaprueba,18-34,correctas,0.74405
Desaprueba,18-34,expextativas,0.74405
Desaprueba,18-34,idonoas,0.74405
Desaprueba,18-34,incumplidas,0.74405
Desaprueba,18-34,parches,0.74405
Desaprueba,18-34,preguntan,0.74405
Desaprueba,18-34,siente,0.74405
Desaprueba,35-54,deberìa,0.74293
Desaprueba,35-54,laverdaesquefaltamassolidarizar,0.74293
Desaprueba,35-54,sistemas,0.74293
Desaprueba,18-34,administrativamente,0.74277
Desaprueba,18-34,comunica,0.74277
Desaprueba,18-34,comunicación,0.74277
Desaprueba,18-34,contradictorio,0.74277
Desaprueba,18-34,cultural,0.74277
Desaprueba,18-34,diofiere,0.74277
Desaprueba,18-34,evitar,0.74277
Desaprueba,18-34,gose,0.74277
Desaprueba,18-34,llegar,0.74277
Desaprueba,18-34,palabras,0.74277
Desaprueba,18-34,pienso,0.74277
Desaprueba,18-34,plasmar,0.74277
Desaprueba,18-34,tarminos,0.74277
Desaprueba,18-34,tratando,0.74277
Desaprueba,35-54,beneficia,0.73926
Desaprueba,35-54,polìticas,0.73926
Desaprueba,35-54,estudiante,0.7384
Desaprueba,35-54,estudiar,0.7384
Desaprueba,35-54,pantalones,0.7384
Desaprueba,35-54,protestas,0.7384
Desaprueba,35-54,quieren,0.7384
Desaprueba,35-54,seriedad,0.7384
Desaprueba,35-54,tonteras,0.7384
Desaprueba,55 o+,cargo,0.73817
Desaprueba,55 o+,franco,0.73817
Desaprueba,55 o+,honesto,0.73817
Desaprueba,55 o+,idonea,0.73817
Desaprueba,55 o+,mentiras,0.73817
Desaprueba,55 o+,pillado,0.73817
Desaprueba,55 o+,platea,0.73817
Desaprueba,18-34,plantear,0.73772
Desaprueba,35-54,dijoq,0.73685
Desaprueba,35-54,terminar,0.73685
Desaprueba,35-54,aprobacion,0.73623
Desaprueba,35-54,ç,0.73623
Desaprueba,35-54,cantidad,0.73623
Desaprueba,35-54,consesuar,0.73623
Desaprueba,35-54,convencerlo,0.73623
Desaprueba,35-54,demaciado,0.73623
Desaprueba,35-54,demora,0.73623
Desaprueba,35-54,dirigiendo,0.73623
Desaprueba,35-54,disciplina,0.73623
Desaprueba,35-54,droga,0.73623
Desaprueba,35-54,eno,0.73623
Desaprueba,35-54,estancados,0.73623
Desaprueba,35-54,implantacion,0.73623
Desaprueba,35-54,improvisa,0.73623
Desaprueba,35-54,impulsar,0.73623
Desaprueba,35-54,logremos,0.73623
Desaprueba,35-54,modicacion,0.73623
Desaprueba,35-54,pagados,0.73623
Desaprueba,35-54,parlamento,0.73623
Desaprueba,35-54,pilitica,0.73623
Desaprueba,35-54,qu,0.73623
Desaprueba,35-54,robo,0.73623
Desaprueba,35-54,roceso,0.73623
Desaprueba,35-54,sacando,0.73623
Desaprueba,35-54,satisfecha,0.73623
Desaprueba,35-54,segundio,0.73623
Desaprueba,35-54,teniamos,0.73623
Desaprueba,35-54,universitarios,0.73623
Desaprueba,35-54,80,0.7358
Desaprueba,35-54,actual,0.7358
Desaprueba,35-54,agosto,0.7358
Desaprueba,35-54,armas,0.7358
Desaprueba,35-54,asaltado,0.7358
Desaprueba,35-54,bienes,0.7358
Desaprueba,35-54,charlatan,0.7358
Desaprueba,35-54,devilidades,0.7358
Desaprueba,35-54,endeuda,0.7358
Desaprueba,35-54,ests,0.7358
Desaprueba,35-54,fachos,0.7358
Desaprueba,35-54,fiscalia,0.7358
Desaprueba,35-54,fuegos,0.7358
Desaprueba,35-54,habian,0.7358
Desaprueba,35-54,imaginese,0.7358
Desaprueba,35-54,ineficiencia,0.7358
Desaprueba,35-54,lentitud,0.7358
Desaprueba,35-54,linea,0.7358
Desaprueba,35-54,llego,0.7358
Desaprueba,35-54,madre,0.7358
Desaprueba,35-54,manejando,0.7358
Desaprueba,35-54,motiviarian,0.7358
Desaprueba,35-54,mueve,0.7358
Desaprueba,35-54,neoliberal,0.7358
Desaprueba,35-54,ños,0.7358
Desaprueba,35-54,objetivo,0.7358
Desaprueba,35-54,parale,0.7358
Desaprueba,35-54,pencionado,0.7358
Desaprueba,35-54,privado,0.7358
Desaprueba,35-54,quitado,0.7358
Desaprueba,35-54,reduccion,0.7358
Desaprueba,35-54,robaron,0.7358
Desaprueba,35-54,sierta,0.7358
Desaprueba,35-54,simberguensura,0.7358
Desaprueba,18-34,buscando,0.72525
Desaprueba,18-34,cercania,0.72525
Desaprueba,18-34,ciudadinia,0.72525
Desaprueba,18-34,defiende,0.72525
Desaprueba,18-34,dejado,0.72525
Desaprueba,18-34,directamente,0.72525
Desaprueba,18-34,foco,0.72525
Desaprueba,18-34,golpe,0.72525
Desaprueba,18-34,honesta,0.72525
Desaprueba,18-34,inconsecuente,0.72525
Desaprueba,18-34,ipocrita,0.72525
Desaprueba,18-34,legisla,0.72525
Desaprueba,18-34,maritimas,0.72525
Desaprueba,18-34,medioambientales,0.72525
Desaprueba,18-34,mentir,0.72525
Desaprueba,18-34,nepotismo,0.72525
Desaprueba,18-34,ocultar,0.72525
Desaprueba,18-34,perfugio,0.72525
Desaprueba,18-34,practica,0.72525
Desaprueba,18-34,principal,0.72525
Desaprueba,18-34,progreso,0.72525
Desaprueba,18-34,provoco,0.72525
Desaprueba,18-34,sigio,0.72525
Desaprueba,18-34,tendencia,0.72525
Desaprueba,35-54,administratar,0.72338
Desaprueba,35-54,alto,0.72338
Desaprueba,35-54,mejoradas,0.72338
Desaprueba,35-54,mejorado,0.72338
Desaprueba,35-54,vivienda,0.72338
Desaprueba,35-54,flaqueando,0.72287
Desaprueba,35-54,fundamental,0.72287
Desaprueba,35-54,molesta,0.72287
Desaprueba,18-34,avances,0.72191
Desaprueba,18-34,reprocesos,0.72191
Desaprueba,18-34,electorales,0.7171
Desaprueba,55 o+,autoridad,0.71607
Desaprueba,55 o+,desidnacion,0.71607
Desaprueba,55 o+,enla,0.71607
Desaprueba,55 o+,transparencia,0.71607
Desaprueba,35-54,accion,0.71587
Desaprueba,35-54,exixtencia,0.71587
Desaprueba,35-54,instrumentos,0.71587
Desaprueba,35-54,mediacion,0.71587
Desaprueba,35-54,medioambiental,0.71587
Desaprueba,35-54,medioambiente,0.71587
Desaprueba,35-54,normativa,0.71587
Desaprueba,35-54,sacrificio,0.71587
