aprobacion_presidencial,tendencia,word,n
Aprueba,Ninguno / Independiente,publica,1.90295
Aprueba,Ninguno / Independiente,recalcarle,1.90295
Aprueba,Centro Izquierda / Izquierda,poniendo,1.9028
Aprueba,Ninguno / Independiente,conducieron,1.90182
Aprueba,Ninguno / Independiente,gustan,1.90182
Aprueba,Centro Derecha / Derecha,fondo,1.90017
Aprueba,Centro Derecha / Derecha,atencion,1.90003
Aprueba,Centro,situacion,1.89931
Aprueba,Centro Izquierda / Izquierda,avance,1.8957
Aprueba,Centro Izquierda / Izquierda,puesto,1.89535
Aprueba,Centro,ordenando,1.89186
Aprueba,Centro Derecha / Derecha,positivas,1.89067
Aprueba,Centro Derecha / Derecha,iba,1.88299
Aprueba,Centro Derecha / Derecha,socialy,1.88169
Aprueba,Centro Derecha / Derecha,colegios,1.88016
Aprueba,Centro Derecha / Derecha,materia,1.87814
Aprueba,Ninguno / Independiente,cortar,1.86956
Aprueba,Ninguno / Independiente,impulso,1.86956
Aprueba,Ninguno / Independiente,tratar,1.86956
Aprueba,Centro Derecha / Derecha,normal,1.86571
Aprueba,Ninguno / Independiente,ambito,1.86261
Aprueba,Ninguno / Independiente,desempeña,1.85524
Aprueba,Centro,partido,1.84954
Aprueba,Centro Derecha / Derecha,quiero,1.84652
Aprueba,Centro,laboral,1.84365
Aprueba,Centro Izquierda / Izquierda,mejorado,1.83541
Aprueba,Centro Izquierda / Izquierda,bajado,1.83337
Aprueba,Centro Derecha / Derecha,juicio,1.83286
Aprueba,Centro Derecha / Derecha,tajantemente,1.8318
Aprueba,Centro Izquierda / Izquierda,partidos,1.83144
Aprueba,Centro Derecha / Derecha,ultimos,1.82907
Aprueba,Centro Derecha / Derecha,minuto,1.8247
Aprueba,Centro Derecha / Derecha,mundo,1.81856
Aprueba,Ninguno / Independiente,camino,1.81639
Aprueba,Ninguno / Independiente,compañia,1.81639
Aprueba,Ninguno / Independiente,completo,1.81639
Aprueba,Ninguno / Independiente,deja,1.81639
Aprueba,Ninguno / Independiente,desarrollar,1.81639
Aprueba,Ninguno / Independiente,ente,1.81639
Aprueba,Ninguno / Independiente,espacio,1.81639
Aprueba,Ninguno / Independiente,golpe,1.81639
Aprueba,Ninguno / Independiente,llegarte,1.81639
Aprueba,Ninguno / Independiente,malos,1.81639
Aprueba,Ninguno / Independiente,pair,1.81639
Aprueba,Ninguno / Independiente,puntos,1.81639
Aprueba,Ninguno / Independiente,solucionarlo,1.81639
Aprueba,Ninguno / Independiente,suerte,1.81639
Aprueba,Ninguno / Independiente,trabajai,1.81639
Aprueba,Centro Izquierda / Izquierda,casa,1.81587
Aprueba,Centro Izquierda / Izquierda,apoya,1.81424
Aprueba,Centro Izquierda / Izquierda,hombre,1.81424
Aprueba,Centro Izquierda / Izquierda,vote,1.81032
Aprueba,Ninguno / Independiente,anda,1.80745
Aprueba,Centro Izquierda / Izquierda,derecha,1.80737
Aprueba,Centro Derecha / Derecha,señora,1.8058
Aprueba,Centro Derecha / Derecha,menores,1.80471
Aprueba,Ninguno / Independiente,ejecutado,1.80409
Aprueba,Ninguno / Independiente,principio,1.80409
Aprueba,Ninguno / Independiente,propuestas,1.80409
Aprueba,Centro Derecha / Derecha,fuerza,1.80368
Aprueba,Centro Derecha / Derecha,alzas,1.80035
Aprueba,Centro Derecha / Derecha,etica,1.79841
Aprueba,Centro Derecha / Derecha,vida,1.79795
Aprueba,Centro Derecha / Derecha,depende,1.79607
Aprueba,Centro Derecha / Derecha,ven,1.79429
Aprueba,Centro Derecha / Derecha,anteriior,1.79316
Aprueba,Centro,chilenos,1.78654
Aprueba,Centro,piensa,1.78654
Aprueba,Centro,sectores,1.78654
Aprueba,Centro Derecha / Derecha,mejora,1.78562
Aprueba,Centro Derecha / Derecha,firme,1.784
Aprueba,Centro Derecha / Derecha,grande,1.78168
Aprueba,Ninguno / Independiente,conclusiones,1.78127
Aprueba,Centro Derecha / Derecha,trayectoria,1.77868
Aprueba,Centro,ordenar,1.77613
Aprueba,Centro,sistema,1.77613
Aprueba,Centro Derecha / Derecha,antecedentes,1.775
Aprueba,Centro Derecha / Derecha,penales,1.775
Aprueba,Ninguno / Independiente,cacho,1.77372
Aprueba,Ninguno / Independiente,pucha,1.77372
Aprueba,Ninguno / Independiente,verdad,1.77372
Aprueba,Centro Derecha / Derecha,favorece,1.77275
Aprueba,Centro Derecha / Derecha,comparacion,1.77125
Aprueba,Centro Izquierda / Izquierda,ayuda,1.7679
Aprueba,Centro Derecha / Derecha,moral,1.76565
Aprueba,Centro Derecha / Derecha,capacidad,1.76507
Aprueba,Ninguno / Independiente,conformarse,1.76442
Aprueba,Ninguno / Independiente,nomas,1.76442
Aprueba,Centro Derecha / Derecha,quedo,1.76245
Aprueba,Centro,responde,1.7618
Aprueba,Centro Izquierda / Izquierda,apesar,1.75352
Aprueba,Centro Izquierda / Izquierda,gustado,1.75222
Aprueba,Centro Derecha / Derecha,toma,1.74914
Aprueba,Centro Derecha / Derecha,salió,1.74392
Aprueba,Centro,ladrones,1.74229
Aprueba,Centro,rigurosos,1.74229
Aprueba,Centro Derecha / Derecha,rapido,1.74037
Aprueba,Centro Derecha / Derecha,derecho,1.7395
Aprueba,Ninguno / Independiente,cosa,1.73802
Aprueba,Ninguno / Independiente,cosas,1.73802
Aprueba,Ninguno / Independiente,empeño,1.73802
Aprueba,Ninguno / Independiente,explicar,1.73802
Aprueba,Ninguno / Independiente,grandes,1.73802
Aprueba,Ninguno / Independiente,pueod,1.73802
Aprueba,Ninguno / Independiente,reine,1.73802
Aprueba,Centro Derecha / Derecha,claridad,1.73795
Aprueba,Centro Derecha / Derecha,mueve,1.73795
Aprueba,Ninguno / Independiente,julio,1.73748
Aprueba,Ninguno / Independiente,junio,1.73748
Aprueba,Ninguno / Independiente,saco,1.73748
Aprueba,Centro Derecha / Derecha,embarrada,1.73521
Aprueba,Ninguno / Independiente,planteamiento,1.7324
Aprueba,Ninguno / Independiente,propuesta,1.7324
Aprueba,Centro Izquierda / Izquierda,sistema,1.7321
Aprueba,Centro Izquierda / Izquierda,seguridad,1.72984
Aprueba,Centro Derecha / Derecha,controlando,1.72475
Aprueba,Centro Derecha / Derecha,quie,1.72187
Aprueba,Centro Derecha / Derecha,apesar,1.72154
Aprueba,Centro Izquierda / Izquierda,personas,1.72124
Aprueba,Centro,siento,1.71727
Aprueba,Centro,usando,1.71727
Aprueba,Centro Derecha / Derecha,encontre,1.71543
Aprueba,Centro Derecha / Derecha,cumple,1.71484
Aprueba,Centro Derecha / Derecha,vivienda,1.71484
Aprueba,Centro Derecha / Derecha,gracias,1.71386
Aprueba,Centro Derecha / Derecha,pasando,1.71048
Aprueba,Centro Derecha / Derecha,ayudando,1.70982
Aprueba,Centro Derecha / Derecha,derechista,1.70478
Aprueba,Centro Derecha / Derecha,resultados,1.70248
Aprueba,Ninguno / Independiente,reelecto,1.70166
Aprueba,Ninguno / Independiente,salio,1.70166
Aprueba,Ninguno / Independiente,cumplinedo,1.6998
Aprueba,Ninguno / Independiente,mayoria,1.6998
Aprueba,Ninguno / Independiente,malas,1.69473
Aprueba,Centro Derecha / Derecha,socialismo,1.68902
Aprueba,Centro Derecha / Derecha,protestas,1.68846
Aprueba,Centro Izquierda / Izquierda,oportunidades,1.68601
Aprueba,Ninguno / Independiente,enfrentado,1.68571
Aprueba,Centro Derecha / Derecha,partes,1.68432
Aprueba,Centro Derecha / Derecha,capaz,1.68328
Aprueba,Centro Derecha / Derecha,correctas,1.6756
Aprueba,Centro Derecha / Derecha,dedicado,1.6756
Aprueba,Centro Derecha / Derecha,comparte,1.67224
Aprueba,Ninguno / Independiente,aguinaldo,1.67143
Aprueba,Ninguno / Independiente,altiro,1.67143
Aprueba,Ninguno / Independiente,crisis,1.67143
Aprueba,Ninguno / Independiente,opciones,1.67143
Aprueba,Ninguno / Independiente,paulatinos,1.67143
Aprueba,Ninguno / Independiente,tanmto,1.67143
Aprueba,Centro Derecha / Derecha,impulsa,1.67139
Aprueba,Centro Derecha / Derecha,baja,1.67092
Aprueba,Centro Derecha / Derecha,postura,1.67085
Aprueba,Ninguno / Independiente,control,1.66941
Aprueba,Centro Derecha / Derecha,entrega,1.6686
Aprueba,Centro Izquierda / Izquierda,beneficios,1.6685
Aprueba,Centro Izquierda / Izquierda,campaña,1.66752
Aprueba,Centro Derecha / Derecha,activando,1.66587
Aprueba,Centro Derecha / Derecha,tantos,1.66514
Aprueba,Centro Derecha / Derecha,reactivando,1.66228
Aprueba,Centro Derecha / Derecha,pasan,1.66172
Aprueba,Centro Derecha / Derecha,impuestos,1.6598
Aprueba,Centro Derecha / Derecha,sirve,1.65799
Aprueba,Centro Derecha / Derecha,agrada,1.65242
Aprueba,Centro Derecha / Derecha,libertad,1.65055
Aprueba,Centro Derecha / Derecha,resto,1.65005
Aprueba,Ninguno / Independiente,aceptado,1.64937
Aprueba,Ninguno / Independiente,areas,1.64937
Aprueba,Ninguno / Independiente,diferntes,1.64937
Aprueba,Ninguno / Independiente,pensamiento,1.64937
Aprueba,Centro Derecha / Derecha,internacional,1.64728
Aprueba,Centro Derecha / Derecha,policiales,1.6472
Aprueba,Centro Derecha / Derecha,invertir,1.64643
Aprueba,Centro Derecha / Derecha,problema,1.64558
Aprueba,Centro Derecha / Derecha,parecido,1.64457
Aprueba,Ninguno / Independiente,roban,1.63774
Aprueba,Ninguno / Independiente,faena,1.63531
Aprueba,Ninguno / Independiente,faeneros,1.63531
Aprueba,Ninguno / Independiente,minera,1.63531
Aprueba,Ninguno / Independiente,po,1.63531
Aprueba,Ninguno / Independiente,vivimos,1.63531
Aprueba,Centro Derecha / Derecha,entrar,1.6307
Aprueba,Centro Derecha / Derecha,quintero,1.63037
Aprueba,Centro Derecha / Derecha,salio,1.63037
Aprueba,Ninguno / Independiente,justo,1.62905
Aprueba,Centro Izquierda / Izquierda,reformas,1.62824
Aprueba,Centro Derecha / Derecha,ordenamiento,1.6188
Aprueba,Centro Izquierda / Izquierda,crecimiento,1.61707
Aprueba,Ninguno / Independiente,agricultores,1.61573
Aprueba,Ninguno / Independiente,trabajador,1.61573
Aprueba,Ninguno / Independiente,trabajor,1.61573
Aprueba,Centro Derecha / Derecha,siente,1.61433
Aprueba,Centro,ambiental,1.61199
Aprueba,Centro,area,1.61199
Aprueba,Centro,cansados,1.61199
Aprueba,Centro,control,1.61199
Aprueba,Centro,harto,1.61199
Aprueba,Centro,policial,1.61199
Aprueba,Centro,publicas,1.61199
Aprueba,Centro,relacion,1.61199
Aprueba,Centro,supone,1.61199
Aprueba,Centro,vienen,1.61199
Aprueba,Centro Derecha / Derecha,informacion,1.61176
Aprueba,Centro Izquierda / Izquierda,manejando,1.60932
Aprueba,Centro Derecha / Derecha,juventud,1.60474
Aprueba,Centro Derecha / Derecha,ejecutivo,1.60373
Aprueba,Ninguno / Independiente,ampliado,1.6032
Aprueba,Ninguno / Independiente,contado,1.6032
Aprueba,Ninguno / Independiente,informada,1.6032
Aprueba,Ninguno / Independiente,subsidios,1.6032
Aprueba,Centro Derecha / Derecha,vistos,1.60235
Aprueba,Centro Derecha / Derecha,partidario,1.59846
Aprueba,Centro Derecha / Derecha,hija,1.59702
Aprueba,Centro Derecha / Derecha,di,1.59316
Aprueba,Centro Derecha / Derecha,particular,1.5915
Aprueba,Centro Derecha / Derecha,publico,1.58902
Aprueba,Centro Derecha / Derecha,realiza,1.58853
Aprueba,Ninguno / Independiente,encuentra,1.58849
Aprueba,Ninguno / Independiente,partidario,1.58849
Aprueba,Ninguno / Independiente,poquito,1.58849
Aprueba,Ninguno / Independiente,quieren,1.58849
Aprueba,Centro Derecha / Derecha,alternativas,1.58807
Aprueba,Centro Derecha / Derecha,crisis,1.58777
Aprueba,Centro Derecha / Derecha,haciedo,1.58651
Aprueba,Centro Derecha / Derecha,chilenos,1.58648
Aprueba,Centro Izquierda / Izquierda,sociales,1.5858
Aprueba,Centro Derecha / Derecha,actual,1.5833
Aprueba,Centro Derecha / Derecha,anteriormente,1.5833
Aprueba,Centro Derecha / Derecha,estàn,1.5833
Aprueba,Centro Izquierda / Izquierda,conversaciòn,1.58305
Aprueba,Centro Izquierda / Izquierda,dispuesto,1.58305
Aprueba,Centro Izquierda / Izquierda,extremista,1.58305
Aprueba,Centro Izquierda / Izquierda,generar,1.58305
Aprueba,Centro Izquierda / Izquierda,post,1.58305
Aprueba,Centro Izquierda / Izquierda,pùblicas,1.58305
Aprueba,Centro Izquierda / Izquierda,sociedad,1.58305
Aprueba,Centro Derecha / Derecha,ultimamente,1.58068
Aprueba,Centro Derecha / Derecha,espero,1.57922
Aprueba,Centro Derecha / Derecha,violentos,1.5762
Aprueba,Centro Derecha / Derecha,subsidio,1.57542
Aprueba,Centro Derecha / Derecha,hechas,1.57307
Aprueba,Centro Derecha / Derecha,confio,1.5715
Aprueba,Centro Derecha / Derecha,inconveniente,1.5691
Aprueba,Centro Derecha / Derecha,voto,1.56647
Aprueba,Ninguno / Independiente,funcionando,1.56592
Aprueba,Ninguno / Independiente,paso,1.56592
Aprueba,Ninguno / Independiente,pedazos,1.56592
Aprueba,Ninguno / Independiente,pendiente,1.56592
Aprueba,Ninguno / Independiente,puente,1.56592
Aprueba,Ninguno / Independiente,querian,1.56592
Aprueba,Ninguno / Independiente,rios,1.56592
Aprueba,Ninguno / Independiente,tipico,1.56592
Aprueba,Ninguno / Independiente,tratado,1.56592
Aprueba,Centro Derecha / Derecha,intenciones,1.5659
Aprueba,Centro Derecha / Derecha,decirlo,1.56045
Aprueba,Centro Derecha / Derecha,planes,1.55859
Aprueba,Centro Izquierda / Izquierda,manejo,1.55858
Aprueba,Ninguno / Independiente,subiendo,1.55546
Aprueba,Centro Derecha / Derecha,pro,1.55349
Aprueba,Centro,aquejan,1.55301
Aprueba,Centro,ciudadano,1.55301
Aprueba,Centro,comfiable,1.55301
Aprueba,Centro,comun,1.55301
Aprueba,Centro,curso,1.55301
Aprueba,Centro,importante,1.55301
Aprueba,Centro Derecha / Derecha,publicos,1.55271
Aprueba,Centro Derecha / Derecha,autoridad,1.55254
Aprueba,Centro Derecha / Derecha,adelantos,1.55066
Aprueba,Centro Derecha / Derecha,promulgacion,1.54793
Aprueba,Centro Derecha / Derecha,esperanzados,1.54542
Aprueba,Ninguno / Independiente,ahy,1.54389
Aprueba,Ninguno / Independiente,artas,1.54389
Aprueba,Centro Derecha / Derecha,noce,1.54195
Aprueba,Centro Derecha / Derecha,claras,1.53904
Aprueba,Centro Derecha / Derecha,gustaba,1.5376
Aprueba,Centro Izquierda / Izquierda,subiendo,1.53663
Aprueba,Centro Derecha / Derecha,minimo,1.53633
Aprueba,Centro,llevan,1.53516
Aprueba,Centro,presidente,1.53516
Aprueba,Centro,respetarlos,1.53516
Aprueba,Ninguno / Independiente,confio,1.53502
Aprueba,Ninguno / Independiente,conocimientos,1.53502
Aprueba,Ninguno / Independiente,consecuente,1.53502
Aprueba,Ninguno / Independiente,experiencia,1.53502
Aprueba,Ninguno / Independiente,hagan,1.53502
Aprueba,Ninguno / Independiente,manejar,1.53502
Aprueba,Ninguno / Independiente,ojala,1.53502
Aprueba,Ninguno / Independiente,palabras,1.53502
Aprueba,Ninguno / Independiente,pr3ocupacion,1.53502
Aprueba,Ninguno / Independiente,puras,1.53502
Aprueba,Ninguno / Independiente,relativamente,1.53502
Aprueba,Ninguno / Independiente,genero,1.5336
Aprueba,Ninguno / Independiente,saca,1.5336
Aprueba,Centro Derecha / Derecha,subio,1.53015
Aprueba,Centro Derecha / Derecha,mercado,1.5287
Aprueba,Ninguno / Independiente,ahhhh,1.52745
Aprueba,Ninguno / Independiente,especial,1.52745
Aprueba,Ninguno / Independiente,hummm,1.52745
Aprueba,Ninguno / Independiente,ordenado,1.52745
Aprueba,Ninguno / Independiente,tranquilo,1.52745
Aprueba,Centro Derecha / Derecha,inversión,1.52695
Aprueba,Centro Derecha / Derecha,activo,1.5267
Aprueba,Centro Derecha / Derecha,modificaciones,1.52653
Aprueba,Centro Derecha / Derecha,privada,1.52548
Aprueba,Centro Derecha / Derecha,regularizar,1.52481
Aprueba,Centro Derecha / Derecha,sur,1.52401
Aprueba,Ninguno / Independiente,cumpliendo,1.5194
Aprueba,Ninguno / Independiente,diciplina,1.5194
Aprueba,Ninguno / Independiente,faltaria,1.5194
Aprueba,Ninguno / Independiente,gobernaría,1.5194
Aprueba,Ninguno / Independiente,ido,1.5194
Aprueba,Ninguno / Independiente,imposiciñon,1.5194
Aprueba,Ninguno / Independiente,sencillo,1.5194
Aprueba,Centro Derecha / Derecha,queria,1.51821
Aprueba,Centro Derecha / Derecha,hospitales,1.51794
Aprueba,Centro Derecha / Derecha,gustan,1.51754
Aprueba,Centro Derecha / Derecha,responsable,1.5169
Aprueba,Centro Derecha / Derecha,solucion,1.51629
Aprueba,Centro Derecha / Derecha,ahy,1.51564
Aprueba,Centro Derecha / Derecha,anteriores,1.51474
Aprueba,Centro Derecha / Derecha,negocios,1.5123
Aprueba,Centro Derecha / Derecha,organizacion,1.51137
Aprueba,Centro,apoyo,1.50822
Aprueba,Centro Derecha / Derecha,tirar,1.50774
Aprueba,Centro Derecha / Derecha,deberia,1.5076
Aprueba,Ninguno / Independiente,acercando,1.5074
Aprueba,Ninguno / Independiente,acuerdop,1.5074
Aprueba,Ninguno / Independiente,apertura,1.5074
Aprueba,Ninguno / Independiente,co9n,1.5074
Aprueba,Ninguno / Independiente,credito,1.5074
Aprueba,Ninguno / Independiente,hospitales,1.5074
Aprueba,Ninguno / Independiente,pro,1.5074
Aprueba,Ninguno / Independiente,pueblos,1.5074
Aprueba,Ninguno / Independiente,referente,1.5074
Aprueba,Ninguno / Independiente,sde,1.5074
Aprueba,Ninguno / Independiente,vote,1.5074
Aprueba,Ninguno / Independiente,pol,1.50415
Aprueba,Centro Derecha / Derecha,regiones,1.50266
Aprueba,Centro Derecha / Derecha,rojo,1.49908
Aprueba,Centro Derecha / Derecha,concretas,1.49531
Aprueba,Centro Derecha / Derecha,resolver,1.495
Aprueba,Centro Derecha / Derecha,pese,1.49293
Aprueba,Centro Derecha / Derecha,recursos,1.49201
Aprueba,Centro Derecha / Derecha,fondos,1.491
Aprueba,Ninguno / Independiente,ofendiendo,1.49072
Aprueba,Ninguno / Independiente,respetuoso,1.49072
Aprueba,Ninguno / Independiente,mueve,1.49006
Aprueba,Centro Derecha / Derecha,principales,1.48636
Aprueba,Ninguno / Independiente,campaña,1.4839
Aprueba,Ninguno / Independiente,coherente,1.4839
Aprueba,Ninguno / Independiente,colegios,1.4839
Aprueba,Ninguno / Independiente,hospital,1.4839
Aprueba,Ninguno / Independiente,instalando,1.4839
Aprueba,Ninguno / Independiente,llego,1.4839
Aprueba,Ninguno / Independiente,opino,1.4839
Aprueba,Ninguno / Independiente,quintero,1.4839
Aprueba,Ninguno / Independiente,ventiladores,1.4839
Aprueba,Ninguno / Independiente,viene,1.4839
Aprueba,Centro Izquierda / Izquierda,veo,1.48298
Aprueba,Ninguno / Independiente,aportado,1.47537
Aprueba,Centro Izquierda / Izquierda,funciona,1.47479
Aprueba,Ninguno / Independiente,generacion,1.46988
Aprueba,Centro Derecha / Derecha,entregaron,1.46914
Aprueba,Centro Derecha / Derecha,clara,1.46786
Aprueba,Centro Derecha / Derecha,avanzado,1.46656
Aprueba,Centro Derecha / Derecha,incremento,1.46493
Aprueba,Ninguno / Independiente,drastica,1.46464
Aprueba,Ninguno / Independiente,generando,1.46464
Aprueba,Ninguno / Independiente,instituciones,1.46464
Aprueba,Ninguno / Independiente,respaldo,1.46464
Aprueba,Centro Derecha / Derecha,explicar,1.46385
Aprueba,Centro Derecha / Derecha,cristianos,1.46121
Aprueba,Centro Derecha / Derecha,errores,1.46105
Aprueba,Centro Derecha / Derecha,sale,1.46105
Aprueba,Ninguno / Independiente,empuje,1.45899
Aprueba,Ninguno / Independiente,mujeres,1.45899
Aprueba,Ninguno / Independiente,talleres,1.45899
Aprueba,Centro Derecha / Derecha,frente,1.45855
Aprueba,Centro Derecha / Derecha,haga,1.45405
Aprueba,Centro Derecha / Derecha,identidad,1.44965
Aprueba,Centro Derecha / Derecha,simplemente,1.44965
Aprueba,Centro Derecha / Derecha,macro,1.4484
Aprueba,Centro Derecha / Derecha,competente,1.44669
Aprueba,Centro Derecha / Derecha,coas,1.44454
Aprueba,Centro Derecha / Derecha,reactivado,1.44324
Aprueba,Ninguno / Independiente,aumentando,1.43935
Aprueba,Ninguno / Independiente,salido,1.43935
Aprueba,Ninguno / Independiente,docente,1.43882
Aprueba,Ninguno / Independiente,gane,1.43882
Aprueba,Ninguno / Independiente,gracias,1.43882
Aprueba,Ninguno / Independiente,inclucion,1.43882
Aprueba,Ninguno / Independiente,motivos,1.43882
Aprueba,Ninguno / Independiente,prefiero,1.43882
Aprueba,Ninguno / Independiente,problema,1.43882
Aprueba,Ninguno / Independiente,socilaes,1.43882
Aprueba,Ninguno / Independiente,subsidio,1.43882
Aprueba,Ninguno / Independiente,viviendas,1.43882
Aprueba,Centro,coherencia,1.43877
Aprueba,Ninguno / Independiente,campo,1.43803
Aprueba,Ninguno / Independiente,encontrado,1.43803
Aprueba,Ninguno / Independiente,encontró,1.43803
Aprueba,Centro Derecha / Derecha,asiendo,1.43627
Aprueba,Ninguno / Independiente,constante,1.43326
Aprueba,Ninguno / Independiente,diferencia,1.43326
Aprueba,Ninguno / Independiente,manejo,1.43326
Aprueba,Ninguno / Independiente,ultimos,1.43326
Aprueba,Centro Derecha / Derecha,propone,1.42835
Aprueba,Centro Derecha / Derecha,invierten,1.42806
Aprueba,Ninguno / Independiente,leido,1.4271
Aprueba,Ninguno / Independiente,segùn,1.4271
Aprueba,Ninguno / Independiente,tele,1.4271
Aprueba,Centro Derecha / Derecha,proceso,1.42616
Aprueba,Centro Derecha / Derecha,sebastian,1.42586
Aprueba,Centro Izquierda / Izquierda,corto,1.425
Aprueba,Centro Izquierda / Izquierda,plazo,1.425
Aprueba,Centro Derecha / Derecha,mando,1.42312
Aprueba,Ninguno / Independiente,año,1.42209
Aprueba,Ninguno / Independiente,beneficio,1.42209
Aprueba,Ninguno / Independiente,comparacion,1.42209
Aprueba,Ninguno / Independiente,demostrando,1.42209
Aprueba,Ninguno / Independiente,documentos,1.42209
Aprueba,Ninguno / Independiente,ejecutando,1.42209
Aprueba,Ninguno / Independiente,esperemos,1.42209
Aprueba,Ninguno / Independiente,inconclusa,1.42209
Aprueba,Ninguno / Independiente,molesta,1.42209
Aprueba,Ninguno / Independiente,pase,1.42209
Aprueba,Ninguno / Independiente,quede,1.42209
Aprueba,Ninguno / Independiente,haciendolo,1.42021
Aprueba,Ninguno / Independiente,mundo,1.42021
Aprueba,Ninguno / Independiente,realidad,1.42021
Aprueba,Ninguno / Independiente,variado,1.42021
Aprueba,Centro,desempeño,1.41812
Aprueba,Centro,empresario,1.41812
Aprueba,Centro,entrevista,1.41812
Aprueba,Centro,loco,1.41812
Aprueba,Centro,sociales,1.41812
Aprueba,Centro,tipo,1.41812
Aprueba,Centro,verlo,1.41812
Aprueba,Centro Derecha / Derecha,inteligente,1.4169
Aprueba,Centro Derecha / Derecha,busca,1.41417
Aprueba,Centro Derecha / Derecha,subsidios,1.41346
Aprueba,Centro Derecha / Derecha,personalmente,1.4129
Aprueba,Ninguno / Independiente,interesa,1.40832
Aprueba,Ninguno / Independiente,caso,1.40166
Aprueba,Ninguno / Independiente,devuelvan,1.40166
Aprueba,Ninguno / Independiente,legalice,1.40166
Aprueba,Ninguno / Independiente,mejoria,1.40166
Aprueba,Ninguno / Independiente,visas,1.40166
Aprueba,Ninguno / Independiente,ciudadanos,1.40101
Aprueba,Ninguno / Independiente,consultorio,1.40101
Aprueba,Ninguno / Independiente,demas,1.40101
Aprueba,Ninguno / Independiente,ejecutar,1.40101
Aprueba,Ninguno / Independiente,pensamientos,1.40101
Aprueba,Centro Derecha / Derecha,requiere,1.39966
Aprueba,Centro,arreglado,1.3987
Aprueba,Centro,arreglar,1.3987
Aprueba,Centro,jubilacion,1.3987
Aprueba,Centro,quierre,1.3987
Aprueba,Ninguno / Independiente,creando,1.39802
Aprueba,Ninguno / Independiente,pueblo,1.39802
Aprueba,Ninguno / Independiente,rapidez,1.39766
Aprueba,Ninguno / Independiente,administre,1.39179
Aprueba,Ninguno / Independiente,candidatos,1.39179
Aprueba,Ninguno / Independiente,comunista,1.39179
Aprueba,Ninguno / Independiente,estariamos,1.39179
Aprueba,Ninguno / Independiente,gustaba,1.39179
Aprueba,Ninguno / Independiente,negocios,1.39179
Aprueba,Ninguno / Independiente,unico,1.39179
Aprueba,Centro Derecha / Derecha,emprender,1.39067
Aprueba,Centro Derecha / Derecha,fomenta,1.38691
Aprueba,Centro Derecha / Derecha,desempeño,1.38575
Aprueba,Centro Derecha / Derecha,estudiar,1.38575
Aprueba,Centro Derecha / Derecha,parecer,1.38575
Aprueba,Centro Derecha / Derecha,trato,1.37928
Aprueba,Centro Derecha / Derecha,deuda,1.37772
Aprueba,Ninguno / Independiente,condicionales,1.37098
Aprueba,Ninguno / Independiente,gustando,1.37098
Aprueba,Ninguno / Independiente,hbian,1.37098
Aprueba,Ninguno / Independiente,percepcion,1.37098
Aprueba,Ninguno / Independiente,quedar,1.37098
Aprueba,Ninguno / Independiente,reactivar,1.37098
Aprueba,Ninguno / Independiente,tencgo,1.37098
Aprueba,Centro Izquierda / Izquierda,apruebo,1.3701
Aprueba,Ninguno / Independiente,familias,1.36817
Aprueba,Ninguno / Independiente,fortaleciendo,1.36817
Aprueba,Ninguno / Independiente,rural,1.36817
Aprueba,Ninguno / Independiente,turistico,1.36817
Aprueba,Ninguno / Independiente,urbano,1.36817
Aprueba,Ninguno / Independiente,aguas,1.36769
Aprueba,Ninguno / Independiente,arto,1.36769
Aprueba,Ninguno / Independiente,regale,1.36769
Aprueba,Ninguno / Independiente,tierras,1.36769
Aprueba,Centro Derecha / Derecha,conocimiento,1.3629
Aprueba,Centro Derecha / Derecha,izquierdista,1.36278
Aprueba,Centro Derecha / Derecha,honesto,1.36175
Aprueba,Ninguno / Independiente,jovenes,1.3561
Aprueba,Ninguno / Independiente,preocupado,1.3561
Aprueba,Ninguno / Independiente,informa,1.35093
Aprueba,Ninguno / Independiente,esprisito,1.34527
Aprueba,Ninguno / Independiente,documento,1.33726
Aprueba,Ninguno / Independiente,estatus,1.33726
Aprueba,Ninguno / Independiente,facilidad,1.33726
Aprueba,Ninguno / Independiente,recien,1.33726
Aprueba,Ninguno / Independiente,surgir,1.33726
Aprueba,Ninguno / Independiente,ultimas,1.33726
Aprueba,Ninguno / Independiente,desconformidad,1.3348
Aprueba,Ninguno / Independiente,tewngo,1.3348
Aprueba,Ninguno / Independiente,cabo,1.33397
Aprueba,Ninguno / Independiente,idea,1.33397
Aprueba,Ninguno / Independiente,llavando,1.33397
Aprueba,Ninguno / Independiente,rie,1.33397
Aprueba,Centro Derecha / Derecha,reactivar,1.33229
Aprueba,Centro Izquierda / Izquierda,directo,1.32632
Aprueba,Centro Izquierda / Izquierda,ejecutivo,1.32632
Aprueba,Centro Izquierda / Izquierda,lider,1.32632
Aprueba,Ninguno / Independiente,estudiando,1.32273
Aprueba,Ninguno / Independiente,preocuopa,1.32273
Aprueba,Centro Derecha / Derecha,estudios,1.32188
Aprueba,Centro Derecha / Derecha,mentalidad,1.3214
Aprueba,Centro,baja,1.3206
Aprueba,Centro,inflacion,1.3206
Aprueba,Centro,marchando,1.3206
Aprueba,Centro Derecha / Derecha,puedan,1.3206
Aprueba,Centro,anbiente,1.31789
Aprueba,Centro,prente,1.31789
Aprueba,Centro,preocupa,1.31789
Aprueba,Centro,preocupando,1.31789
Aprueba,Centro,tods,1.31789
