zona,tendencia,edad,sexo,aprobacion_presidencial,word,peso
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,tenia,1.92835
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,tirn,1.45821
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,tiro,1.5691
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,título,1.60245
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,tomadas,1.45821
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,veo,3.20481
Regiones,Ninguno / Independiente,55 o+,Mujer,Desaprueba,yendo,1.15224
Santiago,Centro,18-34,Hombre,Aprueba,99,2.1791400000000003
Santiago,Centro,18-34,Hombre,Aprueba,activacion,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,agencia,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,aprueba,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,bastantes,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,beneficios,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,clase,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,coincidencia,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,cosa,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,desempeño,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,economia,9.30622
Santiago,Centro,18-34,Hombre,Aprueba,educacion,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,empresario,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,entrevista,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,escuchado,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,fundamentamente,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,generar,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,gestion,2.56122
Santiago,Centro,18-34,Hombre,Aprueba,gobierno,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,ideas,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,inmigracion,3.70432
Santiago,Centro,18-34,Hombre,Aprueba,interesa,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,loco,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,manejo,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,media,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,medidas,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,mejorar,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,ministro,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,opinion,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,orden,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,ordenar,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,país,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,partes,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,pasa,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,población,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,pórque,1.1431
Santiago,Centro,18-34,Hombre,Aprueba,proyeccion,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,proyecto,3.70214
Santiago,Centro,18-34,Hombre,Aprueba,reformas,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,sociales,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,tipo,1.41812
Santiago,Centro,18-34,Hombre,Aprueba,tomados,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,tratando,1.14092
Santiago,Centro,18-34,Hombre,Aprueba,tributaria,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,valores,1.03604
Santiago,Centro,18-34,Hombre,Aprueba,verlo,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,actos,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,ambito,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,aparte,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,aprobadas,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,armadas,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,asesorado,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,campaña,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,candidato,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,causales,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,concuerdo,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,conflicto,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,consumo,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,corrupcion,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,cumpla,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,cumplidas,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,cumpliendo,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,cumplir,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,darle,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,delincuencia,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,discurso,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,distrubucion,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,economia,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,educacion,2.07208
Santiago,Centro,18-34,Hombre,Desaprueba,etica,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,falta,2.28402
Santiago,Centro,18-34,Hombre,Desaprueba,fuerzas,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,ganancias,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,gobierno,2.2862
Santiago,Centro,18-34,Hombre,Desaprueba,gratuidad,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,incoerencia,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,incumplida,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,indultos,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,interes,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,involucrados,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,jubilacion,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,legislativos,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,libertad,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,manejo,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,mediatico,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,miembros,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,mientra,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,minimo,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,modelo,2.07208
Santiago,Centro,18-34,Hombre,Desaprueba,na,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,nuna,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,particular,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,partio,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,pensamiento,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,pequeña,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,piñera,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,poblacion,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,porcentaje,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,principales,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,prinicipalmente,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,privatuizacion,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,procesos,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,prohibicion,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,promesas,3.5972600000000003
Santiago,Centro,18-34,Hombre,Desaprueba,propuestas,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,razon,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,realizaron,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,rechazar,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,rechazo,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,reformas,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,resolviendo,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,sacrificio,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,salud,1.14092
Santiago,Centro,18-34,Hombre,Desaprueba,siento,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,sonando,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,sueldos,1.03604
Santiago,Centro,18-34,Hombre,Desaprueba,trasparencia,1.1431
Santiago,Centro,18-34,Hombre,Desaprueba,tributaria,1.41812
Santiago,Centro,18-34,Hombre,Desaprueba,zona,1.14092
Santiago,Centro,18-34,Mujer,Aprueba,afuera,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,beneficio,1.09133
Santiago,Centro,18-34,Mujer,Aprueba,creciendo,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,cuentas,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,deuda,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,economia,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,embarrada,1.2354
Santiago,Centro,18-34,Mujer,Aprueba,estancado,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,grande,1.2354
Santiago,Centro,18-34,Mujer,Aprueba,ideas,1.71727
Santiago,Centro,18-34,Mujer,Aprueba,inmigracion,1.09133
Santiago,Centro,18-34,Mujer,Aprueba,mandado,1.2354
Santiago,Centro,18-34,Mujer,Aprueba,nuevamente,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,organizando,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,poniendo,1.09944
Santiago,Centro,18-34,Mujer,Aprueba,siento,1.71727
Santiago,Centro,18-34,Mujer,Aprueba,usando,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,clase,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,dando,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,desapruebo,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,discurso,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,empresariado,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,enfocadas,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,enfocado,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,enfoque,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,equivoco,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,escuchando,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,familia,2.19888
Santiago,Centro,18-34,Mujer,Desaprueba,fondo,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,gestion,1.09133
Santiago,Centro,18-34,Mujer,Desaprueba,gobierno,2.19888
Santiago,Centro,18-34,Mujer,Desaprueba,gusta,1.09133
Santiago,Centro,18-34,Mujer,Desaprueba,iba,2.19888
Santiago,Centro,18-34,Mujer,Desaprueba,inconcecuente,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,junaeb,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,junji,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,leyes,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,masm,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,niños,2.19888
Santiago,Centro,18-34,Mujer,Desaprueba,organismos,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,personas,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,pertenezcvo,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,plata,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,presentando,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,proyecto,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,pueblo,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,quita,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,quite,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,representa,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,siento,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,social,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,socil,1.71727
Santiago,Centro,18-34,Mujer,Desaprueba,solicitudes,1.2354
Santiago,Centro,18-34,Mujer,Desaprueba,supone,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,velar,1.09944
Santiago,Centro,18-34,Mujer,Desaprueba,ven,1.2354
Santiago,Centro,35-54,Hombre,Aprueba,abanderizado,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,calidad,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,camino,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,coherencia,1.43877
Santiago,Centro,35-54,Hombre,Aprueba,cosa,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,crecer,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,desarrollo,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,distador,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,economia,8.74962
Santiago,Centro,35-54,Hombre,Aprueba,estabilidad,1.87794
Santiago,Centro,35-54,Hombre,Aprueba,gobierno,1.87334
Santiago,Centro,35-54,Hombre,Aprueba,humilde,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,inversionista,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,llevando,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,manejar,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,manejo,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,opiniones,1.065
Santiago,Centro,35-54,Hombre,Aprueba,optimismo,1.065
Santiago,Centro,35-54,Hombre,Aprueba,ordenando,1.065
Santiago,Centro,35-54,Hombre,Aprueba,partido,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,politica,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,reactivando,1.065
Santiago,Centro,35-54,Hombre,Aprueba,situaciones,1.065
Santiago,Centro,35-54,Hombre,Aprueba,toma,1.065
Santiago,Centro,35-54,Hombre,Aprueba,tranquilidad,1.43877
Santiago,Centro,35-54,Hombre,Aprueba,transparencia,0.81294
Santiago,Centro,35-54,Hombre,Aprueba,ve,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,visto,1.0604
Santiago,Centro,35-54,Hombre,Aprueba,yendo,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,avances,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,avanzado,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,bajas,0.81294
Santiago,Centro,35-54,Hombre,Desaprueba,claras,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,construyendo,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,cosa,0.81294
Santiago,Centro,35-54,Hombre,Desaprueba,costado,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,desarmando,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,diferencia,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,economia,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,empleo,0.81294
Santiago,Centro,35-54,Hombre,Desaprueba,encontrar,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,estmamos,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,experiencia,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,gobierno,2.1208
Santiago,Centro,35-54,Hombre,Desaprueba,grupo,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,hacciendo,0.81294
Santiago,Centro,35-54,Hombre,Desaprueba,intelectual,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,laboral,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,piñera,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,posiciones,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,problemas,1.43877
Santiago,Centro,35-54,Hombre,Desaprueba,remuneraciones,0.81294
Santiago,Centro,35-54,Hombre,Desaprueba,seguir,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,valorico,1.065
Santiago,Centro,35-54,Hombre,Desaprueba,veo,1.0604
Santiago,Centro,35-54,Hombre,Desaprueba,ves,1.065
Santiago,Centro,35-54,Mujer,Aprueba,1er,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,actuando,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,candidatura,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,chile,1.87703
Santiago,Centro,35-54,Mujer,Aprueba,comparacion,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,confianza,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,consideracion,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,crecimiento,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,criminalidad,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,delincuencia,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,diversas,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,economia,1.87703
Santiago,Centro,35-54,Mujer,Aprueba,educacion,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,ejecutivo,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,empresariado,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,fe,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,forma,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,generado,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,gobierno,3.60245
Santiago,Centro,35-54,Mujer,Aprueba,gusta,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,gusto,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,inmigracion,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,inplementando,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,inplementandoy,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,intentando,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,inversionista,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,ladrones,1.74229
Santiago,Centro,35-54,Mujer,Aprueba,leyes,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,manejado,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,mantener,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,mantiene,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,mejorara,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,meses,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,mini,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,moderacion,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,mostratado,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,opiniones,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,piñera,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,politica,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,preocupado,1.01432
Santiago,Centro,35-54,Mujer,Aprueba,presupuesto,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,problemas,0.86271
Santiago,Centro,35-54,Mujer,Aprueba,promesas,1.1431
Santiago,Centro,35-54,Mujer,Aprueba,proyecto,1.01432
