aprobacion_presidencial,word,n
Desaprueba,invierno,1.5691
Desaprueba,quito,1.5691
Desaprueba,tiro,1.5691
Desaprueba,malos,1.55896
Desaprueba,desaprobarlo,1.55546
Desaprueba,explico,1.55546
Desaprueba,sufrago,1.55546
Desaprueba,50,1.55301
Desaprueba,8000,1.55301
Desaprueba,antiguedad,1.55301
Desaprueba,casado,1.55301
Desaprueba,concretan,1.55301
Desaprueba,cortan,1.55301
Desaprueba,cumpli,1.55301
Desaprueba,dirigente,1.55301
Desaprueba,empezaron,1.55301
Desaprueba,esposa,1.55301
Desaprueba,fantasía,1.55301
Desaprueba,miseria,1.55301
Desaprueba,pagaron,1.55301
Desaprueba,perdiendo,1.55301
Desaprueba,proteccion,1.55301
Desaprueba,pudimos,1.55301
Desaprueba,razón,1.55301
Desaprueba,recibir,1.55301
Desaprueba,regia,1.55301
Desaprueba,vulnerables,1.55301
Desaprueba,talca,1.55021
Desaprueba,géneros,1.54592
Desaprueba,valdivia,1.54455
Desaprueba,bajamos,1.54389
Desaprueba,taza,1.54389
Desaprueba,150,1.53578
Desaprueba,doy,1.53578
Desaprueba,ùltimos,1.53578
Desaprueba,aprovechamientos,1.53502
Desaprueba,constitucional,1.53502
Desaprueba,elbulling,1.53502
Desaprueba,empezar,1.53502
Desaprueba,incuso,1.53502
Desaprueba,modificar,1.53502
Desaprueba,servicio,1.53502
Desaprueba,disminuyendo,1.53402
Desaprueba,cesfam,1.5336
Desaprueba,medica,1.5336
Desaprueba,estadista,1.53318
Desaprueba,pesimo,1.52792
Desaprueba,brecha,1.52049
Desaprueba,200.000,1.5194
Desaprueba,alimentos,1.5194
Desaprueba,nadien,1.5194
Desaprueba,verdaderamente,1.5194
Desaprueba,viven,1.5194
Desaprueba,actuar,1.51442
Desaprueba,concon,1.50978
Desaprueba,despido,1.5097
Desaprueba,extrema,1.5092
Desaprueba,horribles,1.5092
Desaprueba,dueños,1.50898
Desaprueba,argentina,1.50847
Desaprueba,amentas,1.50802
Desaprueba,escolares,1.50802
Desaprueba,administratacion,1.50415
Desaprueba,ala,1.50415
Desaprueba,ancianos,1.50415
Desaprueba,dabeneficio,1.50415
Desaprueba,evidente,1.50415
Desaprueba,expulsion,1.50415
Desaprueba,hablaron,1.50415
Desaprueba,infancia,1.50415
Desaprueba,inmediata,1.50415
Desaprueba,privadas,1.50415
Desaprueba,terminado,1.50415
Desaprueba,humanidad,1.48843
Desaprueba,mejorado,1.48541
Desaprueba,anexo,1.4839
Desaprueba,contratan,1.4839
Desaprueba,contrato,1.4839
Desaprueba,rabia,1.4839
Desaprueba,superior,1.47598
Desaprueba,mencionaba,1.47537
Desaprueba,afo,1.46988
Desaprueba,comprometyiop,1.46988
Desaprueba,desastroza,1.46845
Desaprueba,directores,1.46845
Desaprueba,formulado,1.46845
Desaprueba,iniciativas,1.46845
Desaprueba,nombrado,1.46845
Desaprueba,entrega,1.46464
Desaprueba,peru,1.46464
Desaprueba,tecnicismo,1.46464
Desaprueba,tiran,1.46464
Desaprueba,cabify,1.4626
Desaprueba,uber,1.4626
Desaprueba,ambitos,1.45821
Desaprueba,tirn,1.45821
Desaprueba,tomadas,1.45821
Desaprueba,centrado,1.4505
Desaprueba,bajado,1.44395
Desaprueba,corruptos,1.43935
Desaprueba,esconder,1.43935
Desaprueba,genera,1.43935
Desaprueba,represion,1.43935
Desaprueba,segmentada,1.43935
Desaprueba,sur,1.43935
Desaprueba,aporta,1.43882
Desaprueba,concimiento,1.43882
Desaprueba,considerable,1.43882
Desaprueba,elevado,1.43882
Desaprueba,menejando,1.43882
Desaprueba,pàra,1.43882
Desaprueba,popularmente,1.43882
Desaprueba,queesta,1.43882
Desaprueba,seriamente,1.43882
Desaprueba,sorprendente,1.43882
Desaprueba,talla,1.43882
Desaprueba,tinca,1.43882
Desaprueba,urgentes,1.43882
Desaprueba,vendiendo,1.43882
Desaprueba,escuelas,1.43689
Desaprueba,manifiestan,1.43689
Desaprueba,noi,1.43689
Desaprueba,violencia,1.43689
Desaprueba,chileno,1.43341
Desaprueba,demostrado,1.43003
Desaprueba,inyeccion,1.42952
Desaprueba,ponga,1.42952
Desaprueba,futuro,1.42889
Desaprueba,tomando,1.42545
Desaprueba,decepciona,1.42209
Desaprueba,consumo,1.41812
Desaprueba,involucrados,1.41812
Desaprueba,mediatico,1.41812
Desaprueba,miembros,1.41812
Desaprueba,mientra,1.41812
Desaprueba,prohibicion,1.41812
Desaprueba,gasta,1.41697
Desaprueba,llama,1.41658
Desaprueba,simpatizado,1.41562
Desaprueba,ayudadando,1.4129
Desaprueba,casta,1.4129
Desaprueba,polìticos,1.4129
Desaprueba,efectividad,1.40832
Desaprueba,peticiones,1.40832
Desaprueba,relleno,1.40832
Desaprueba,requerimientos,1.40832
Desaprueba,salarial,1.40832
Desaprueba,emperando,1.4058
Desaprueba,materi,1.4058
Desaprueba,profundos,1.4058
Desaprueba,enfocarse,1.40166
Desaprueba,fallado,1.40166
Desaprueba,google,1.40166
Desaprueba,par,1.40166
Desaprueba,sondea,1.40166
Desaprueba,fizcalisacion,1.40101
Desaprueba,hacerse,1.40101
Desaprueba,obligaran,1.40101
Desaprueba,responsable,1.40101
Desaprueba,toamndo,1.40101
Desaprueba,ue,1.40027
Desaprueba,clara,1.3987
Desaprueba,demedro,1.39802
Desaprueba,desampara,1.39802
Desaprueba,prr,1.39802
Desaprueba,puchuncabi,1.39802
Desaprueba,vetana,1.39802
Desaprueba,cartera,1.39766
Desaprueba,pro,1.39766
Desaprueba,accesible,1.39709
Desaprueba,capiltalistas,1.39709
Desaprueba,asiendo,1.39179
Desaprueba,corremos,1.39179
Desaprueba,desempeña,1.39179
Desaprueba,entrando,1.39179
Desaprueba,riesgo,1.39179
Desaprueba,tiende,1.39179
Desaprueba,universidades,1.39179
Desaprueba,compromisos,1.3916
Desaprueba,ejecutar,1.3916
Desaprueba,asuntos,1.3887
Desaprueba,líder,1.3887
Desaprueba,presidenta,1.3848
Desaprueba,dejar,1.38107
Desaprueba,negando,1.38107
Desaprueba,2019,1.37773
Desaprueba,aumentarle,1.37773
Desaprueba,minimiza,1.37773
Desaprueba,masivos,1.37702
Desaprueba,harian,1.37273
Desaprueba,nombres,1.36156
Desaprueba,cariño,1.3561
Desaprueba,gana,1.3561
Desaprueba,centro,1.34202
Desaprueba,centraliza,1.3419
Desaprueba,lados,1.3419
Desaprueba,ocurren,1.3419
Desaprueba,aprovado,1.33883
Desaprueba,civil,1.33883
Desaprueba,gstion,1.33883
Desaprueba,union,1.33883
Desaprueba,arta,1.33726
Desaprueba,comunal,1.33726
Desaprueba,encuientro,1.33726
Desaprueba,financiamiento,1.33726
Desaprueba,hacienda,1.33726
Desaprueba,hiso,1.33726
Desaprueba,tampoc,1.33726
Desaprueba,valores,1.33726
Desaprueba,cumplie,1.33655
Desaprueba,peometido,1.33655
Desaprueba,incomodida,1.33507
Desaprueba,angente,1.33427
Desaprueba,dituativo,1.33427
Desaprueba,paralizados,1.33427
Desaprueba,prolijidad,1.33427
Desaprueba,quta,1.33427
Desaprueba,arregle,1.33397
Desaprueba,asaltas,1.33397
Desaprueba,cuidadania,1.33397
Desaprueba,cuidadano,1.33397
Desaprueba,gallina,1.33397
Desaprueba,robas,1.33397
Desaprueba,tranquila,1.33397
Desaprueba,auracania,1.33119
Desaprueba,aprovando,1.32979
Desaprueba,conforme,1.3277
Desaprueba,enrealidad,1.3277
Desaprueba,claros,1.32709
Desaprueba,limite,1.32709
Desaprueba,presiones,1.32684
Desaprueba,programatica,1.32684
Desaprueba,bolsas,1.32273
Desaprueba,eliminaciòn,1.32273
Desaprueba,empezamos,1.32273
Desaprueba,gustaria,1.32273
Desaprueba,opcion,1.32273
Desaprueba,simpre,1.32273
Desaprueba,codigo,1.31959
Desaprueba,especifico,1.31959
Desaprueba,ingresen,1.31959
Desaprueba,pasan,1.31959
Desaprueba,profesion,1.31959
Desaprueba,relidad,1.31959
Desaprueba,sanitario,1.31959
Desaprueba,tent,1.31959
Desaprueba,cosas,1.31789
Desaprueba,desaga,1.31789
Desaprueba,suserora,1.31789
Desaprueba,proceso,1.31409
Desaprueba,competir,1.3135
Desaprueba,epagar,1.3135
Desaprueba,interesado,1.3135
Desaprueba,pongan,1.3135
Desaprueba,pymes,1.3135
Desaprueba,alas,1.31207
Desaprueba,cortando,1.31207
Desaprueba,asaltados,1.31149
Desaprueba,circo,1.31149
Desaprueba,equivocacion,1.31149
Desaprueba,incluyendo,1.31149
Desaprueba,nefasta,1.31149
Desaprueba,pan,1.31149
Desaprueba,pèsimo,1.31149
Desaprueba,reaccion,1.31149
Desaprueba,romano,1.31149
Desaprueba,sacandole,1.31149
Desaprueba,sobredemanda,1.31149
Desaprueba,vecinos,1.31149
Desaprueba,reduccion,1.30712
Desaprueba,allegados,1.3064
Desaprueba,asegura,1.3064
Desaprueba,atenciòn,1.3064
Desaprueba,bajar,1.3064
Desaprueba,bota,1.3064
Desaprueba,caros,1.3064
Desaprueba,chico,1.3064
Desaprueba,comer,1.3064
Desaprueba,cuestan,1.3064
Desaprueba,lucas,1.3064
Desaprueba,ocupan,1.3064
Desaprueba,orden,1.3064
Desaprueba,pùblico,1.3064
Desaprueba,rico,1.3064
Desaprueba,surge,1.3064
Desaprueba,venir,1.3064
Desaprueba,machacando,1.30049
Desaprueba,seguirlos,1.30049
Desaprueba,charlas,1.299
Desaprueba,chicas,1.299
Desaprueba,ejercer,1.299
Desaprueba,enviadas,1.299
Desaprueba,problematica,1.299
Desaprueba,reajuste,1.299
Desaprueba,reuniones,1.299
Desaprueba,ultimas,1.299
Desaprueba,beneficiaria,1.2851
Desaprueba,motivo,1.27849
Desaprueba,disminuir,1.27364
Desaprueba,desaparecer,1.26759
Desaprueba,manufactura,1.26759
Desaprueba,asesores,1.26278
Desaprueba,mandos,1.26278
Desaprueba,flecos,1.2567
Desaprueba,pa,1.2567
Desaprueba,critico,1.251
Desaprueba,ene,1.251
Desaprueba,locomocion,1.251
Desaprueba,debida,1.2361
Desaprueba,impresion,1.2361
Desaprueba,informaciones,1.2361
Desaprueba,masm,1.2354
Desaprueba,solicitudes,1.2354
Desaprueba,viejos,1.23213
Desaprueba,auto,1.22872
Desaprueba,caida,1.22872
Desaprueba,comprar,1.22872
Desaprueba,ipc,1.22872
Desaprueba,restricciones,1.22872
Desaprueba,riesgos,1.22872
Desaprueba,subida,1.22872
Desaprueba,roba,1.2284
Desaprueba,350.000,1.2212
Desaprueba,abiertas,1.2212
Desaprueba,alhue,1.2212
Desaprueba,explicando,1.2212
Desaprueba,fuente,1.2212
Desaprueba,ganen,1.2212
Desaprueba,gusto,1.2212
Desaprueba,inero,1.2212
Desaprueba,medico,1.2212
Desaprueba,meto,1.2212
Desaprueba,molestado,1.2212
Desaprueba,on,1.2212
Desaprueba,opiniones,1.2212
Desaprueba,porue,1.2212
Desaprueba,puertas,1.2212
Desaprueba,recivben,1.2212
Desaprueba,resultado,1.2212
Desaprueba,rrevien,1.2212
Desaprueba,subieron,1.2212
Desaprueba,meterse,1.21835
Desaprueba,metiendo,1.21835
Desaprueba,conflictyos,1.21432
Desaprueba,agregar,1.2141
Desaprueba,decicible,1.2141
Desaprueba,favorecido,1.2141
Desaprueba,insconstante,1.2141
Desaprueba,ipoquitativo,1.2141
Desaprueba,matre,1.2141
Desaprueba,secuente,1.2141
Desaprueba,venga,1.2141
Desaprueba,ma,1.20341
Desaprueba,repunta,1.1999
Desaprueba,casen,1.19853
Desaprueba,hombres,1.19853
Desaprueba,sno,1.19853
Desaprueba,gracia,1.19337
Desaprueba,quisiero,1.19337
Desaprueba,señora,1.19337
Desaprueba,èl,1.18826
Desaprueba,inclinaria,1.18826
Desaprueba,conocimiento,1.18752
Desaprueba,generar,1.18752
Desaprueba,lagunos,1.18752
Desaprueba,raja,1.18752
Desaprueba,insiste,1.1857
Desaprueba,menciona,1.1857
Desaprueba,capaz,1.17884
Desaprueba,division,1.17884
Desaprueba,larga,1.17884
Desaprueba,medida,1.17884
Desaprueba,todabia,1.17884
Desaprueba,atràs,1.1786
Desaprueba,bolsillos,1.1786
Desaprueba,llenandole,1.1786
Desaprueba,detendria,1.17434
Desaprueba,disparidad,1.17434
Desaprueba,trayectos,1.17434
Desaprueba,autoritario,1.1715
Desaprueba,equivocaciones,1.1644
Desaprueba,sinverguenzas,1.1585
Desaprueba,asesoramiento,1.1575
Desaprueba,construccion,1.1575
Desaprueba,desacreditas,1.1575
Desaprueba,estricto,1.1575
Desaprueba,existido,1.1575
Desaprueba,favoreciendo,1.1575
Desaprueba,feriados,1.1575
Desaprueba,implementado,1.1575
Desaprueba,item,1.1575
Desaprueba,libertades,1.1575
Desaprueba,obreros,1.1575
Desaprueba,ocultamiento,1.1575
Desaprueba,público,1.1575
Desaprueba,quisas,1.1575
Desaprueba,tome,1.1575
Desaprueba,transporte,1.1575
Desaprueba,vacaciones,1.1575
Desaprueba,estudio,1.1573
Desaprueba,poe,1.1573
Desaprueba,trbajo,1.1573
Desaprueba,14,1.15224
Desaprueba,disconforme,1.15224
Desaprueba,menores,1.15224
Desaprueba,ayudando,1.14336
Desaprueba,ayude,1.14336
Desaprueba,chiele,1.14336
Desaprueba,aprobaron,1.1431
Desaprueba,clasificacion,1.1431
Desaprueba,incumplida,1.1431
Desaprueba,legislativos,1.1431
Desaprueba,limites,1.1431
Desaprueba,precsoiines,1.1431
Desaprueba,procesos,1.1431
Desaprueba,realizaron,1.1431
Desaprueba,respalden,1.1431
Desaprueba,serios,1.1431
Desaprueba,sonando,1.1431
Desaprueba,stres,1.1431
Desaprueba,tiranioa,1.1431
Desaprueba,trasparencia,1.1431
Desaprueba,actos,1.14092
Desaprueba,causales,1.14092
Desaprueba,distrubucion,1.14092
Desaprueba,incoerencia,1.14092
Desaprueba,na,1.14092
Desaprueba,nuna,1.14092
Desaprueba,prinicipalmente,1.14092
Desaprueba,privatuizacion,1.14092
Desaprueba,rechazar,1.14092
Desaprueba,rechazo,1.14092
Desaprueba,resolviendo,1.14092
Desaprueba,dirigido,1.136
Desaprueba,rige,1.136
Desaprueba,124,1.13367
Desaprueba,actuales,1.13367
Desaprueba,alimenticia,1.13367
Desaprueba,decirle,1.13367
Desaprueba,estoyviviendo,1.13367
Desaprueba,estudiando,1.13367
Desaprueba,laque,1.13367
Desaprueba,pendiente,1.13367
Desaprueba,postularon,1.13367
Desaprueba,recibo,1.13367
Desaprueba,sabria,1.13367
Desaprueba,separado,1.13367
Desaprueba,situcaion,1.13367
Desaprueba,situcion,1.13367
Desaprueba,comunes,1.1294
Desaprueba,reparticiones,1.1294
Desaprueba,vienes,1.1294
Desaprueba,busca,1.1289
Desaprueba,consenso,1.1289
Desaprueba,encuestas,1.1289
Desaprueba,guia,1.1289
Desaprueba,intervienen,1.1289
Desaprueba,policias,1.1289
Desaprueba,tributarialaidea,1.1289
Desaprueba,capaces,1.12636
Desaprueba,comprometidas,1.12636
Desaprueba,inconsistencia,1.12636
Desaprueba,creimos,1.1218
Desaprueba,slo,1.1218
Desaprueba,abuelos,1.11561
Desaprueba,flojos,1.11561
Desaprueba,quisieron,1.11561
Desaprueba,quitan,1.11561
Desaprueba,tanta,1.11561
Desaprueba,guardadose,1.1147
Desaprueba,honestidad,1.1147
Desaprueba,opcicion,1.1147
Desaprueba,proxima,1.1147
Desaprueba,soltura,1.1147
Desaprueba,blanda,1.11094
Desaprueba,esquivando,1.11094
Desaprueba,quedar,1.11094
Desaprueba,ramas,1.11094
Desaprueba,explotando,1.10826
Desaprueba,basica,1.1076
Desaprueba,legilascion,1.1076
Desaprueba,presupuestos,1.1076
Desaprueba,recortes,1.1076
Desaprueba,candem,1.10578
Desaprueba,funcionando,1.10578
Desaprueba,oportunista,1.10578
Desaprueba,resuelto,1.10578
Desaprueba,rreglar,1.10578
Desaprueba,enfocadas,1.09944
Desaprueba,enfocado,1.09944
Desaprueba,junaeb,1.09944
Desaprueba,junji,1.09944
Desaprueba,organismos,1.09944
Desaprueba,quite,1.09944
Desaprueba,velar,1.09944
Desaprueba,debatiendo,1.0934
Desaprueba,policito,1.0934
Desaprueba,semanas,1.0934
Desaprueba,significa,1.0934
Desaprueba,censantia,1.0897
Desaprueba,detiene,1.0897
Desaprueba,aprobo,1.08691
Desaprueba,boto,1.08679
Desaprueba,conduciendo,1.08653
Desaprueba,formado,1.08653
Desaprueba,den,1.08586
Desaprueba,esperar,1.08586
Desaprueba,médicos,1.08586
Desaprueba,pudientes,1.08586
Desaprueba,recién,1.08586
Desaprueba,yendose,1.08586
Desaprueba,recuerdo,1.0818
Desaprueba,aspectos,1.08035
Desaprueba,conflictio,1.08035
Desaprueba,io,1.08035
Desaprueba,militirizacion,1.08035
Desaprueba,retroseso,1.08035
Desaprueba,ingresos,1.07414
Desaprueba,colores,1.0721
Desaprueba,comiendo,1.0721
Desaprueba,desaprobacion,1.0721
Desaprueba,viviento,1.0721
Desaprueba,interese,1.07093
Desaprueba,pretexto,1.07093
Desaprueba,reclama,1.07093
Desaprueba,apyo,1.06769
Desaprueba,cuidado,1.06769
Desaprueba,liberales,1.06758
Desaprueba,neo,1.06758
Desaprueba,participo,1.06758
Desaprueba,tuienen,1.06758
Desaprueba,202,1.065
Desaprueba,construyendo,1.065
Desaprueba,desarmando,1.065
Desaprueba,estmamos,1.065
Desaprueba,intelectual,1.065
Desaprueba,nubes,1.065
Desaprueba,posiciones,1.065
Desaprueba,suldos,1.065
Desaprueba,basura,1.06267
Desaprueba,costado,1.0604
Desaprueba,encontrar,1.0604
Desaprueba,acogida,1.05773
Desaprueba,dedicado,1.05773
Desaprueba,derechizado,1.05773
Desaprueba,empresrios,1.05773
Desaprueba,ocurre,1.05773
Desaprueba,puro,1.05773
Desaprueba,sepamos,1.05773
Desaprueba,sueldo.cumplir,1.05773
Desaprueba,acotcion,1.0508
Desaprueba,mpor,1.0508
Desaprueba,tine,1.0508
Desaprueba,aburrida,1.05048
Desaprueba,voten,1.05048
Desaprueba,desmedidas,1.04974
Desaprueba,espectativas,1.04974
Desaprueba,comnntrario,1.04948
Desaprueba,hablado,1.04948
Desaprueba,porquue,1.04948
Desaprueba,provincia,1.04948
Desaprueba,descalificacion,1.04535
Desaprueba,alcanzar,1.0437
Desaprueba,allegada,1.0437
Desaprueba,apelativos,1.0437
Desaprueba,apellido,1.0437
Desaprueba,aplicacion,1.0437
Desaprueba,coordinacion,1.0437
Desaprueba,difusa,1.0437
Desaprueba,edcucacion,1.0437
Desaprueba,erratico,1.0437
Desaprueba,falencias,1.0437
Desaprueba,harto,1.0437
Desaprueba,hija,1.0437
Desaprueba,instituto,1.0437
Desaprueba,laugar,1.0437
Desaprueba,objetivos,1.0437
Desaprueba,personalmente,1.0437
Desaprueba,perspectiva,1.0437
Desaprueba,postulacion,1.0437
Desaprueba,profesionalismo,1.0437
Desaprueba,realiza,1.0437
Desaprueba,regresiva,1.0437
Desaprueba,sapatras,1.0437
Desaprueba,señor,1.0437
Desaprueba,tramitan,1.0437
Desaprueba,ddhh,1.04199
Desaprueba,inconsecuencia,1.04199
Desaprueba,violadores,1.04199
Desaprueba,asesorado,1.03604
Desaprueba,indultos,1.03604
Desaprueba,blabla,1.03481
Desaprueba,debilidad,1.03481
Desaprueba,ase,1.03006
Desaprueba,marcha,1.03006
Desaprueba,preparado,1.03006
Desaprueba,propbando,1.03006
Desaprueba,absolutamente,1.02747
Desaprueba,derrepente,1.02747
Desaprueba,locas,1.02747
Desaprueba,refleja,1.02747
Desaprueba,salidas,1.02747
Desaprueba,cdias,1.0224
Desaprueba,festivo,1.0224
Desaprueba,fiestas,1.0224
Desaprueba,patrias,1.0224
Desaprueba,documentos,1.02067
Desaprueba,rechasado,1.02067
Desaprueba,constanerepresion,1.02031
Desaprueba,originario,1.02031
Desaprueba,diseño,1.02005
Desaprueba,estudiaba,1.02005
Desaprueba,industrial,1.02005
Desaprueba,jamas,1.02005
Desaprueba,capitalistas,1.01462
Desaprueba,faena,1.01462
Desaprueba,exteriores,1.01432
Desaprueba,primeramente,1.0082
Desaprueba,reali.dad,1.0082
Desaprueba,sigan,1.0082
Desaprueba,surgiendo,1.0082
Desaprueba,vela,1.0082
Desaprueba,73,1.00686
Desaprueba,acompañan,1.00686
Desaprueba,cuadran,1.00686
Desaprueba,participaba,1.00686
Desaprueba,vivi,1.00686
Desaprueba,actuandomas,1.006
Desaprueba,contitucional,1.006
Desaprueba,creen,1.006
Desaprueba,dueño,1.006
Desaprueba,fijo,1.006
Desaprueba,grado,1.006
Desaprueba,gremio,1.006
Desaprueba,sacarlo,1.006
Desaprueba,to,1.006
Desaprueba,colr,1.00411
Desaprueba,gustaba,1.00411
Desaprueba,michrl,1.00411
Desaprueba,ato,1.0011
Desaprueba,ayudas,1.0011
Desaprueba,controlado,1.0011
Desaprueba,espera,1.0011
Desaprueba,puedan,1.0011
Desaprueba,america,0.994
Desaprueba,americano,0.994
Desaprueba,cercanas,0.994
Desaprueba,contexto,0.994
Desaprueba,continente,0.994
Desaprueba,egemonia,0.994
Desaprueba,estanmedidad,0.994
Desaprueba,existencia,0.994
Desaprueba,historia,0.994
Desaprueba,reafirmado,0.994
Desaprueba,resaltado,0.994
Desaprueba,utilizan,0.994
Desaprueba,comunicados,0.99361
Desaprueba,desafortunado,0.99361
Desaprueba,equipò,0.99361
Desaprueba,planeadas,0.99361
Desaprueba,llega,0.98894
Desaprueba,sinverguensura,0.98894
Desaprueba,funcionarios,0.98863
Desaprueba,piblicos,0.98863
Desaprueba,activar,0.98673
Desaprueba,judicial,0.98673
Desaprueba,requiere,0.98673
Desaprueba,secsantia,0.98673
Desaprueba,sietma,0.98673
Desaprueba,aoyo,0.98532
Desaprueba,constante,0.98532
Desaprueba,liderazgo,0.98532
Desaprueba,dandoa,0.98502
Desaprueba,defendiendo,0.9798
Desaprueba,victimas,0.9798
Desaprueba,viejitos,0.9798
Desaprueba,elha,0.96279
Desaprueba,acabar,0.96176
Desaprueba,bilz,0.96176
Desaprueba,burle,0.96176
Desaprueba,carita,0.96176
Desaprueba,comerciante,0.96176
Desaprueba,empatico,0.96176
Desaprueba,ganadas,0.96176
Desaprueba,impùersat,0.96176
Desaprueba,iva,0.96176
Desaprueba,jugando,0.96176
Desaprueba,muestra,0.96176
Desaprueba,pap,0.96176
Desaprueba,reliza,0.96176
Desaprueba,único,0.96176
Desaprueba,aregalar,0.96119
Desaprueba,econo0mico,0.95933
Desaprueba,incapacidad,0.95933
Desaprueba,incorrectas,0.95933
Desaprueba,prestar,0.95933
Desaprueba,tomas,0.95933
Desaprueba,abandero,0.9569
Desaprueba,aprieta,0.9569
Desaprueba,avarca,0.9569
Desaprueba,deve,0.9569
Desaprueba,diciendo,0.9569
Desaprueba,dimos,0.9569
Desaprueba,hable,0.9569
Desaprueba,involucrar,0.9569
Desaprueba,lamentablemente,0.9569
Desaprueba,peste,0.9569
Desaprueba,bolsillo,0.95608
Desaprueba,deshonesto,0.95608
Desaprueba,asesora,0.95432
Desaprueba,asesoran,0.95432
Desaprueba,mafre,0.95432
Desaprueba,papeles,0.95432
Desaprueba,piden,0.95432
Desaprueba,soltera,0.95432
Desaprueba,beneficiar,0.95145
Desaprueba,benificiara,0.95145
Desaprueba,aprobar,0.93988
Desaprueba,clse,0.93988
Desaprueba,pasadas,0.93988
Desaprueba,rebocaron,0.93988
Desaprueba,manifestaciones,0.93907
Desaprueba,acertadas,0.93826
Desaprueba,asido,0.93826
Desaprueba,capacidades,0.93826
Desaprueba,chascarros,0.93826
Desaprueba,compatible,0.93826
Desaprueba,conseguido,0.93826
Desaprueba,correcto,0.93826
Desaprueba,corregir,0.93826
Desaprueba,corrucion,0.93826
Desaprueba,defciente,0.93826
Desaprueba,desfachates,0.93826
Desaprueba,dirijir,0.93826
Desaprueba,estatuto,0.93826
Desaprueba,fonasa,0.93826
Desaprueba,función,0.93826
Desaprueba,haya,0.93826
Desaprueba,imformacion,0.93826
Desaprueba,inconcistencia,0.93826
Desaprueba,inconsistentes,0.93826
Desaprueba,instaurado,0.93826
Desaprueba,intencion,0.93826
Desaprueba,iria,0.93826
Desaprueba,isapre,0.93826
Desaprueba,mentirle,0.93826
Desaprueba,millonario,0.93826
Desaprueba,momen,0.93826
Desaprueba,opinio,0.93826
Desaprueba,respalda,0.93826
Desaprueba,toca,0.93826
Desaprueba,ulcultar,0.93826
Desaprueba,universitaria,0.93826
Desaprueba,vergonzosos,0.93826
Desaprueba,acomodando,0.9372
Desaprueba,carta,0.9372
Desaprueba,co,0.9372
Desaprueba,confiltos,0.9372
Desaprueba,conoce,0.9372
Desaprueba,cuico,0.9372
Desaprueba,deficiente,0.9372
Desaprueba,destinados,0.9372
Desaprueba,horrosa,0.9372
Desaprueba,incopetividad,0.9372
Desaprueba,legislativo,0.9372
Desaprueba,mercurio,0.9372
Desaprueba,militarizacion,0.9372
Desaprueba,negociar,0.9372
Desaprueba,policiales,0.9372
Desaprueba,presente,0.9372
Desaprueba,priorisa,0.9372
Desaprueba,privatizando,0.9372
Desaprueba,producido,0.9372
Desaprueba,sacó,0.9372
Desaprueba,tergiversacion,0.9372
Desaprueba,vuelva,0.9372
Desaprueba,habria,0.93202
Desaprueba,hgente,0.92733
Desaprueba,afecta,0.92556
Desaprueba,aparecen,0.92556
Desaprueba,cierren,0.92556
Desaprueba,dilatar,0.92556
Desaprueba,excusas,0.92556
Desaprueba,humana,0.92556
Desaprueba,juega,0.92556
Desaprueba,liderando,0.92556
Desaprueba,niveles,0.92556
Desaprueba,pillados,0.92556
Desaprueba,temen,0.92556
Desaprueba,ho,0.92442
Desaprueba,igualdad,0.92442
Desaprueba,aplicadas,0.923
Desaprueba,artesanal,0.923
Desaprueba,concejal,0.923
Desaprueba,gratis,0.923
Desaprueba,inclusivo,0.923
Desaprueba,mediatica,0.923
Desaprueba,ovbiamente,0.923
Desaprueba,pais.estudio,0.923
Desaprueba,pesca,0.923
Desaprueba,publicidad,0.923
Desaprueba,quehan,0.923
Desaprueba,sello,0.923
Desaprueba,vinculacion,0.923
Desaprueba,pequeñas,0.92235
Desaprueba,aginaldo,0.92015
Desaprueba,desposeidos,0.91798
Desaprueba,ehcan,0.91765
Desaprueba,lesara,0.91765
Desaprueba,nconsecuencia,0.91765
Desaprueba,pura,0.91765
Desaprueba,reverendas,0.91765
Desaprueba,rpimero,0.91765
Desaprueba,tratar,0.91765
Desaprueba,acà,0.91731
Desaprueba,atacama,0.91731
Desaprueba,aminorado,0.91572
Desaprueba,apoyan,0.91572
Desaprueba,apoyaron,0.91572
Desaprueba,basicas,0.91572
Desaprueba,coalicion,0.91572
Desaprueba,conformada,0.91572
Desaprueba,cuestiones,0.91572
Desaprueba,demotismo,0.91572
Desaprueba,ea,0.91572
Desaprueba,efectiva,0.91572
Desaprueba,estratos,0.91572
Desaprueba,firme,0.91572
Desaprueba,fuerte,0.91572
Desaprueba,ganancia,0.91572
Desaprueba,gorda,0.91572
Desaprueba,historial,0.91572
Desaprueba,lin,0.91572
Desaprueba,manifestado,0.91572
Desaprueba,manipulando,0.91572
Desaprueba,permanece,0.91572
Desaprueba,personalista,0.91572
Desaprueba,pidiendo,0.91572
Desaprueba,presentados,0.91572
Desaprueba,presidencialista,0.91572
Desaprueba,solucionando,0.91572
Desaprueba,vende,0.91572
Desaprueba,verlo,0.91572
Desaprueba,violaciones,0.91572
Desaprueba,descaradamente,0.91413
Desaprueba,mienten,0.91413
Desaprueba,agresion,0.9088
Desaprueba,apropiapan,0.9088
Desaprueba,basado,0.9088
Desaprueba,desendiendo,0.9088
Desaprueba,escuetamente,0.9088
Desaprueba,opciones,0.9088
Desaprueba,pata,0.9088
Desaprueba,terrenos,0.9088
Desaprueba,ceriedad,0.90872
