aprobacion_presidencial,word,n
Aprueba,ira,0.73685
Aprueba,mejorarse,0.73685
Aprueba,metido,0.73685
Aprueba,municipio,0.73685
Aprueba,necesitan,0.73685
Aprueba,practica,0.73685
Aprueba,principios,0.73685
Aprueba,profundos,0.73685
Aprueba,rapida,0.73685
Aprueba,refiere,0.73685
Aprueba,sentir,0.73685
Aprueba,terrible,0.73685
Aprueba,negociacion,0.73623
Aprueba,pensado,0.73623
Aprueba,agente,0.73185
Aprueba,apoyanda,0.73185
Aprueba,reordenando,0.73185
Aprueba,alimentado,0.7313
Aprueba,emprleadores,0.72971
Aprueba,mayorias,0.72971
Aprueba,minorias,0.72971
Aprueba,motivar,0.72971
Aprueba,parametro,0.72971
Aprueba,real,0.72971
Aprueba,restablecido,0.72971
Aprueba,trabajen,0.72971
Aprueba,desarollo,0.72924
Aprueba,via,0.72924
Aprueba,progresos,0.72637
Aprueba,siguio,0.72637
Aprueba,comparto,0.72436
Aprueba,100,0.7242
Aprueba,quisieramos,0.7242
Aprueba,mantenemos,0.72373
Aprueba,atractivo,0.72133
Aprueba,detenido,0.72133
Aprueba,atentados,0.7171
Aprueba,contecto,0.7171
Aprueba,criticas,0.7171
Aprueba,democraticamente,0.7171
Aprueba,desestabilizado,0.7171
Aprueba,elejido,0.7171
Aprueba,inprementando,0.7171
Aprueba,opocicion,0.7171
Aprueba,permite,0.7171
Aprueba,presentarse,0.7171
Aprueba,senado,0.7171
Aprueba,terroristas,0.7171
Aprueba,zona,0.7171
Aprueba,benefician,0.7125
Aprueba,apoco,0.71
Aprueba,20,0.70692
Aprueba,25,0.70692
Aprueba,casado,0.70692
Aprueba,esposa,0.70692
Aprueba,obtuvo,0.70692
Aprueba,consensos,0.70624
Aprueba,dialogar,0.70624
Aprueba,porke,0.70624
Aprueba,principalmente,0.70624
Aprueba,trabas,0.70624
Aprueba,abordan,0.70566
Aprueba,abajo,0.7056
Aprueba,constantes,0.7056
Aprueba,cabolo,0.70415
Aprueba,caminio,0.70415
Aprueba,cartera,0.70415
Aprueba,cercania,0.70415
Aprueba,conviccion,0.70415
Aprueba,cumpledohasta,0.70415
Aprueba,cumplimiento,0.70415
Aprueba,dedicacion,0.70415
Aprueba,eficientes,0.70415
Aprueba,gasto,0.70415
Aprueba,historia,0.70415
Aprueba,llebado,0.70415
Aprueba,meja,0.70415
Aprueba,reajuste,0.70415
Aprueba,transporte,0.70415
Aprueba,dialogo,0.70402
Aprueba,alcanzar,0.7029
Aprueba,anotado,0.7029
Aprueba,anti,0.7029
Aprueba,aprobarlo,0.7029
Aprueba,arrastran,0.7029
Aprueba,aumenta,0.7029
Aprueba,azules,0.7029
Aprueba,combatir,0.7029
Aprueba,contraresta,0.7029
Aprueba,cumplirse,0.7029
Aprueba,detener,0.7029
Aprueba,disminucion,0.7029
Aprueba,estatal,0.7029
Aprueba,gastan,0.7029
Aprueba,hartas,0.7029
Aprueba,heber,0.7029
Aprueba,imposible,0.7029
Aprueba,incorporado,0.7029
Aprueba,llamarlo,0.7029
Aprueba,mejoramiente,0.7029
Aprueba,numeros,0.7029
Aprueba,oferta,0.7029
Aprueba,permitiria,0.7029
Aprueba,pobreza,0.7029
Aprueba,preocupaciòn,0.7029
Aprueba,raro,0.7029
Aprueba,redadas,0.7029
Aprueba,relagan,0.7029
Aprueba,reseciòn,0.7029
Aprueba,superarà,0.7029
Aprueba,suponemos,0.7029
Aprueba,tierra,0.7029
Aprueba,tirarlo,0.7029
Aprueba,traido,0.7029
Aprueba,trasparencia,0.7029
Aprueba,hecha,0.7026
Aprueba,palabra,0.7026
Aprueba,do,0.70028
Aprueba,manejan,0.70028
Aprueba,pareccido,0.70028
Aprueba,pediria,0.70028
Aprueba,ponga,0.70028
Aprueba,robo,0.70028
Aprueba,solvencia,0.70028
Aprueba,subida,0.70028
Aprueba,peruanos,0.69926
Aprueba,economista,0.69756
Aprueba,énfasis,0.69756
Aprueba,cerradas,0.69722
Aprueba,dependamos,0.69722
Aprueba,estado.que,0.69722
Aprueba,eticos,0.69722
Aprueba,nacionalista,0.69722
Aprueba,requisitos,0.69722
Aprueba,surga,0.69722
Aprueba,academica,0.69435
Aprueba,aceptable,0.69435
Aprueba,alcance,0.69435
Aprueba,aporte,0.69435
Aprueba,apoyado,0.69435
Aprueba,comercial,0.69435
Aprueba,compañeros,0.69435
Aprueba,conocecimiento,0.69435
Aprueba,dandole,0.69435
Aprueba,excperiensia,0.69435
Aprueba,genere,0.69435
Aprueba,gerente,0.69435
Aprueba,humanitario,0.69435
Aprueba,ideal,0.69435
Aprueba,mejorr,0.69435
Aprueba,neutro,0.69435
Aprueba,preparaciòn,0.69435
Aprueba,prioridad,0.69435
Aprueba,regulacion,0.69435
Aprueba,señor,0.69435
Aprueba,vela,0.69435
Aprueba,generarado,0.6927
Aprueba,positivo,0.6927
Aprueba,enfasis,0.6887
Aprueba,profesionalismo,0.6887
Aprueba,commemoracion,0.68869
Aprueba,gobernabilidad,0.68869
Aprueba,pluralidad,0.68869
Aprueba,intelectual,0.68722
Aprueba,tecnologico,0.68722
Aprueba,arregla,0.68566
Aprueba,autorizacion,0.68566
Aprueba,capacidades,0.68566
Aprueba,conducion,0.68566
Aprueba,entiendo,0.68566
Aprueba,escolaridad,0.68566
Aprueba,negocio,0.68566
Aprueba,uniformada,0.68566
Aprueba,directa,0.68498
Aprueba,presente,0.68498
Aprueba,gustar,0.68256
Aprueba,normalmente,0.68256
Aprueba,practicamente,0.68256
Aprueba,rasonables,0.68256
Aprueba,inconclusas,0.68199
Aprueba,agricola,0.6816
Aprueba,aportes,0.6816
Aprueba,enpesado,0.6816
Aprueba,gana,0.6816
Aprueba,ganamos,0.6816
Aprueba,ganando,0.6816
Aprueba,local,0.6816
Aprueba,mediano,0.6816
Aprueba,nececidades,0.6816
Aprueba,pendientes,0.6816
Aprueba,porcentaje,0.6816
Aprueba,quinientos,0.6816
Aprueba,subirlo,0.6816
Aprueba,tenemeos,0.6816
Aprueba,vacio,0.6816
Aprueba,apruba,0.6745
Aprueba,acertuvi,0.67357
Aprueba,gabinete,0.67357
Aprueba,leda,0.67357
Aprueba,manjea,0.67357
Aprueba,presentan,0.67357
Aprueba,puesta,0.67357
Aprueba,resivido,0.67357
Aprueba,respetan,0.67357
Aprueba,venezolanos,0.67357
Aprueba,venifibios,0.67357
Aprueba,comuna,0.67101
Aprueba,profesores,0.67101
Aprueba,agradable,0.6674
Aprueba,boicotiando,0.6674
Aprueba,conducciòn,0.6674
Aprueba,congreso,0.6674
Aprueba,desarrolo,0.6674
Aprueba,ecaminado,0.6674
Aprueba,educcacional3,0.6674
Aprueba,feling,0.6674
Aprueba,momneto,0.6674
Aprueba,opinar,0.6674
Aprueba,peso,0.6674
Aprueba,tiodo,0.6674
Aprueba,formalidad,0.66342
Aprueba,meva,0.66342
Aprueba,regalar,0.66342
Aprueba,sigar,0.66342
Aprueba,matrimonio,0.65988
Aprueba,sexo,0.65988
Aprueba,desacuerdo,0.65923
Aprueba,ningùn,0.65923
Aprueba,amyor,0.65588
Aprueba,exteriores,0.65588
Aprueba,inclino,0.65588
Aprueba,anticomunista,0.65447
Aprueba,bonanza,0.65447
Aprueba,demonio,0.65447
Aprueba,escojerv,0.65447
Aprueba,europa,0.65447
Aprueba,financiamiento,0.65447
Aprueba,financiero,0.65447
Aprueba,hayo,0.65447
Aprueba,internacionales,0.65447
Aprueba,mantenerse,0.65447
Aprueba,michel,0.65447
Aprueba,poiticas,0.65447
Aprueba,setado,0.65447
Aprueba,intenidad,0.64561
Aprueba,labores,0.64546
Aprueba,monetaria,0.64181
Aprueba,save,0.64181
Aprueba,pararla,0.64079
Aprueba,compatriotas,0.63942
Aprueba,disminuyendo,0.63942
Aprueba,haciendole,0.63942
Aprueba,vayan,0.63942
Aprueba,colocado,0.63574
Aprueba,crebilidad,0.63574
Aprueba,mejoeas,0.63574
Aprueba,sustentar,0.63574
Aprueba,informandose,0.63455
Aprueba,ministerios,0.63303
Aprueba,acontecer,0.62605
Aprueba,actividades,0.62605
Aprueba,amnistia,0.62605
Aprueba,aprovacion,0.62605
Aprueba,concuerdo,0.62605
Aprueba,desmedida,0.62605
Aprueba,dialoga,0.62605
Aprueba,diario,0.62605
Aprueba,encanta,0.62605
Aprueba,entro,0.62605
Aprueba,escapando,0.62605
Aprueba,factores,0.62605
Aprueba,favorecer,0.62605
Aprueba,femicidios,0.62605
Aprueba,hambitos,0.62605
Aprueba,insrtitutos,0.62605
Aprueba,inviewrte,0.62605
Aprueba,mejoreado,0.62605
Aprueba,necesidades,0.62605
Aprueba,percepción,0.62605
Aprueba,resiente,0.62605
Aprueba,resuelve,0.62605
Aprueba,rtambien,0.62605
Aprueba,sabiduria,0.62605
Aprueba,solida,0.62605
Aprueba,tapando,0.62605
Aprueba,transpartencia,0.62605
Aprueba,ciudad,0.6257
Aprueba,deacuerdo,0.61246
Aprueba,irregular,0.61227
Aprueba,paro,0.61227
Aprueba,alla,0.60811
Aprueba,andube,0.60811
Aprueba,compromertido,0.60811
Aprueba,emn,0.60811
Aprueba,entender,0.60811
Aprueba,gotera,0.60811
Aprueba,hizpo,0.60811
Aprueba,igua,0.60811
Aprueba,invercionistas,0.60811
Aprueba,nuca,0.60811
Aprueba,temuco,0.60811
Aprueba,tube,0.60811
Aprueba,crear,0.6035
Aprueba,dirigiendo,0.6035
Aprueba,fundamental,0.6035
Aprueba,integral,0.6035
Aprueba,involucra,0.6035
Aprueba,mision,0.6035
Aprueba,pasarle,0.6035
Aprueba,remplazar,0.6035
Aprueba,termine,0.6035
Aprueba,estalidas,0.59792
Aprueba,anual,0.59427
Aprueba,hacerse,0.59427
Aprueba,recuperar,0.59427
Aprueba,sencilla,0.59427
Aprueba,tien,0.58511
Aprueba,distintas,0.58506
Aprueba,salarial,0.58506
Aprueba,votado,0.58457
Aprueba,agenda,0.58154
Aprueba,deber,0.58154
Aprueba,funcione,0.58154
Aprueba,habiento,0.58154
Aprueba,inyenciones,0.58154
Aprueba,medida,0.58154
Aprueba,restablecer,0.58154
Aprueba,valorica,0.58154
Aprueba,imgarcion,0.56847
Aprueba,principipalmente,0.56847
Aprueba,funcionarios,0.55131
Aprueba,aprueban,0.5492
Aprueba,mujer,0.5492
Aprueba,televisiòn,0.5492
Aprueba,unànime,0.5492
